feature_id,label,vertex_index,x,y,group_id
1,shoreline,0,608.0,-116.0,
1,shoreline,1,607.0,-117.0,
1,shoreline,2,605.0,-117.0,
1,shoreline,3,604.0,-118.0,
1,shoreline,4,602.0,-118.0,
1,shoreline,5,601.0,-119.0,
1,shoreline,6,600.0,-119.0,
1,shoreline,7,599.0,-120.0,
1,shoreline,8,598.0,-120.0,
1,shoreline,9,595.0,-123.0,
1,shoreline,10,594.0,-123.0,
1,shoreline,11,590.0,-127.0,
1,shoreline,12,589.0,-127.0,
1,shoreline,13,587.0,-129.0,
1,shoreline,14,586.0,-129.0,
1,shoreline,15,582.0,-133.0,
1,shoreline,16,581.0,-133.0,
1,shoreline,17,580.0,-134.0,
1,shoreline,18,579.0,-134.0,
1,shoreline,19,578.0,-135.0,
1,shoreline,20,577.0,-135.0,
1,shoreline,21,574.0,-138.0,
1,shoreline,22,574.0,-139.0,
1,shoreline,23,573.0,-140.0,
1,shoreline,24,573.0,-141.0,
1,shoreline,25,572.0,-142.0,
1,shoreline,26,572.0,-143.0,
1,shoreline,27,570.0,-145.0,
1,shoreline,28,569.0,-145.0,
1,shoreline,29,568.0,-146.0,
1,shoreline,30,568.0,-147.0,
1,shoreline,31,566.0,-149.0,
1,shoreline,32,565.0,-149.0,
1,shoreline,33,564.0,-150.0,
1,shoreline,34,563.0,-150.0,
1,shoreline,35,562.0,-151.0,
1,shoreline,36,561.0,-151.0,
1,shoreline,37,560.0,-150.0,
1,shoreline,38,556.0,-150.0,
1,shoreline,39,555.0,-151.0,
1,shoreline,40,553.0,-151.0,
1,shoreline,41,552.0,-152.0,
1,shoreline,42,550.0,-152.0,
1,shoreline,43,548.0,-154.0,
1,shoreline,44,547.0,-154.0,
1,shoreline,45,546.0,-155.0,
1,shoreline,46,544.0,-155.0,
1,shoreline,47,543.0,-156.0,
1,shoreline,48,540.0,-156.0,
1,shoreline,49,539.0,-155.0,
1,shoreline,50,537.0,-155.0,
1,shoreline,51,532.0,-160.0,
1,shoreline,52,530.0,-160.0,
1,shoreline,53,529.0,-161.0,
1,shoreline,54,528.0,-161.0,
1,shoreline,55,526.0,-163.0,
1,shoreline,56,525.0,-163.0,
1,shoreline,57,524.0,-164.0,
1,shoreline,58,520.0,-164.0,
1,shoreline,59,519.0,-165.0,
1,shoreline,60,515.0,-165.0,
1,shoreline,61,514.0,-166.0,
1,shoreline,62,513.0,-166.0,
1,shoreline,63,510.0,-169.0,
1,shoreline,64,509.0,-169.0,
1,shoreline,65,508.0,-170.0,
1,shoreline,66,507.0,-170.0,
1,shoreline,67,502.0,-175.0,
1,shoreline,68,501.0,-174.0,
1,shoreline,69,500.0,-174.0,
1,shoreline,70,499.0,-173.0,
1,shoreline,71,497.0,-173.0,
1,shoreline,72,496.0,-174.0,
1,shoreline,73,495.0,-174.0,
1,shoreline,74,493.0,-176.0,
1,shoreline,75,492.0,-176.0,
1,shoreline,76,491.0,-177.0,
1,shoreline,77,490.0,-177.0,
1,shoreline,78,489.0,-178.0,
1,shoreline,79,489.0,-179.0,
1,shoreline,80,487.0,-181.0,
1,shoreline,81,486.0,-181.0,
1,shoreline,82,485.0,-182.0,
1,shoreline,83,482.0,-182.0,
1,shoreline,84,482.0,-183.0,
1,shoreline,85,480.0,-185.0,
1,shoreline,86,479.0,-185.0,
1,shoreline,87,478.0,-186.0,
1,shoreline,88,476.0,-186.0,
1,shoreline,89,475.0,-187.0,
1,shoreline,90,474.0,-187.0,
1,shoreline,91,471.0,-190.0,
1,shoreline,92,468.0,-190.0,
1,shoreline,93,465.0,-193.0,
1,shoreline,94,465.0,-194.0,
1,shoreline,95,466.0,-195.0,
1,shoreline,96,466.0,-196.0,
1,shoreline,97,464.0,-198.0,
1,shoreline,98,463.0,-198.0,
1,shoreline,99,462.0,-199.0,
1,shoreline,100,457.0,-199.0,
1,shoreline,101,451.0,-205.0,
1,shoreline,102,449.0,-205.0,
1,shoreline,103,448.0,-206.0,
1,shoreline,104,447.0,-206.0,
1,shoreline,105,445.0,-208.0,
1,shoreline,106,444.0,-208.0,
1,shoreline,107,443.0,-209.0,
1,shoreline,108,442.0,-209.0,
1,shoreline,109,439.0,-212.0,
1,shoreline,110,438.0,-212.0,
1,shoreline,111,435.0,-215.0,
1,shoreline,112,434.0,-215.0,
1,shoreline,113,432.0,-217.0,
1,shoreline,114,431.0,-217.0,
1,shoreline,115,429.0,-219.0,
1,shoreline,116,428.0,-219.0,
1,shoreline,117,427.0,-220.0,
1,shoreline,118,426.0,-220.0,
1,shoreline,119,425.0,-221.0,
1,shoreline,120,424.0,-221.0,
1,shoreline,121,423.0,-222.0,
1,shoreline,122,422.0,-222.0,
1,shoreline,123,421.0,-223.0,
1,shoreline,124,419.0,-223.0,
1,shoreline,125,418.0,-224.0,
1,shoreline,126,417.0,-224.0,
1,shoreline,127,416.0,-225.0,
1,shoreline,128,415.0,-225.0,
1,shoreline,129,413.0,-227.0,
1,shoreline,130,412.0,-227.0,
1,shoreline,131,411.0,-228.0,
1,shoreline,132,409.0,-228.0,
1,shoreline,133,408.0,-229.0,
1,shoreline,134,407.0,-229.0,
1,shoreline,135,405.0,-231.0,
1,shoreline,136,403.0,-231.0,
1,shoreline,137,401.0,-233.0,
1,shoreline,138,399.0,-233.0,
1,shoreline,139,398.0,-234.0,
1,shoreline,140,397.0,-234.0,
1,shoreline,141,396.0,-235.0,
1,shoreline,142,395.0,-235.0,
1,shoreline,143,393.0,-237.0,
1,shoreline,144,392.0,-237.0,
1,shoreline,145,391.0,-238.0,
1,shoreline,146,390.0,-238.0,
1,shoreline,147,387.0,-241.0,
1,shoreline,148,385.0,-241.0,
1,shoreline,149,382.0,-244.0,
1,shoreline,150,381.0,-244.0,
1,shoreline,151,378.0,-247.0,
1,shoreline,152,377.0,-247.0,
1,shoreline,153,375.0,-249.0,
1,shoreline,154,374.0,-249.0,
1,shoreline,155,372.0,-251.0,
1,shoreline,156,371.0,-251.0,
1,shoreline,157,370.0,-252.0,
1,shoreline,158,369.0,-252.0,
1,shoreline,159,368.0,-253.0,
1,shoreline,160,368.0,-254.0,
1,shoreline,161,367.0,-255.0,
1,shoreline,162,366.0,-255.0,
1,shoreline,163,364.0,-257.0,
1,shoreline,164,363.0,-257.0,
1,shoreline,165,362.0,-258.0,
1,shoreline,166,361.0,-258.0,
1,shoreline,167,359.0,-260.0,
1,shoreline,168,358.0,-260.0,
1,shoreline,169,357.0,-261.0,
1,shoreline,170,356.0,-261.0,
1,shoreline,171,355.0,-262.0,
1,shoreline,172,354.0,-262.0,
1,shoreline,173,353.0,-263.0,
1,shoreline,174,353.0,-264.0,
1,shoreline,175,352.0,-265.0,
1,shoreline,176,350.0,-265.0,
1,shoreline,177,349.0,-266.0,
1,shoreline,178,348.0,-266.0,
1,shoreline,179,346.0,-268.0,
1,shoreline,180,345.0,-268.0,
1,shoreline,181,343.0,-270.0,
1,shoreline,182,342.0,-270.0,
1,shoreline,183,336.0,-276.0,
1,shoreline,184,336.0,-277.0,
1,shoreline,185,335.0,-278.0,
1,shoreline,186,335.0,-279.0,
1,shoreline,187,334.0,-280.0,
1,shoreline,188,334.0,-297.0,
1,shoreline,189,335.0,-298.0,
1,shoreline,190,335.0,-301.0,
1,shoreline,191,336.0,-302.0,
1,shoreline,192,336.0,-304.0,
1,shoreline,193,337.0,-305.0,
1,shoreline,194,337.0,-310.0,
1,shoreline,195,338.0,-311.0,
1,shoreline,196,338.0,-317.0,
1,shoreline,197,337.0,-318.0,
1,shoreline,198,337.0,-320.0,
1,shoreline,199,335.0,-322.0,
1,shoreline,200,335.0,-323.0,
1,shoreline,201,331.0,-327.0,
1,shoreline,202,331.0,-328.0,
1,shoreline,203,330.0,-329.0,
1,shoreline,204,330.0,-330.0,
1,shoreline,205,329.0,-331.0,
1,shoreline,206,329.0,-332.0,
1,shoreline,207,328.0,-333.0,
1,shoreline,208,328.0,-334.0,
1,shoreline,209,321.0,-341.0,
1,shoreline,210,321.0,-342.0,
1,shoreline,211,320.0,-343.0,
1,shoreline,212,320.0,-344.0,
1,shoreline,213,319.0,-345.0,
1,shoreline,214,319.0,-347.0,
1,shoreline,215,318.0,-348.0,
1,shoreline,216,318.0,-350.0,
1,shoreline,217,315.0,-353.0,
1,shoreline,218,315.0,-354.0,
1,shoreline,219,311.0,-358.0,
1,shoreline,220,311.0,-359.0,
1,shoreline,221,308.0,-362.0,
1,shoreline,222,308.0,-363.0,
1,shoreline,223,303.0,-368.0,
1,shoreline,224,302.0,-368.0,
1,shoreline,225,300.0,-370.0,
1,shoreline,226,300.0,-371.0,
1,shoreline,227,299.0,-372.0,
1,shoreline,228,299.0,-373.0,
1,shoreline,229,298.0,-374.0,
1,shoreline,230,298.0,-375.0,
1,shoreline,231,297.0,-376.0,
1,shoreline,232,297.0,-377.0,
1,shoreline,233,296.0,-378.0,
1,shoreline,234,296.0,-380.0,
1,shoreline,235,295.0,-381.0,
1,shoreline,236,295.0,-382.0,
1,shoreline,237,294.0,-383.0,
1,shoreline,238,294.0,-384.0,
1,shoreline,239,293.0,-385.0,
