file,dt,t_m,z_m,z_ft,noaa_dt,dt_delta_sec
8\walton_lighthouse-2024-11-16-162421Z_000110_warped.csv,2024-11-16 16:24:21+00:00,-458.71143777415193,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000111_warped.csv,2024-11-16 16:24:21+00:00,-454.1364767659008,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000112_warped.csv,2024-11-16 16:24:21+00:00,-451.8443353019585,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000109_warped.csv,2024-11-16 16:24:21+00:00,-450.4780770186476,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000161_warped.csv,2024-11-16 16:44:21+00:00,-450.3615281240312,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000162_warped.csv,2024-11-16 16:44:21+00:00,-442.60724813333235,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000163_warped.csv,2024-11-16 16:44:21+00:00,-442.3258519312035,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000113_warped.csv,2024-11-16 16:24:21+00:00,-440.27197921543234,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000164_warped.csv,2024-11-16 16:44:21+00:00,-434.5949093210415,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000166_warped.csv,2024-11-16 16:44:21+00:00,-434.13712917504915,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000114_warped.csv,2024-11-16 16:24:21+00:00,-433.1616485584931,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000108_warped.csv,2024-11-16 16:24:21+00:00,-432.4601864614195,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000174_warped.csv,2024-11-16 16:44:21+00:00,-432.0285746107167,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000172_warped.csv,2024-11-16 16:44:21+00:00,-431.8088610531054,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000173_warped.csv,2024-11-16 16:44:21+00:00,-430.80680137819274,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000190_warped.csv,2024-11-16 16:44:21+00:00,-430.15840267466,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000165_warped.csv,2024-11-16 16:44:21+00:00,-430.04408461737387,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000171_warped.csv,2024-11-16 16:44:21+00:00,-430.0008172777407,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000176_warped.csv,2024-11-16 16:44:21+00:00,-429.9127920259498,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000189_warped.csv,2024-11-16 16:44:21+00:00,-428.8355708968105,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000187_warped.csv,2024-11-16 16:44:21+00:00,-428.6625679810017,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000188_warped.csv,2024-11-16 16:44:21+00:00,-428.58843534625623,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000167_warped.csv,2024-11-16 16:44:21+00:00,-428.20151294059417,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000195_warped.csv,2024-11-16 16:44:21+00:00,-428.05028344972925,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000196_warped.csv,2024-11-16 16:44:21+00:00,-427.9281844398125,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000102_warped.csv,2024-11-16 16:24:21+00:00,-427.71590416504097,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000194_warped.csv,2024-11-16 16:44:21+00:00,-426.980764271987,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000191_warped.csv,2024-11-16 16:44:21+00:00,-426.92143554880215,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000197_warped.csv,2024-11-16 16:44:21+00:00,-426.7371175742139,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000192_warped.csv,2024-11-16 16:44:21+00:00,-426.6751967189159,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000185_warped.csv,2024-11-16 16:44:21+00:00,-426.5725755317941,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000168_warped.csv,2024-11-16 16:44:21+00:00,-426.28476604622483,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000193_warped.csv,2024-11-16 16:44:21+00:00,-425.07927662727656,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000170_warped.csv,2024-11-16 16:44:21+00:00,-425.00285894724016,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000169_warped.csv,2024-11-16 16:44:21+00:00,-424.4776840628229,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000186_warped.csv,2024-11-16 16:44:21+00:00,-424.2746470747182,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000107_warped.csv,2024-11-16 16:24:21+00:00,-423.4260042555763,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000115_warped.csv,2024-11-16 16:24:21+00:00,-423.31056041768363,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000175_warped.csv,2024-11-16 16:44:21+00:00,-423.24831702830517,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000199_warped.csv,2024-11-16 16:44:21+00:00,-422.89964689957685,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000106_warped.csv,2024-11-16 16:24:21+00:00,-422.84825718586427,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000182_warped.csv,2024-11-16 16:44:21+00:00,-422.40583576017997,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000198_warped.csv,2024-11-16 16:44:21+00:00,-421.361418628392,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000184_warped.csv,2024-11-16 16:44:21+00:00,-421.2599876977981,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000183_warped.csv,2024-11-16 16:44:21+00:00,-420.67453607660957,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000180_warped.csv,2024-11-16 16:44:21+00:00,-415.1972210762186,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000116_warped.csv,2024-11-16 16:24:21+00:00,-414.40495651755816,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000117_warped.csv,2024-11-16 16:24:21+00:00,-414.0994096045483,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000181_warped.csv,2024-11-16 16:44:21+00:00,-414.04433226855355,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000177_warped.csv,2024-11-16 16:44:21+00:00,-411.7856030302521,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000179_warped.csv,2024-11-16 16:44:21+00:00,-411.7613148812351,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000178_warped.csv,2024-11-16 16:44:21+00:00,-408.1152702759199,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-162421Z_000118_warped.csv,2024-11-16 16:24:21+00:00,-407.6889518608923,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000120_warped.csv,2024-11-16 16:24:21+00:00,-407.34801102717887,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000119_warped.csv,2024-11-16 16:24:21+00:00,-407.2487074086081,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000179_warped.csv,2024-11-16 16:24:21+00:00,-406.28064200032344,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000105_warped.csv,2024-11-16 16:24:21+00:00,-403.47248557710554,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000172_warped.csv,2024-11-16 16:24:21+00:00,-403.35935305574964,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000173_warped.csv,2024-11-16 16:24:21+00:00,-402.0914398016806,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000169_warped.csv,2024-11-16 16:24:21+00:00,-401.1859773088395,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000171_warped.csv,2024-11-16 16:24:21+00:00,-400.89546672105655,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000195_warped.csv,2024-11-16 16:24:21+00:00,-400.7124784528083,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000170_warped.csv,2024-11-16 16:24:21+00:00,-400.3713327830576,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000180_warped.csv,2024-11-16 16:24:21+00:00,-399.8407085155054,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000175_warped.csv,2024-11-16 16:24:21+00:00,-399.6576682550187,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000176_warped.csv,2024-11-16 16:24:21+00:00,-399.4190758145653,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000196_warped.csv,2024-11-16 16:24:21+00:00,-399.31241845074965,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000174_warped.csv,2024-11-16 16:24:21+00:00,-399.21230028908656,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000197_warped.csv,2024-11-16 16:24:21+00:00,-398.7186793274736,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000178_warped.csv,2024-11-16 16:24:21+00:00,-398.62541041769975,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000194_warped.csv,2024-11-16 16:24:21+00:00,-398.2889030195995,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000103_warped.csv,2024-11-16 16:24:21+00:00,-398.2777755249518,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000104_warped.csv,2024-11-16 16:24:21+00:00,-398.2777755249518,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000121_warped.csv,2024-11-16 16:24:21+00:00,-398.1989381590555,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000177_warped.csv,2024-11-16 16:24:21+00:00,-398.19876097909247,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000168_warped.csv,2024-11-16 16:24:21+00:00,-398.1967222057531,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000122_warped.csv,2024-11-16 16:24:21+00:00,-397.7080792903022,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000130_warped.csv,2024-11-16 16:24:21+00:00,-397.6119225856794,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000181_warped.csv,2024-11-16 16:24:21+00:00,-397.5865045583495,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000123_warped.csv,2024-11-16 16:24:21+00:00,-397.1845455084249,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000182_warped.csv,2024-11-16 16:24:21+00:00,-396.9181066815829,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000193_warped.csv,2024-11-16 16:24:21+00:00,-396.64227250857743,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000198_warped.csv,2024-11-16 16:24:21+00:00,-396.281918126722,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000167_warped.csv,2024-11-16 16:24:21+00:00,-396.2175140904117,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000158_warped.csv,2024-11-16 16:24:21+00:00,-395.95096204843765,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000152_warped.csv,2024-11-16 16:24:21+00:00,-395.8841454996782,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000192_warped.csv,2024-11-16 16:24:21+00:00,-395.48878077229625,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000199_warped.csv,2024-11-16 16:24:21+00:00,-394.9140362404454,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000157_warped.csv,2024-11-16 16:24:21+00:00,-394.90348025922367,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000153_warped.csv,2024-11-16 16:24:21+00:00,-394.82803589222084,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000190_warped.csv,2024-11-16 16:24:21+00:00,-394.66438307852,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000188_warped.csv,2024-11-16 16:24:21+00:00,-394.24099247160757,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000124_warped.csv,2024-11-16 16:24:21+00:00,-394.0061842459379,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000136_warped.csv,2024-11-16 16:24:21+00:00,-393.6512400474873,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000189_warped.csv,2024-11-16 16:24:21+00:00,-393.53337555411736,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000191_warped.csv,2024-11-16 16:24:21+00:00,-393.3656208887003,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000155_warped.csv,2024-11-16 16:24:21+00:00,-393.22512428180005,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000186_warped.csv,2024-11-16 16:24:21+00:00,-393.1111715969913,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000125_warped.csv,2024-11-16 16:24:21+00:00,-392.64984030228186,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000135_warped.csv,2024-11-16 16:24:21+00:00,-392.3939041492906,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000126_warped.csv,2024-11-16 16:24:21+00:00,-392.2168777904326,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000154_warped.csv,2024-11-16 16:24:21+00:00,-391.36831186316056,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000183_warped.csv,2024-11-16 16:24:21+00:00,-390.88573037903456,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000151_warped.csv,2024-11-16 16:24:21+00:00,-390.57517188226916,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000184_warped.csv,2024-11-16 16:24:21+00:00,-390.2244873806412,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000150_warped.csv,2024-11-16 16:24:21+00:00,-389.92149775580253,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000149_warped.csv,2024-11-16 16:24:21+00:00,-389.74854153608146,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000156_warped.csv,2024-11-16 16:24:21+00:00,-389.45290510228057,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000187_warped.csv,2024-11-16 16:24:21+00:00,-389.0529785949018,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000185_warped.csv,2024-11-16 16:24:21+00:00,-388.96522455114405,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000147_warped.csv,2024-11-16 16:24:21+00:00,-388.52616109680787,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000148_warped.csv,2024-11-16 16:24:21+00:00,-388.51811266660314,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000127_warped.csv,2024-11-16 16:24:21+00:00,-388.5034020826648,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000128_warped.csv,2024-11-16 16:24:21+00:00,-388.46705605624084,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000129_warped.csv,2024-11-16 16:24:21+00:00,-387.27918564622536,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000138_warped.csv,2024-11-16 16:24:21+00:00,-385.669091819994,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000131_warped.csv,2024-11-16 16:24:21+00:00,-385.6634961820213,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000137_warped.csv,2024-11-16 16:24:21+00:00,-385.35117776891195,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000132_warped.csv,2024-11-16 16:24:21+00:00,-385.25249697669943,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000141_warped.csv,2024-11-16 16:24:21+00:00,-385.1484179185158,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000142_warped.csv,2024-11-16 16:24:21+00:00,-384.82421855020544,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000133_warped.csv,2024-11-16 16:24:21+00:00,-384.75296790648486,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000146_warped.csv,2024-11-16 16:24:21+00:00,-384.74578891227327,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000143_warped.csv,2024-11-16 16:24:21+00:00,-384.6547007113608,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000139_warped.csv,2024-11-16 16:24:21+00:00,-384.63444458384896,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000140_warped.csv,2024-11-16 16:24:21+00:00,-384.24638056174274,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000134_warped.csv,2024-11-16 16:24:21+00:00,-384.1651356005782,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000144_warped.csv,2024-11-16 16:24:21+00:00,-383.669385094468,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000145_warped.csv,2024-11-16 16:24:21+00:00,-383.26233937308245,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000160_warped.csv,2024-11-16 16:24:21+00:00,-382.4580345504646,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000162_warped.csv,2024-11-16 16:24:21+00:00,-378.105025768438,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000161_warped.csv,2024-11-16 16:24:21+00:00,-377.9765748225916,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000159_warped.csv,2024-11-16 16:24:21+00:00,-375.3763014884327,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000165_warped.csv,2024-11-16 16:24:21+00:00,-373.9394848628746,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000164_warped.csv,2024-11-16 16:24:21+00:00,-371.7587728434761,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000163_warped.csv,2024-11-16 16:24:21+00:00,-371.3922493176803,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000166_warped.csv,2024-11-16 16:24:21+00:00,-371.1423049867182,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
11\walton_lighthouse-2024-11-16-194611Z_000539_warped.csv,2024-11-16 19:46:11+00:00,-148.06724082857792,1.511808,4.96,2024-11-16 19:48:00+00:00,109.0
11\walton_lighthouse-2024-11-16-194611Z_000540_warped.csv,2024-11-16 19:46:11+00:00,-148.06724082857792,1.511808,4.96,2024-11-16 19:48:00+00:00,109.0
10\walton_lighthouse-2024-11-16-185420Z_000141_warped.csv,2024-11-16 18:54:20+00:00,-145.08382604660738,1.8440400000000001,6.05,2024-11-16 18:54:00+00:00,20.0
8\walton_lighthouse-2024-11-16-162421Z_000576_warped.csv,2024-11-16 16:24:21+00:00,-70.76837181103413,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000587_warped.csv,2024-11-16 16:24:21+00:00,-70.7103803584487,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-162421Z_000578_warped.csv,2024-11-16 16:24:21+00:00,-70.69808353730187,1.911096,6.27,2024-11-16 16:24:00+00:00,21.0
8\walton_lighthouse-2024-11-16-164421Z_000358_warped.csv,2024-11-16 16:44:21+00:00,-70.4416795566889,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000279_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000278_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000439_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000215_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000288_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000282_warped.csv,2024-11-16 16:44:21+00:00,-70.39183148239297,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000361_warped.csv,2024-11-16 16:44:21+00:00,-70.36094243535537,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000362_warped.csv,2024-11-16 16:44:21+00:00,-70.36094243535537,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000287_warped.csv,2024-11-16 16:44:21+00:00,-70.32751653228969,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000284_warped.csv,2024-11-16 16:44:21+00:00,-70.32751653228969,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000285_warped.csv,2024-11-16 16:44:21+00:00,-70.32751653228969,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
8\walton_lighthouse-2024-11-16-164421Z_000280_warped.csv,2024-11-16 16:44:21+00:00,-70.32751653228969,1.9751040000000002,6.48,2024-11-16 16:42:00+00:00,141.0
