feature_id,label,vertex_index,x,y,group_id
1,shoreline,0,612.0,-117.0,
1,shoreline,1,611.0,-118.0,
1,shoreline,2,609.0,-118.0,
1,shoreline,3,608.0,-119.0,
1,shoreline,4,606.0,-119.0,
1,shoreline,5,605.0,-120.0,
1,shoreline,6,604.0,-120.0,
1,shoreline,7,602.0,-122.0,
1,shoreline,8,601.0,-122.0,
1,shoreline,9,599.0,-124.0,
1,shoreline,10,598.0,-124.0,
1,shoreline,11,595.0,-127.0,
1,shoreline,12,594.0,-127.0,
1,shoreline,13,593.0,-128.0,
1,shoreline,14,592.0,-128.0,
1,shoreline,15,586.0,-134.0,
1,shoreline,16,585.0,-134.0,
1,shoreline,17,583.0,-136.0,
1,shoreline,18,582.0,-136.0,
1,shoreline,19,576.0,-142.0,
1,shoreline,20,574.0,-142.0,
1,shoreline,21,573.0,-143.0,
1,shoreline,22,572.0,-143.0,
1,shoreline,23,571.0,-144.0,
1,shoreline,24,570.0,-144.0,
1,shoreline,25,569.0,-145.0,
1,shoreline,26,568.0,-145.0,
1,shoreline,27,566.0,-147.0,
1,shoreline,28,565.0,-147.0,
1,shoreline,29,562.0,-150.0,
1,shoreline,30,562.0,-152.0,
1,shoreline,31,561.0,-153.0,
1,shoreline,32,561.0,-155.0,
1,shoreline,33,560.0,-156.0,
1,shoreline,34,560.0,-157.0,
1,shoreline,35,559.0,-158.0,
1,shoreline,36,559.0,-161.0,
1,shoreline,37,560.0,-162.0,
1,shoreline,38,557.0,-165.0,
1,shoreline,39,556.0,-165.0,
1,shoreline,40,550.0,-171.0,
1,shoreline,41,549.0,-171.0,
1,shoreline,42,546.0,-174.0,
1,shoreline,43,545.0,-174.0,
1,shoreline,44,544.0,-175.0,
1,shoreline,45,543.0,-175.0,
1,shoreline,46,542.0,-176.0,
1,shoreline,47,541.0,-176.0,
1,shoreline,48,540.0,-175.0,
1,shoreline,49,538.0,-175.0,
1,shoreline,50,537.0,-174.0,
1,shoreline,51,536.0,-175.0,
1,shoreline,52,534.0,-175.0,
1,shoreline,53,533.0,-176.0,
1,shoreline,54,532.0,-176.0,
1,shoreline,55,531.0,-177.0,
1,shoreline,56,528.0,-177.0,
1,shoreline,57,527.0,-178.0,
1,shoreline,58,525.0,-178.0,
1,shoreline,59,524.0,-179.0,
1,shoreline,60,521.0,-179.0,
1,shoreline,61,520.0,-178.0,
1,shoreline,62,519.0,-178.0,
1,shoreline,63,518.0,-177.0,
1,shoreline,64,518.0,-176.0,
1,shoreline,65,517.0,-175.0,
1,shoreline,66,515.0,-177.0,
1,shoreline,67,514.0,-177.0,
1,shoreline,68,511.0,-180.0,
1,shoreline,69,510.0,-180.0,
1,shoreline,70,509.0,-181.0,
1,shoreline,71,508.0,-181.0,
1,shoreline,72,507.0,-182.0,
1,shoreline,73,506.0,-182.0,
1,shoreline,74,505.0,-183.0,
1,shoreline,75,497.0,-183.0,
1,shoreline,76,496.0,-184.0,
1,shoreline,77,495.0,-184.0,
1,shoreline,78,494.0,-185.0,
1,shoreline,79,493.0,-185.0,
1,shoreline,80,492.0,-186.0,
1,shoreline,81,491.0,-186.0,
1,shoreline,82,490.0,-187.0,
1,shoreline,83,489.0,-187.0,
1,shoreline,84,486.0,-190.0,
1,shoreline,85,485.0,-190.0,
1,shoreline,86,474.0,-201.0,
1,shoreline,87,474.0,-202.0,
1,shoreline,88,473.0,-203.0,
1,shoreline,89,473.0,-204.0,
1,shoreline,90,472.0,-205.0,
1,shoreline,91,471.0,-205.0,
1,shoreline,92,467.0,-209.0,
1,shoreline,93,466.0,-209.0,
1,shoreline,94,465.0,-210.0,
1,shoreline,95,464.0,-210.0,
1,shoreline,96,463.0,-211.0,
1,shoreline,97,462.0,-211.0,
1,shoreline,98,456.0,-217.0,
1,shoreline,99,456.0,-218.0,
1,shoreline,100,455.0,-219.0,
1,shoreline,101,455.0,-220.0,
1,shoreline,102,454.0,-221.0,
1,shoreline,103,454.0,-222.0,
1,shoreline,104,453.0,-223.0,
1,shoreline,105,453.0,-228.0,
1,shoreline,106,445.0,-236.0,
1,shoreline,107,444.0,-236.0,
1,shoreline,108,436.0,-244.0,
1,shoreline,109,435.0,-244.0,
1,shoreline,110,434.0,-245.0,
1,shoreline,111,433.0,-245.0,
1,shoreline,112,432.0,-246.0,
1,shoreline,113,430.0,-246.0,
1,shoreline,114,429.0,-247.0,
1,shoreline,115,427.0,-247.0,
1,shoreline,116,426.0,-248.0,
1,shoreline,117,424.0,-248.0,
1,shoreline,118,423.0,-249.0,
1,shoreline,119,421.0,-249.0,
1,shoreline,120,419.0,-251.0,
1,shoreline,121,418.0,-251.0,
1,shoreline,122,416.0,-253.0,
1,shoreline,123,415.0,-253.0,
1,shoreline,124,411.0,-257.0,
1,shoreline,125,410.0,-257.0,
1,shoreline,126,408.0,-259.0,
1,shoreline,127,408.0,-264.0,
1,shoreline,128,413.0,-269.0,
1,shoreline,129,414.0,-269.0,
1,shoreline,130,415.0,-270.0,
1,shoreline,131,416.0,-270.0,
1,shoreline,132,418.0,-272.0,
1,shoreline,133,418.0,-274.0,
1,shoreline,134,419.0,-275.0,
1,shoreline,135,419.0,-278.0,
1,shoreline,136,420.0,-279.0,
1,shoreline,137,420.0,-282.0,
1,shoreline,138,421.0,-283.0,
1,shoreline,139,421.0,-285.0,
1,shoreline,140,422.0,-286.0,
1,shoreline,141,422.0,-292.0,
1,shoreline,142,421.0,-293.0,
1,shoreline,143,421.0,-298.0,
1,shoreline,144,425.0,-302.0,
1,shoreline,145,425.0,-309.0,
1,shoreline,146,424.0,-310.0,
1,shoreline,147,424.0,-312.0,
1,shoreline,148,423.0,-313.0,
1,shoreline,149,423.0,-317.0,
1,shoreline,150,418.0,-322.0,
1,shoreline,151,417.0,-322.0,
1,shoreline,152,416.0,-323.0,
1,shoreline,153,415.0,-323.0,
1,shoreline,154,412.0,-326.0,
1,shoreline,155,411.0,-326.0,
1,shoreline,156,408.0,-329.0,
1,shoreline,157,407.0,-329.0,
1,shoreline,158,405.0,-331.0,
1,shoreline,159,404.0,-331.0,
1,shoreline,160,402.0,-333.0,
1,shoreline,161,401.0,-333.0,
1,shoreline,162,398.0,-336.0,
1,shoreline,163,397.0,-336.0,
1,shoreline,164,396.0,-337.0,
1,shoreline,165,395.0,-337.0,
1,shoreline,166,392.0,-340.0,
1,shoreline,167,390.0,-340.0,
1,shoreline,168,386.0,-344.0,
1,shoreline,169,386.0,-345.0,
1,shoreline,170,373.0,-358.0,
1,shoreline,171,373.0,-359.0,
1,shoreline,172,372.0,-360.0,
1,shoreline,173,372.0,-361.0,
1,shoreline,174,370.0,-363.0,
1,shoreline,175,370.0,-364.0,
1,shoreline,176,362.0,-372.0,
1,shoreline,177,361.0,-372.0,
1,shoreline,178,358.0,-375.0,
1,shoreline,179,357.0,-375.0,
1,shoreline,180,356.0,-376.0,
1,shoreline,181,354.0,-376.0,
1,shoreline,182,348.0,-382.0,
1,shoreline,183,347.0,-382.0,
1,shoreline,184,346.0,-383.0,
1,shoreline,185,345.0,-383.0,
1,shoreline,186,342.0,-386.0,
1,shoreline,187,341.0,-386.0,
1,shoreline,188,339.0,-388.0,
1,shoreline,189,338.0,-388.0,
1,shoreline,190,337.0,-389.0,
1,shoreline,191,336.0,-389.0,
1,shoreline,192,335.0,-390.0,
1,shoreline,193,333.0,-390.0,
1,shoreline,194,332.0,-391.0,
1,shoreline,195,330.0,-391.0,
1,shoreline,196,329.0,-392.0,
1,shoreline,197,327.0,-392.0,
1,shoreline,198,325.0,-394.0,
1,shoreline,199,324.0,-394.0,
1,shoreline,200,323.0,-395.0,
1,shoreline,201,322.0,-395.0,
1,shoreline,202,321.0,-396.0,
1,shoreline,203,320.0,-396.0,
1,shoreline,204,319.0,-397.0,
1,shoreline,205,317.0,-397.0,
1,shoreline,206,315.0,-399.0,
1,shoreline,207,314.0,-399.0,
1,shoreline,208,307.0,-406.0,
1,shoreline,209,307.0,-408.0,
1,shoreline,210,306.0,-409.0,
1,shoreline,211,306.0,-410.0,
1,shoreline,212,304.0,-412.0,
1,shoreline,213,304.0,-413.0,
1,shoreline,214,303.0,-414.0,
1,shoreline,215,303.0,-415.0,
1,shoreline,216,302.0,-416.0,
1,shoreline,217,302.0,-419.0,
1,shoreline,218,303.0,-420.0,
1,shoreline,219,303.0,-422.0,
1,shoreline,220,302.0,-423.0,
1,shoreline,221,302.0,-428.0,
1,shoreline,222,303.0,-429.0,
1,shoreline,223,303.0,-432.0,
1,shoreline,224,307.0,-436.0,
1,shoreline,225,307.0,-438.0,
1,shoreline,226,310.0,-441.0,
1,shoreline,227,310.0,-442.0,
1,shoreline,228,312.0,-444.0,
1,shoreline,229,312.0,-445.0,
1,shoreline,230,313.0,-446.0,
1,shoreline,231,313.0,-447.0,
1,shoreline,232,314.0,-448.0,
1,shoreline,233,314.0,-449.0,
1,shoreline,234,317.0,-452.0,
1,shoreline,235,317.0,-456.0,
1,shoreline,236,318.0,-457.0,
1,shoreline,237,318.0,-463.0,
1,shoreline,238,316.0,-465.0,
1,shoreline,239,316.0,-466.0,
1,shoreline,240,312.0,-470.0,
1,shoreline,241,311.0,-470.0,
1,shoreline,242,307.0,-474.0,
1,shoreline,243,306.0,-474.0,
1,shoreline,244,304.0,-476.0,
1,shoreline,245,304.0,-477.0,
1,shoreline,246,302.0,-479.0,
1,shoreline,247,302.0,-480.0,
1,shoreline,248,289.0,-493.0,
1,shoreline,249,289.0,-494.0,
1,shoreline,250,288.0,-495.0,
1,shoreline,251,288.0,-496.0,
1,shoreline,252,287.0,-497.0,
1,shoreline,253,287.0,-501.0,
1,shoreline,254,286.0,-502.0,
1,shoreline,255,286.0,-504.0,
1,shoreline,256,285.0,-505.0,
1,shoreline,257,285.0,-507.0,
1,shoreline,258,286.0,-508.0,
1,shoreline,259,286.0,-509.0,
1,shoreline,260,287.0,-510.0,
1,shoreline,261,287.0,-512.0,
1,shoreline,262,288.0,-513.0,
1,shoreline,263,288.0,-514.0,
1,shoreline,264,289.0,-515.0,
1,shoreline,265,289.0,-517.0,
1,shoreline,266,290.0,-518.0,
1,shoreline,267,290.0,-522.0,
1,shoreline,268,291.0,-523.0,
1,shoreline,269,291.0,-524.0,
1,shoreline,270,292.0,-525.0,
1,shoreline,271,293.0,-525.0,
1,shoreline,272,294.0,-526.0,
1,shoreline,273,294.0,-527.0,
1,shoreline,274,295.0,-528.0,
1,shoreline,275,295.0,-529.0,
1,shoreline,276,296.0,-530.0,
1,shoreline,277,296.0,-531.0,
1,shoreline,278,297.0,-532.0,
1,shoreline,279,297.0,-534.0,
1,shoreline,280,298.0,-535.0,
1,shoreline,281,298.0,-537.0,
1,shoreline,282,301.0,-540.0,
1,shoreline,283,301.0,-541.0,
1,shoreline,284,302.0,-542.0,
1,shoreline,285,302.0,-553.0,
1,shoreline,286,301.0,-554.0,
1,shoreline,287,301.0,-555.0,
