x,median,q1,q3,whisker_low,whisker_high,iqr,std,count
385.2,-340.80000000000075,-508.3000000000011,-290.45,-835.0750000000028,-247.8,217.8500000000011,165.70911639366935,100
385.7046092184369,-344.7046092184369,-453.1065746878374,-290.3238476953908,-697.2806651765073,-247.29539078156313,162.7827269924466,155.53469305419603,100
386.20921843687375,-347.836873747495,-488.59879759519293,-287.0,-790.9969939879823,-247.0,201.59879759519293,155.84955781766993,101
386.71382765531064,-348.27615230460435,-439.91983967936164,-287.0,-669.2995991984042,-246.29258517034043,152.91983967936164,153.93000044780683,101
387.21843687374746,-335.78156312625254,-465.3306613226471,-282.053440213761,-740.2464929859761,-242.0,183.27722110888607,169.1577503565409,101
387.72304609218435,-348.0973947895774,-450.9713426853722,-280.27695390781565,-707.012925851707,-242.0,170.69438877755653,162.94692152776508,101
388.22765531062123,-334.77234468937877,-450.1988592569755,-280.0,-705.4971481424387,-241.69645958583837,170.19885925697548,168.22443423361702,101
388.7322645290581,-340.22885771543093,-468.64128256513186,-280.0,-751.6032064128296,-241.02364729458918,188.64128256513186,159.99344036620178,101
389.236873747495,-334.0,-431.0,-287.763126252505,-645.8553106212426,-240.35083500334,143.236873747495,124.91888307524196,101
389.7414829659319,-332.07615230460965,-431.0,-287.2585170340681,-646.6122244488978,-239.67802271209084,143.74148296593188,136.30928594682172,101
390.2460921843687,-369.0052104208417,-448.9170340681175,-290.7539078156313,-686.1617234468468,-239.00521042084173,158.16312625248622,162.49479659240504,101
390.7507014028056,-357.8260521042139,-457.6260521042084,-287.62444889779954,-712.6284569138217,-238.33239812959255,170.00160320640884,165.87599316419772,101
391.2553106212425,-332.38296593186374,-444.7770541082171,-283.9308617234469,-686.0463426853723,-238.48937875751506,160.84619238477018,170.98715726211046,102
391.75991983967936,-331.3086172344693,-444.6607214428858,-283.30010020040083,-686.7016533066133,-237.4801603206413,161.36062124248497,167.63931467373044,102
392.26452905811624,-331.1583166332666,-446.97895791583466,-279.48547094188376,-698.2191883767609,-237.0,167.4934869739509,148.72815792722636,102
392.7691382765531,-333.7653306613201,-445.9874749498987,-278.9808617234469,-696.4973947895764,-237.0,167.0066132264518,164.95713322760747,102
393.27374749498995,-336.6234468937837,-457.35175350701047,-277.136873747495,-727.6740731462837,-237.0,180.2148797595155,164.98090132292376,102
393.77835671342683,-346.7054108216461,-444.5270541082165,-278.86312625250605,-693.0229458917821,-237.0,165.66392785571043,167.61591846603645,102
394.2829659318637,-315.35851703406814,-447.2925851703407,-275.9670340681363,-704.2809118236473,-236.7170340681363,171.32555110220443,173.0677401164253,102
394.7875751503006,-314.81863727454913,-441.69689378757516,-275.4624248496994,-691.0485971943888,-236.2124248496994,166.23446893787576,176.93874834279367,102
395.2921843687375,-324.35390781563126,-439.7808617234469,-279.2808617234469,-680.5308617234468,-235.70781563126252,160.5,173.09213841286692,102
395.79679358717436,-310.4625250500999,-416.31432865731574,-278.9024048096192,-622.4322144288606,-235.20320641282564,137.41192384769653,161.85724054236243,102
396.3014028056112,-359.3014028056112,-457.97454909818765,-284.18697394789376,-718.6559118236285,-235.0,173.7875751502939,165.28268348754114,103
396.8060120240481,-347.94549098196103,-442.66673346693244,-281.1939879759519,-684.8758517034032,-235.0,161.47274549098051,164.9999799507391,103
397.31062124248496,-360.06813627254513,-508.2064128256461,-278.5,-852.7660320641153,-235.0,229.7064128256461,165.50349479991735,103
397.81523046092184,-358.5543086172345,-492.7178356713425,-278.5,-814.0445891783563,-235.0,214.21783567134253,181.6261653064567,103
398.3198396793587,-348.6400801603218,-496.2082164328649,-281.86032064128256,-817.7300601202385,-235.0,214.34789579158235,188.5898822044318,103
398.8244488977956,-339.696593186369,-443.5,-279.8511022044088,-688.9733466933868,-235.0,163.6488977955912,189.67900756912496,103
399.32905811623243,-368.32905811623243,-517.173346693392,-282.0,-869.9333667334799,-235.0,235.17334669339198,181.4373475002666,103
399.8336673346693,-353.66533066132274,-502.25050100200394,-281.0,-834.1262525050099,-235.0,221.25050100200394,180.21523097420987,103
