location,timestamp,direction_degrees,direction_group,final_plot_group,H,T,sea_state,sea_state_bin,bin_min,bin_max,bin_count,candidate_rank
jennettes_pier,2025-09-04 09:26:00,75.0,south_easterly_onshore,onshore,1.18,11.11,15.469563999999998,8,11.798563000000001,18.006300000000003,922,2
jennettes_pier,2025-02-06 18:56:00,142.0,south_easterly_onshore,onshore,1.67,7.69,21.446641,9,18.0075,32.72651200000001,922,1
jennettes_pier,2025-03-06 19:26:00,134.0,south_easterly_onshore,onshore,1.53,11.11,26.007399,9,18.0075,32.72651200000001,922,2
jennettes_pier,2025-10-30 22:26:00,69.0,south_easterly_onshore,onshore,1.99,11.11,43.996711,10,32.86782399999999,388.89276300000006,922,1
jennettes_pier,2025-12-19 19:56:00,134.0,south_easterly_onshore,onshore,2.67,11.11,79.202079,10,32.86782399999999,388.89276300000006,922,2
seabright,2025-12-30 12:56:00,307.0,offshore,offshore,0.74,8.33,4.561508,1,1.5826999999999998,6.375625,178,1
seabright,2025-08-06 15:26:00,306.0,offshore,offshore,0.97,5.88,5.5324919999999995,1,1.5826999999999998,6.375625,178,2
seabright,2025-08-02 19:26:00,306.0,offshore,offshore,1.0,7.14,7.14,2,6.375625,8.666532,178,1
seabright,2025-08-21 13:56:00,301.0,offshore,offshore,1.06,7.14,8.022504000000001,2,6.375625,8.666532,178,2
seabright,2025-08-18 20:26:00,304.0,offshore,offshore,0.97,9.88,9.296092,3,8.666532,10.320452999999999,177,1
seabright,2025-04-19 13:56:00,300.0,offshore,offshore,1.04,9.09,9.831744,3,8.666532,10.320452999999999,177,2
seabright,2025-09-25 05:26:00,301.0,offshore,offshore,0.99,11.11,10.888910999999998,4,10.320452999999999,12.510693000000002,178,1
seabright,2025-10-11 10:56:00,301.0,offshore,offshore,1.09,9.88,11.738428000000003,4,10.320452999999999,12.510693000000002,178,2
seabright,2025-10-09 03:56:00,301.0,offshore,offshore,1.0,13.33,13.33,5,12.599296,14.911532999999999,177,1
seabright,2025-12-29 14:26:00,303.0,offshore,offshore,1.16,10.53,14.169167999999997,5,12.599296,14.911532999999999,177,2
seabright,2025-05-17 08:26:00,303.0,offshore,offshore,1.38,8.33,15.863651999999997,6,14.947452,18.071828999999997,178,1
seabright,2025-08-15 17:26:00,308.0,offshore,offshore,1.48,7.69,16.844176,6,14.947452,18.071828999999997,178,2
seabright,2025-07-12 06:56:00,300.0,offshore,offshore,1.46,9.09,19.376243999999996,7,18.071828999999997,22.111250000000002,177,1
seabright,2025-12-28 15:56:00,308.0,offshore,offshore,1.44,9.88,20.487168,7,18.071828999999997,22.111250000000002,177,2
seabright,2025-07-03 14:26:00,301.0,offshore,offshore,1.68,8.33,23.510591999999995,8,22.121424,26.891855999999997,178,1
seabright,2025-04-24 04:26:00,303.0,offshore,offshore,1.6,9.88,25.292800000000007,8,22.121424,26.891855999999997,178,2
seabright,2025-04-22 00:26:00,303.0,offshore,offshore,1.66,10.53,29.016467999999996,9,26.891855999999997,34.445,177,1
seabright,2025-05-08 21:26:00,300.0,offshore,offshore,1.58,12.5,31.205000000000005,9,26.891855999999997,34.445,177,2
seabright,2025-03-30 07:56:00,301.0,offshore,offshore,1.82,11.76,38.953824000000004,10,34.445,137.54966399999998,178,1
seabright,2025-12-24 23:56:00,301.0,offshore,offshore,1.92,13.33,49.139711999999996,10,34.445,137.54966399999998,178,2
seabright,2025-07-24 02:56:00,190.0,south_easterly_onshore,onshore,0.57,15.38,4.996962,1,4.996962,4.996962,1,1
seabright,2025-07-26 01:26:00,193.0,south_easterly_onshore,onshore,0.9,14.29,11.5749,2,11.5749,11.5749,1,1
seabright,2025-12-24 10:56:00,171.0,south_easterly_onshore,onshore,2.15,4.17,19.275824999999998,3,19.275824999999998,19.275824999999998,1,1
seabright,2025-11-27 16:26:00,279.0,south_westerly_onshore,onshore,0.67,11.11,4.987279000000001,1,1.86368,6.759324,651,1
seabright,2025-09-09 00:26:00,258.0,south_westerly_onshore,onshore,0.75,10.53,5.923125,1,1.86368,6.759324,651,2
seabright,2025-12-15 15:26:00,277.0,south_westerly_onshore,onshore,0.85,10.53,7.607924999999999,2,6.759324,9.630925,651,1
seabright,2025-05-29 20:56:00,282.0,south_westerly_onshore,onshore,0.9,10.53,8.5293,2,6.759324,9.630925,651,2
seabright,2025-09-17 21:26:00,280.0,south_westerly_onshore,onshore,1.01,10.53,10.741653,3,9.630925,13.066299999999998,651,1
seabright,2025-07-05 10:56:00,235.0,south_westerly_onshore,onshore,0.88,15.38,11.910272,3,9.630925,13.066299999999998,651,2
seabright,2025-06-11 17:26:00,282.0,south_westerly_onshore,onshore,1.14,11.11,14.438555999999998,4,13.066299999999998,17.082736,651,1
seabright,2025-05-26 17:26:00,283.0,south_westerly_onshore,onshore,1.19,11.11,15.732870999999998,4,13.066299999999998,17.082736,651,2
seabright,2025-10-17 23:56:00,276.0,south_westerly_onshore,onshore,1.21,12.5,18.30125,5,17.082736,21.499957,651,1
seabright,2025-12-08 17:26:00,275.0,south_westerly_onshore,onshore,1.26,12.5,19.845000000000002,5,17.082736,21.499957,651,2
seabright,2025-06-11 11:26:00,237.0,south_westerly_onshore,onshore,1.18,16.67,23.211308,6,21.499957,27.011249999999997,651,1
seabright,2025-02-02 10:26:00,284.0,south_westerly_onshore,onshore,1.5,11.11,24.9975,6,21.499957,27.011249999999997,651,2
seabright,2025-04-01 08:26:00,275.0,south_westerly_onshore,onshore,1.8,9.09,29.451600000000003,7,27.011249999999997,36.126549000000004,651,1
seabright,2025-02-06 21:26:00,204.0,south_westerly_onshore,onshore,2.22,6.67,32.872428000000006,7,27.011249999999997,36.126549000000004,651,2
seabright,2025-02-23 15:26:00,277.0,south_westerly_onshore,onshore,1.73,13.33,39.895357000000004,8,36.126549000000004,48.51125,651,1
seabright,2025-03-10 15:56:00,282.0,south_westerly_onshore,onshore,1.75,14.29,43.763124999999995,8,36.126549000000004,48.51125,651,2
seabright,2025-03-31 10:26:00,253.0,south_westerly_onshore,onshore,2.33,9.88,53.63753200000001,9,48.51125,70.5157,651,1
seabright,2025-03-25 17:56:00,280.0,south_westerly_onshore,onshore,1.83,18.18,60.883002000000005,9,48.51125,70.5157,651,2
seabright,2025-03-18 23:56:00,280.0,south_westerly_onshore,onshore,2.72,12.5,92.48000000000002,10,70.5157,454.230828,651,1
seabright,2025-02-15 10:26:00,279.0,south_westerly_onshore,onshore,3.25,13.33,140.798125,10,70.5157,454.230828,651,2
