u,median_observed,median_pointwise,lower_central50,upper_central50,hit_frac
0.0,78.06821272482283,83.67282823833966,63.49234582348799,105.14487455277167,1.0
0.002506265664160401,77.87722943374588,83.38380392513494,63.1767749511589,104.6800680577664,1.0
0.005012531328320802,77.67652511221831,83.0622142517229,62.86120408051471,104.22971283422653,1.0
0.007518796992481203,77.46129208791909,82.72219767358007,62.54563321160073,103.77935761559256,1.0
0.010025062656641603,77.24605906123054,82.41725399734854,62.23006234000786,103.32900239107241,1.0
0.012531328320802004,77.03082603161367,82.10785867270565,61.909538015507756,102.87864715755111,1.0
0.015037593984962405,76.81559300740828,81.76648182818994,61.57595328763773,102.42829193753919,1.0
0.017543859649122806,76.60035998275328,81.46337544992296,61.24236855959708,101.97793671869272,1.0
0.020050125313283207,76.33791421288122,81.14991456164176,60.90878382925211,101.51571752253932,1.0
0.022556390977443608,76.07012353364114,80.89755567593849,60.57519909619965,101.05301471877311,1.0
0.02506265664160401,75.80233285663262,80.61097136613068,60.27912954207123,100.59031191841166,1.0
0.02756892230576441,75.53454218417482,80.34669111129524,60.102999204845915,100.14334899161881,1.0
0.03007518796992481,75.27153196920293,79.99575807261627,59.92686886516251,99.69929564379099,1.0
0.03258145363408521,75.01270222518849,79.60229096923291,59.75073852455436,99.31794268569374,1.0
0.03508771929824561,74.75387248420662,79.26902348059207,59.574608185791625,98.93953715573848,1.0
0.03759398496240601,74.49504274353872,78.91702554111279,59.4022070613033,98.56113162685617,1.0
0.040100250626566414,74.23621300333359,78.49717586205387,59.23699241885333,98.18272609886732,1.0
0.042606516290726815,73.90322238881535,78.17276476523352,59.071777774099694,97.80432056339716,1.0
0.045112781954887216,73.5695205023208,77.80851078949715,58.90656313184499,97.425915033622,1.0
0.047619047619047616,73.23581861767114,77.4271079628049,58.741348489488765,97.0475095072383,1.0
0.05012531328320802,72.90211672843068,77.11918445879118,58.57143685744353,96.68098098432755,1.0
0.05263157894736842,72.66268042344461,76.75738010034596,58.35506160834894,96.45382561130833,1.0
0.05513784461152882,72.4680062052544,76.39014915985811,58.138686360469514,95.98263993030011,1.0
0.05764411027568922,72.27333198822751,76.02450132252679,57.922311113541014,95.57706093254781,1.0
0.06015037593984962,72.07865776911319,75.65176226866254,57.71250598060665,95.21846139109992,1.0
0.06265664160401002,71.8839835475984,75.29515072161978,57.67232761190296,94.99949007256427,1.0
0.06516290726817042,71.60509838688688,74.89829993709414,57.63214924472384,94.79650948383804,1.0
0.06766917293233082,71.29089536358752,74.62222627001609,57.23724122921982,94.54200887138582,1.0
0.07017543859649122,70.97669233776121,74.34821268984975,56.723039226521514,94.2460724635482,1.0
0.07268170426065163,70.66248930896381,73.98310814420984,56.27176222073699,93.9501360520335,1.0
0.07518796992481203,70.42387137171731,73.73237551134855,56.03422856111914,93.6756779898266,1.0
0.07769423558897243,70.23870266682026,73.49102010072006,55.79669490416816,93.40624980949954,1.0
0.08020050125313283,70.05353395740144,73.09297563161758,55.5591612426637,93.13682162083916,1.0
0.08270676691729323,69.8683652508616,72.70892807543467,55.321627584026956,92.81152523461196,1.0
0.08521303258145363,69.6831965446295,72.36498813667383,55.13644518692057,92.47472332755152,1.0
0.08771929824561403,69.42950201926931,71.9756814450271,55.040704010620175,92.18962240538804,1.0
0.09022556390977443,69.15735290724308,71.64673107336569,54.94496283444963,92.0601343853833,1.0
0.09273182957393483,68.88520379679875,71.39469310901505,54.849221658999426,91.92807454810573,1.0
0.09523809523809523,68.61305468800045,71.1382324168602,54.75348048373337,91.73889089350521,1.0
0.09774436090225563,68.50148121589045,70.81600729554683,54.83279161506135,91.16798020257635,1.0
0.10025062656641603,68.40054436905825,70.59925130838884,54.98400505670681,90.70016118998343,1.0
0.10275689223057644,68.29960752500064,70.33320432608082,55.13521849697763,90.43004766025648,1.0
0.10526315789473684,68.19867067993438,69.9283909794868,55.18002718846712,90.15993413050738,1.0
0.10776942355889724,68.01167800322607,69.53868010701996,55.20225258120784,89.87506880534534,1.0
0.11027568922305764,67.7681272727619,69.21672342172954,55.224477973544026,89.58651716560594,1.0
0.11278195488721804,67.52457654435563,68.96954238851805,55.246703367264324,89.34082122140876,1.0
0.11528822055137844,67.28102581946295,68.83080238166126,55.18891400424785,89.1188305016946,1.0
0.11779448621553884,67.14440522084082,68.6858389023823,55.09728106452788,88.90547934401262,1.0
0.12030075187969924,67.01178237803003,68.46761347884068,55.00564812463675,88.69335579884942,1.0
0.12280701754385964,66.87915953681487,68.27216150490565,54.941629061039336,88.34521682199157,1.0
0.12531328320802004,66.74653669553562,67.97256295684623,54.923441501255546,87.92609219400279,1.0
0.12781954887218044,66.56691120947673,67.64389682673007,54.905253941496106,87.68228700538772,1.0
0.13032581453634084,66.36093568507322,67.30490609270055,54.88706638102264,87.54089330914013,1.0
0.13283208020050125,66.15496016361885,66.98400861797003,54.85277644830391,87.27776398392642,1.0
0.13533834586466165,65.98033450409312,66.81906876189623,54.772272966820566,86.84211913337809,1.0
0.13784461152882205,65.9149805738088,66.66802827738312,54.69176948492878,86.33486208421805,1.0
0.14035087719298245,65.84962664363023,66.47773542804666,54.616537149759054,85.84883473431282,1.0
0.14285714285714285,65.78427271409184,66.29580212199755,54.623122204374624,85.423621081368,1.0
0.14536340852130325,65.69305431583214,66.03309674825769,54.62970725859557,84.99840743205299,1.0
0.14786967418546365,65.52670829339135,65.70525347869,54.63629231231992,84.61451904848283,1.0
0.15037593984962405,65.36036226919067,65.44387756066389,54.63024419825846,84.30309468688831,1.0
0.15288220551378445,65.20068810973338,65.12183469366789,54.54993278321912,83.99167033334118,1.0
0.15538847117794485,65.15973676624387,64.94165819691091,54.469621367031614,83.63081350460712,1.0
0.15789473684210525,65.11878542259424,64.78181831475803,54.39261743786104,82.92659431099487,1.0
0.16040100250626566,65.0778340796744,64.63447880998876,54.3851903652377,82.22237512574253,1.0
0.16290726817042606,65.00247082887097,64.50746229494266,54.377763292268796,81.45380779325465,1.0
0.16541353383458646,64.83828600649089,64.25123104979872,54.37033621930974,80.67647739427264,1.0
0.16791979949874686,64.67410118163727,63.97355197852562,54.352356475592785,80.07768785159978,1.0
0.17042606516290726,64.52972663832686,63.725017858559674,54.29478554160584,79.87294916823481,1.0
0.17293233082706766,64.48031501788677,63.46420927829112,54.23721460662202,79.70091386253947,1.0
0.17543859649122806,64.4309033973082,63.29721357083728,54.20306659814129,79.528878554519,1.0
0.17794486215538846,64.38149177680769,63.24401498098511,54.23572689448908,79.35684324683639,1.0
0.18045112781954886,64.27593038329849,63.062173036218546,54.18786175673815,79.10834294784091,1.0
0.18295739348370926,64.1105394465453,62.80300149609995,54.118969893884916,78.8528384702648,1.0
0.18546365914786966,63.945148508104886,62.56907266057542,54.0075011287616,78.59733398990734,1.0
0.18796992481203006,63.817425294292185,62.31626048868003,53.848146670081746,78.46661336711543,1.0
0.19047619047619047,63.73431973491494,62.061991624024024,53.68879221463997,78.35942996882434,1.0
0.19298245614035087,63.65121417443678,61.931323591778295,53.57557012196167,78.25224656960351,1.0
0.19548872180451127,63.568108613763954,61.72943204679634,53.52345791317938,78.09505303938494,1.0
0.19799498746867167,63.377881615608956,61.57437979097083,53.41401548874666,77.84074679405657,1.0
0.20050125313283207,63.154178165515475,61.3994739643079,53.30457306594402,77.58644055094074,1.0
0.20300751879699247,62.93047471831273,61.082152575285875,53.14940368728539,77.38023865406103,1.0
0.20551378446115287,62.77030063981333,60.738421702956884,52.94363987577103,77.26480503606473,1.0
0.20802005012531327,62.64531900906841,60.4522912031812,52.73787606326384,77.14937141739959,1.0
0.21052631578947367,62.52033737978051,60.246666544193346,52.58079301460202,77.03393780031327,1.0
0.21303258145363407,62.39535575038484,60.1013468646414,52.54465470576678,76.79048813453174,1.0
0.21553884711779447,62.16469369007861,59.953508670728965,52.50851639697774,76.53510064016736,1.0
0.21804511278195488,61.92403226347882,59.89035286373149,52.47237808731471,76.27971314166594,1.0
0.22055137844611528,61.68337083995422,59.573014223298216,52.3285795872597,76.1245883101468,1.0
0.22305764411027568,61.541427029149546,59.339679398891455,52.13666114582469,75.97047684029714,1.0
0.22556390977443608,61.42071497423469,59.0578396040694,51.94474270277444,75.81636536853354,1.0
0.22807017543859648,61.300002919502745,58.92946330319609,51.80943944663321,75.60909438985891,1.0
0.23057644110275688,61.15408937963756,58.79570765279197,51.70743998366557,75.35173015984576,1.0
0.23308270676691728,60.91133241991339,58.68010034428292,51.60544052087799,75.09436593157496,1.0
0.23558897243107768,60.66857545624462,58.52628298987477,51.503441056356486,74.83970147323991,1.0
0.23809523809523808,60.44421158391778,58.331175404063444,51.3046345006901,74.60343908272587,1.0
0.24060150375939848,60.299982313394466,58.11503268215757,51.097899221996485,74.36717669604609,1.0
0.24310776942355888,60.15575304075676,57.88034482023907,50.89116394087554,74.13091430558582,1.0
0.24561403508771928,60.011523767454,57.77863283042761,50.80503340436002,73.75171826712281,1.0
0.24812030075187969,59.81512428395687,57.686428014102034,50.73262846516096,73.26433437085448,1.0
0.2506265664160401,59.581226739733786,57.54267320507083,50.660223525977564,72.7769504780663,1.0
0.2531328320802005,59.34732919347439,57.41320958802899,50.551296457416726,72.38402018449334,1.0
0.2556390977443609,59.21496527089266,57.189360547479026,50.314161479147884,72.02975688248131,1.0
0.2581453634085213,59.13452560851661,57.02252633349574,50.055702233012376,71.67549358832702,1.0
0.2606516290726817,59.05408594501101,56.89181783823897,49.84638791771447,71.32339739307339,1.0
0.2631578947368421,58.92742351707621,56.83427831143556,49.731428097996165,70.97216486488438,1.0
0.2656641604010025,58.71562673847291,56.788165148448456,49.61646827714935,70.69346029122843,1.0
0.2681704260651629,58.50382996174942,56.704576780192,49.501508457921474,70.49677019052922,1.0
0.2706766917293233,58.37927997386165,56.5311805427003,49.299889366000244,70.16482072062722,1.0
0.2731829573934837,58.3202967738413,56.41806965175733,49.07550009860645,69.73002263981677,1.0
0.2756892230576441,58.26131357387767,56.37093969100104,48.85111083018882,69.54453551535558,1.0
0.2781954887218045,58.14855026943434,56.32848350630972,48.757214567830125,69.22641328045356,1.0
0.2807017543859649,57.95924829859568,56.2815734361369,48.6836910426634,68.93887864125358,1.0
0.2832080200501253,57.76994632802062,56.19857278595599,48.61016751758345,68.79238570165624,1.0
0.2857142857142857,57.66918260049771,56.019295674703486,48.47774346075559,68.46994551517321,1.0
0.2882205513784461,57.596065006405276,55.83383883185829,48.293788839401685,67.98895227495596,1.0
0.2907268170426065,57.52294741146161,55.77656415690929,48.10191783325021,67.59891446876708,1.0
0.2932330827067669,57.352441969521145,55.71632066432252,48.034318803049146,67.24425682723147,1.0
0.2957393483709273,57.12746898581127,55.6411402679569,48.00335849461431,66.78154806747767,1.0
0.2982456140350877,56.902496003337134,55.44992067997872,47.969832833128386,66.38757405358132,1.0
0.3007518796992481,56.78146098069293,55.253329835694444,47.85030683716289,66.14469021673092,1.0
0.3032581453634085,56.66532967375505,55.1009400019623,47.68445292665854,65.9040121071521,1.0
0.3057644110275689,56.54919836595124,55.00166890599242,47.522623371983315,65.66687677728028,1.0
0.3082706766917293,56.30266734392826,54.88551006870503,47.50220946237048,65.17733370355491,1.0
0.3107769423558897,56.020567507686174,54.76215338139454,47.47621112982791,64.52380133798432,1.0
0.3132832080200501,55.73846766782693,54.58656688438995,47.44833173197824,63.854529624265375,1.0
0.3157894736842105,55.570772737618825,54.42540081132071,47.33329456335277,63.349033723005505,1.0
0.3182957393483709,55.403900339158824,54.3177799284656,47.207861253167096,62.99606576526332,1.0
0.3208020050125313,55.23702794092124,54.2006855586619,47.08447899614021,62.68547117716316,1.0
0.3233082706766917,54.98535605458232,54.05926413701454,47.02901558427779,62.35917631517493,1.0
0.3258145363408521,54.704810706117776,53.94345740848787,46.97355217411918,62.12691558449676,1.0
0.3283208020050125,54.426801579733755,53.83400257895185,46.85340044050681,62.02476341624244,1.0
0.3308270676691729,54.261672365461095,53.67110816268415,46.67008911660444,61.89372151411718,1.0
0.3333333333333333,54.09654315141067,53.57712719955066,46.486777792915184,61.6955886879746,1.0
0.3358395989974937,53.9314139383372,53.48059944465801,46.43732167601573,61.4974558630073,1.0
0.3383458646616541,53.69407703201467,53.328115289765734,46.39211942974417,61.4114411960619,1.0
0.3408521303258145,53.44441628350673,53.12445249945249,46.34138557983753,61.3310797813974,1.0
0.3433583959899749,53.24244417829816,52.949741824635545,46.175746950387165,61.25015772227822,1.0
0.3458646616541353,53.16195480963884,52.85612819474563,46.01010832392385,61.22845841296439,1.0
0.3483709273182957,53.08146543982646,52.794891248906694,45.92555362613994,61.206759102306464,1.0
