x,median,q1,q3,whisker_low,whisker_high,iqr,std,count
251.60000000000005,-405.99999999999994,-557.0499999999996,-355.82,-858.8949999999991,-298.4,201.22999999999962,154.7150784406543,256
252.32424849699404,-403.51362725450895,-556.25,-354.6757515030059,-858.611372745491,-297.6757515030059,201.57424849699407,160.50512808678104,256
253.04849699398804,-400.427254509018,-534.420420841684,-353.987875751503,-805.0692384769554,-297.0,180.43254509018095,161.4089707568501,256
253.772745490982,-400.89769539078145,-556.4204408817634,-354.0,-860.0511022044085,-297.0,202.4204408817634,164.71744844044045,256
254.496993987976,-399.503006012024,-545.503006012024,-351.8036072144288,-836.0521042084168,-296.503006012024,193.69939879759522,156.13093496756895,257
255.22124248497,-398.3628256513025,-524.4181362725451,-352.0840681362725,-782.919238476954,-296.0,172.3340681362726,157.4848666739509,258
255.94549098196399,-394.054509018036,-516.63627254509,-351.540881763527,-764.2793587174345,-296.0,165.09539078156303,155.37860982548082,258
256.669739478958,-395.665130260521,-526.1275350701443,-351.23688806183793,-788.4635055826038,-295.330260521042,174.89064700830636,152.16807993902714,258
257.393987975952,-392.32317969271867,-528.0854375417496,-348.856012024048,-796.9295758183018,-295.0,179.22942551770154,155.51892188433084,258
258.11823647294597,-390.85220440881756,-523.6022044088176,-349.0791583166332,-785.3867735470941,-295.0,174.52304609218436,159.40282198620042,258
258.8424849699399,-391.1575150300601,-519.153907815631,-348.2514457486401,-775.5076009161173,-295.0,170.9024620669909,160.7019912784549,258
259.5667334669339,-393.4332665330661,-530.0054776219105,-347.54158316633266,-803.7013193052771,-295.0,182.46389445557782,160.50721481136134,258
260.2909819639279,-394.06352705410814,-514.0539078156397,-347.0,-764.6347695390994,-295.0,167.05390781563972,157.97264794752405,258
261.0152304609219,-388.4771543086172,-502.0,-346.40667488823794,-735.389987667643,-295.0,155.59332511176206,154.9057650199205,259
261.7394789579159,-387.3907815631262,-502.7595190380789,-345.3907815631262,-738.812625250508,-295.0,157.3687374749527,153.03008810037957,259
262.4637274549099,-388.68136272545064,-525.3250501002017,-345.0786187760135,-795.694697086484,-294.5362725450901,180.24643132418817,155.14750377064595,259
263.18797595190387,-388.81202404809613,-503.08642284569095,-345.0,-740.2160571142274,-294.0,158.08642284569095,154.18966449749524,259
263.91222444889786,-387.78370073480284,-499.76907147628583,-345.0,-731.9226786907145,-294.0,154.76907147628583,156.72881305306544,259
264.63647294589185,-386.36352705410815,-502.4544088176352,-344.18176352705404,-739.863376753507,-293.36352705410815,158.27264529058118,150.6943162686989,259
265.36072144288585,-384.0,-499.0490981963927,-344.0,-731.6227454909817,-293.0,155.04909819639272,146.03320876062116,259
266.0849699398798,-383.2031563126252,-498.0351202404885,-343.97875751503005,-729.1196643286761,-292.9150300601202,154.05636272545843,151.27527194360894,260
266.8092184368738,-384.02893787575147,-516.7990480961928,-343.6200400801602,-776.5675601202416,-292.1907815631262,173.17900801603258,158.69774567454493,260
267.53346693386777,-389.2332665330661,-511.13369238477634,-343.0,-763.3342309619409,-291.46653306613223,168.13369238477634,153.11773004897563,260
268.25771543086177,-386.1165130260521,-502.2989979959919,-342.74228456913823,-741.6340681362724,-291.0,159.55671342685366,154.3846566906507,260
268.98196392785576,-380.883767535056,-496.00450901803606,-342.01803607214424,-726.9842184368738,-291.0,153.98647294589182,166.0761932760522,260
269.70621242484975,-381.4056513026052,-511.75541082164887,-341.29378757515025,-767.4478456913968,-290.29378757515025,170.46162324649862,153.561077451816,260
270.43046092184375,-383.10601202404695,-539.761923847688,-341.0,-837.9048096192199,-289.56953907815625,198.76192384768797,159.37547085090486,261
271.15470941883774,-381.84529058116226,-523.6905811623245,-340.84529058116226,-797.9585170340679,-289.0,182.84529058116226,156.78563442288856,261
271.87895791583173,-380.87895791583173,-501.89018036072616,-340.12104208416827,-744.543887775563,-289.0,161.7691382765579,158.82982646623105,261
272.6032064128257,-379.3967935871743,-525.9679358717237,-340.0,-804.9198396793093,-288.3967935871743,185.96793587172374,158.9222955420468,263
273.32745490981966,-377.67254509018034,-531.3715430861721,-339.29534068136275,-819.4858466933861,-287.67254509018034,192.07620240480935,162.00925695978975,263
274.05170340681366,-376.94829659318634,-527.0198597194388,-338.9353707414829,-809.1465931863727,-286.94829659318634,188.0844889779559,168.88568298282118,263
274.77595190380765,-376.22404809619235,-508.88496993988207,-338.0300601202405,-765.1673346693444,-286.22404809619235,170.8549098196416,158.97723016009792,263
275.50020040080165,-374.0,-495.2501002004008,-337.5,-731.875250501002,-286.0,157.75010020040082,159.37241317362776,263
276.22444889779564,-373.77555110220436,-506.0671342685361,-337.05310621242484,-759.588176352703,-285.77555110220436,169.01402805611127,159.9244403485201,263
276.94869739478963,-372.05130260521037,-496.33011022044093,-336.2564328657314,-736.4406262525051,-285.05130260521037,160.0736773547095,163.65429172939113,263
277.6729458917836,-372.3270541082164,-501.67765531062133,-335.89811623246493,-750.346963927856,-285.0,165.7795390781564,159.90396467378403,264
278.3971943887776,-371.9298597194405,-501.0,-335.4704074816298,-749.2943887775552,-285.0,165.52959251837018,162.62851331087413,265
279.1214428857716,-368.8785571142284,-507.51422845691354,-334.8785571142284,-766.4677354709413,-285.0,172.63567134268516,160.49424267376708,265
279.8456913827656,-368.1543086172344,-503.1543086172344,-334.1543086172344,-756.6543086172344,-285.0,169.0,166.3214412712799,265
280.56993987975954,-367.0,-509.0,-333.43006012024046,-772.3549098196393,-285.0,175.56993987975954,160.64311350647657,265
281.29418837675354,-367.2360721442889,-501.1174348697394,-333.0,-753.2935871743484,-285.0,168.11743486973938,162.21179103348652,265
282.01843687374753,-363.0,-489.98156312625247,-332.98156312625247,-725.4815631262525,-284.98156312625247,157.0,156.48410635248504,265
282.7426853707415,-364.2573146292585,-488.51462925851695,-332.2573146292585,-722.9006012024047,-284.2573146292585,156.25731462925847,153.61344389254293,265
283.4669338677355,-361.0,-486.58316633266224,-331.06613226452896,-719.8587174348622,-284.0,155.51703406813328,153.72020353336464,265
284.1911823647295,-361.4044088176353,-487.0588176352705,-330.8762191048763,-721.3327154308618,-284.0,156.18259853039416,162.1014930974513,266
284.9154308617235,-361.04228456913825,-486.3345691382765,-330.0916165664662,-720.6989979959919,-284.0,156.2429525718103,158.99729609142648,266
285.6396793587175,-361.3603206412825,-488.55210420840604,-329.6005344021375,-726.9794589178089,-284.0,158.95156980626854,157.01127585734108,267
