final_plot_group,variance_window_position,variance_target_coordinate,plot_path,n,excluded_n,pearson_r,spearman_r,slope,intercept,r_squared
onshore,coordinate,681.0,C:\Users\monaz\Documents\GitHub\sam2_realtime\save_predict\shoreline_jsons\final_correlation_outputs\seabright_x681_updated_baseline_quality_filtered_rerun\onshore_sea_state_vs_shoreline_variance.png,18.0,1.0,0.25422472095676807,0.3500258597586871,14.807184371985153,1011.1529888233993,0.06463020874554626
offshore,coordinate,681.0,C:\Users\monaz\Documents\GitHub\sam2_realtime\save_predict\shoreline_jsons\final_correlation_outputs\seabright_x681_updated_baseline_quality_filtered_rerun\offshore_sea_state_vs_shoreline_variance.png,13.0,0.0,0.6737266605794888,0.40659340659340654,44.03037062515163,100.41893580690042,0.4539076131755897
