feature_id,label,vertex_index,x,y,group_id
1,shoreline,0,164.0,-428.0,
1,shoreline,1,163.0,-429.0,
1,shoreline,2,101.0,-429.0,
1,shoreline,3,100.0,-430.0,
1,shoreline,4,89.0,-430.0,
1,shoreline,5,88.0,-429.0,
1,shoreline,6,86.0,-429.0,
1,shoreline,7,85.0,-430.0,
1,shoreline,8,39.0,-430.0,
1,shoreline,9,38.0,-431.0,
1,shoreline,10,19.0,-431.0,
1,shoreline,11,18.0,-432.0,
1,shoreline,12,8.0,-432.0,
1,shoreline,13,7.0,-433.0,
1,shoreline,14,1229.0,-591.0,
1,shoreline,15,1227.0,-591.0,
1,shoreline,16,1226.0,-590.0,
1,shoreline,17,1224.0,-590.0,
1,shoreline,18,1223.0,-589.0,
1,shoreline,19,1218.0,-589.0,
1,shoreline,20,1217.0,-588.0,
1,shoreline,21,1216.0,-588.0,
1,shoreline,22,1215.0,-587.0,
1,shoreline,23,1212.0,-587.0,
1,shoreline,24,1210.0,-585.0,
1,shoreline,25,1209.0,-585.0,
1,shoreline,26,1208.0,-584.0,
1,shoreline,27,1206.0,-584.0,
1,shoreline,28,1204.0,-582.0,
1,shoreline,29,1203.0,-582.0,
1,shoreline,30,1202.0,-581.0,
1,shoreline,31,1196.0,-581.0,
1,shoreline,32,1195.0,-580.0,
1,shoreline,33,1191.0,-580.0,
1,shoreline,34,1189.0,-578.0,
1,shoreline,35,1188.0,-578.0,
1,shoreline,36,1187.0,-577.0,
1,shoreline,37,1185.0,-577.0,
1,shoreline,38,1184.0,-576.0,
1,shoreline,39,1183.0,-576.0,
1,shoreline,40,1182.0,-575.0,
1,shoreline,41,1181.0,-576.0,
1,shoreline,42,1178.0,-576.0,
1,shoreline,43,1177.0,-577.0,
1,shoreline,44,1176.0,-576.0,
1,shoreline,45,1175.0,-576.0,
1,shoreline,46,1174.0,-575.0,
1,shoreline,47,1172.0,-575.0,
1,shoreline,48,1171.0,-574.0,
1,shoreline,49,1168.0,-574.0,
1,shoreline,50,1167.0,-573.0,
1,shoreline,51,1163.0,-573.0,
1,shoreline,52,1162.0,-572.0,
1,shoreline,53,1151.0,-572.0,
1,shoreline,54,1150.0,-571.0,
1,shoreline,55,1147.0,-571.0,
1,shoreline,56,1146.0,-570.0,
1,shoreline,57,1143.0,-570.0,
1,shoreline,58,1142.0,-569.0,
1,shoreline,59,1140.0,-569.0,
1,shoreline,60,1139.0,-570.0,
1,shoreline,61,1137.0,-570.0,
1,shoreline,62,1136.0,-569.0,
1,shoreline,63,1134.0,-569.0,
1,shoreline,64,1133.0,-568.0,
1,shoreline,65,1127.0,-568.0,
1,shoreline,66,1126.0,-567.0,
1,shoreline,67,1120.0,-567.0,
1,shoreline,68,1119.0,-568.0,
1,shoreline,69,1118.0,-568.0,
1,shoreline,70,1117.0,-569.0,
1,shoreline,71,1116.0,-568.0,
1,shoreline,72,1115.0,-568.0,
1,shoreline,73,1114.0,-567.0,
1,shoreline,74,1111.0,-567.0,
1,shoreline,75,1110.0,-566.0,
1,shoreline,76,1108.0,-566.0,
1,shoreline,77,1107.0,-565.0,
1,shoreline,78,1102.0,-565.0,
1,shoreline,79,1101.0,-564.0,
1,shoreline,80,1099.0,-564.0,
1,shoreline,81,1098.0,-563.0,
1,shoreline,82,1092.0,-563.0,
1,shoreline,83,1091.0,-562.0,
1,shoreline,84,1090.0,-562.0,
1,shoreline,85,1089.0,-561.0,
1,shoreline,86,1087.0,-561.0,
