feature_id,label,vertex_index,x,y,group_id,X_warped,Y_warped
1,shoreline,121,1025.0,-543.0,,-13581579.292992102,4433960.658596758
1,shoreline,122,1022.0,-543.0,,-13581579.605336716,4433959.538539921
1,shoreline,123,1021.0,-542.0,,-13581581.435581347,4433960.327211295
1,shoreline,124,1019.0,-542.0,,-13581581.648313055,4433959.5855325265
1,shoreline,125,1018.0,-541.0,,-13581583.485471478,4433960.379708744
1,shoreline,126,1015.0,-541.0,,-13581583.811708631,4433959.274928927
1,shoreline,127,1014.0,-540.0,,-13581585.656917457,4433960.075795092
1,shoreline,128,1012.0,-540.0,,-13581585.879418088,4433959.344559452
1,shoreline,129,1011.0,-539.0,,-13581587.731939381,4433960.151082776
1,shoreline,130,1009.0,-539.0,,-13581587.9590506,4433959.424628519
1,shoreline,131,1008.0,-538.0,,-13581589.819064094,4433960.2368739005
1,shoreline,132,1006.0,-538.0,,-13581590.050989993,4433959.515297649
1,shoreline,133,1005.0,-537.0,,-13581591.918677531,4433960.333329318
1,shoreline,134,1004.0,-537.0,,-13581592.036793916,4433959.9746984
1,shoreline,135,1003.0,-536.0,,-13581593.911187673,4433960.797381014
1,shoreline,136,1000.0,-536.0,,-13581594.273347884,4433959.729074577
1,shoreline,137,998.0,-534.0,,-13581598.046271805,4433961.392167963
1,shoreline,138,995.0,-534.0,,-13581598.422617737,4433960.337358804
1,shoreline,139,994.0,-533.0,,-13581600.321562529,4433961.1779075395
1,shoreline,140,992.0,-533.0,,-13581600.579060864,4433960.480715496
1,shoreline,141,991.0,-532.0,,-13581602.486571247,4433961.327342761
1,shoreline,142,990.0,-532.0,,-13581602.617911775,4433960.981091019
1,shoreline,143,989.0,-531.0,,-13581604.532791937,4433961.832567728
1,shoreline,144,988.0,-531.0,,-13581604.666373,4433961.488328133
1,shoreline,145,987.0,-530.0,,-13581606.588729456,4433962.344682204
1,shoreline,146,985.0,-530.0,,-13581606.861385645,4433961.66101295
1,shoreline,147,984.0,-529.0,,-13581608.792794181,4433962.52358819
1,shoreline,148,982.0,-529.0,,-13581609.072031809,4433961.845544462
1,shoreline,149,981.0,-528.0,,-13581611.012693781,4433962.714400027
1,shoreline,150,978.0,-528.0,,-13581611.443197597,4433961.707052944
1,shoreline,151,977.0,-527.0,,-13581613.394907683,4433962.583605534
1,shoreline,152,975.0,-527.0,,-13581613.689960359,4433961.918626468
1,shoreline,153,974.0,-526.0,,-13581615.651390132,4433962.801594068
1,shoreline,154,973.0,-526.0,,-13581615.802069314,4433962.47165928
1,shoreline,155,972.0,-525.0,,-13581617.771727541,4433963.359705394
1,shoreline,156,971.0,-525.0,,-13581617.925128294,4433963.031956034
1,shoreline,157,970.0,-524.0,,-13581619.90312994,4433963.925107394
1,shoreline,158,968.0,-524.0,,-13581620.216567634,4433963.274828163
1,shoreline,159,967.0,-523.0,,-13581622.204814877,4433964.1745304335
1,shoreline,160,966.0,-523.0,,-13581622.364939228,4433963.852028642
1,shoreline,161,965.0,-522.0,,-13581624.361806313,4433964.75690194
1,shoreline,162,964.0,-522.0,,-13581624.524869375,4433964.436654262
1,shoreline,163,963.0,-521.0,,-13581626.530475527,4433965.346725153
1,shoreline,164,957.0,-521.0,,-13581627.544129075,4433963.451414823
1,shoreline,165,956.0,-520.0,,-13581629.568407213,4433964.374061209
1,shoreline,166,952.0,-520.0,,-13581630.275725162,4433963.133321
1,shoreline,167,951.0,-519.0,,-13581632.315418273,4433964.065779071
1,shoreline,168,950.0,-519.0,,-13581632.497377861,4433963.759235752
1,shoreline,169,949.0,-518.0,,-13581634.546539769,4433964.697067121
1,shoreline,170,948.0,-518.0,,-13581634.731886784,4433964.392904543
1,shoreline,171,947.0,-517.0,,-13581636.790646655,4433965.336135595
1,shoreline,172,945.0,-517.0,,-13581637.169536948,4433964.733476919
1,shoreline,173,944.0,-516.0,,-13581639.240266355,4433965.683677377
1,shoreline,174,935.0,-516.0,,-13581641.030662881,4433963.029011895
1,shoreline,175,934.0,-515.0,,-13581643.130180039,4433963.997239699
1,shoreline,176,933.0,-515.0,,-13581643.338243334,4433963.708255426
1,shoreline,177,932.0,-514.0,,-13581645.448191421,4433964.682061274
1,shoreline,178,929.0,-514.0,,-13581646.088115564,4433963.825187206
1,shoreline,179,928.0,-513.0,,-13581648.213706367,4433964.807809763
1,shoreline,180,925.0,-513.0,,-13581648.873943739,4433963.963706809
1,shoreline,181,924.0,-512.0,,-13581651.015578143,4433964.955220842
1,shoreline,182,921.0,-512.0,,-13581651.69658305,4433964.123911676
1,shoreline,183,920.0,-511.0,,-13581653.85466421,4433965.124387739
1,shoreline,184,918.0,-511.0,,-13581654.321335113,4433964.577835668
1,shoreline,185,917.0,-510.0,,-13581656.493486336,4433965.585694775
1,shoreline,186,915.0,-510.0,,-13581656.971578954,4433965.045920244
1,shoreline,187,913.0,-508.0,,-13581661.353370903,4433967.080636244
1,shoreline,188,911.0,-508.0,,-13581661.848846978,4433966.550954708
1,shoreline,189,910.0,-507.0,,-13581664.058891336,4433967.577877478
1,shoreline,190,906.0,-507.0,,-13581665.079721035,4433966.535461445
1,shoreline,191,905.0,-506.0,,-13581667.310794385,4433967.5732604265
1,shoreline,192,901.0,-506.0,,-13581668.367949052,4433966.550965292
1,shoreline,193,900.0,-505.0,,-13581670.620607538,4433967.599686472
1,shoreline,194,896.0,-505.0,,-13581671.71436183,4433966.597109866
1,shoreline,195,895.0,-504.0,,-13581673.989138264,4433967.656775967
1,shoreline,196,890.0,-504.0,,-13581675.405905325,4433966.429450852
1,shoreline,197,889.0,-503.0,,-13581677.706552846,4433967.5017068265
1,shoreline,198,886.0,-503.0,,-13581678.584036035,4433966.779186365
1,shoreline,199,885.0,-502.0,,-13581680.90451378,4433967.860696185
1,shoreline,200,877.0,-502.0,,-13581683.333509007,4433965.977145518
1,shoreline,201,876.0,-501.0,,-13581685.690878069,4433967.075826772
1,shoreline,202,872.0,-501.0,,-13581686.951375397,4433966.155291928
1,shoreline,203,871.0,-500.0,,-13581689.332687058,4433967.264521052
1,shoreline,204,869.0,-500.0,,-13581689.977380786,4433966.810636174
1,shoreline,205,868.0,-499.0,,-13581692.376107411,4433967.92725267
1,shoreline,206,862.0,-499.0,,-13581694.359406982,4433966.586195101
1,shoreline,207,861.0,-498.0,,-13581696.78917439,4433967.715855684
1,shoreline,208,859.0,-498.0,,-13581697.466050873,4433967.2750782855
1,shoreline,209,858.0,-497.0,,-13581699.91350119,4433968.411834619
1,shoreline,210,857.0,-497.0,,-13581700.25686738,4433968.193355636
1,shoreline,211,856.0,-496.0,,-13581702.718748588,4433969.3357844865
1,shoreline,212,853.0,-496.0,,-13581703.764820306,4433968.686211973
1,shoreline,213,852.0,-495.0,,-13581706.247853983,4433969.836830123
1,shoreline,214,850.0,-495.0,,-13581706.956500452,4433969.407648352
1,shoreline,215,849.0,-494.0,,-13581709.457385477,4433970.565001498
1,shoreline,216,846.0,-494.0,,-13581710.536482433,4433969.926366737
1,shoreline,217,845.0,-493.0,,-13581713.058439372,4433971.0914317835
1,shoreline,218,843.0,-493.0,,-13581713.788071167,4433970.668668286
1,shoreline,219,842.0,-492.0,,-13581716.327809336,4433971.840080213
1,shoreline,220,839.0,-492.0,,-13581717.436706284,4433971.209721295
1,shoreline,221,838.0,-493.0,,-13581715.623800643,4433969.613321346
1,shoreline,222,837.0,-493.0,,-13581715.992744694,4433969.40241067
1,shoreline,223,836.0,-492.0,,-13581718.550885329,4433970.579702305
1,shoreline,224,834.0,-492.0,,-13581719.29627706,4433970.159708161
1,shoreline,225,833.0,-491.0,,-13581721.87173513,4433971.342717216
1,shoreline,226,831.0,-491.0,,-13581722.624740688,4433970.924250468
1,shoreline,227,830.0,-490.0,,-13581725.217374386,4433972.112747909
1,shoreline,228,828.0,-490.0,,-13581725.977523215,4433971.695479017
1,shoreline,229,827.0,-489.0,,-13581728.587162029,4433972.889222432
1,shoreline,230,822.0,-489.0,,-13581730.505953997,4433971.847167345
1,shoreline,231,821.0,-488.0,,-13581733.140181474,4433973.047597035
1,shoreline,232,817.0,-488.0,,-13581734.688651536,4433972.213202055
1,shoreline,233,816.0,-487.0,,-13581737.343989156,4433973.419008634
1,shoreline,234,812.0,-487.0,,-13581738.903453764,4433972.583486704
1,shoreline,235,811.0,-486.0,,-13581741.579128888,4433973.794081831
1,shoreline,236,809.0,-486.0,,-13581742.363579758,4433973.375990357
1,shoreline,237,808.0,-485.0,,-13581745.054633358,4433974.590330846
1,shoreline,238,806.0,-485.0,,-13581745.843401957,4433974.172229186
1,shoreline,239,805.0,-484.0,,-13581748.549568152,4433975.390104689
1,shoreline,240,799.0,-484.0,,-13581750.928499725,4433974.135336797
1,shoreline,241,798.0,-483.0,,-13581753.657312157,4433975.357516131
1,shoreline,242,794.0,-483.0,,-13581755.252511896,4433974.522751196
1,shoreline,243,793.0,-482.0,,-13581757.999535197,4433975.748797485
1,shoreline,244,791.0,-482.0,,-13581758.80203932,4433975.333246466
1,shoreline,245,790.0,-481.0,,-13581761.563331053,4433976.562650933
1,shoreline,246,788.0,-481.0,,-13581762.370839141,4433976.149294196
1,shoreline,247,787.0,-480.0,,-13581765.146369677,4433977.382188424
1,shoreline,248,786.0,-480.0,,-13581765.552651392,4433977.176709792
1,shoreline,249,785.0,-479.0,,-13581768.340485575,4433978.412708013
1,shoreline,250,784.0,-479.0,,-13581768.749232488,4433978.208405798
1,shoreline,251,783.0,-478.0,,-13581771.549373602,4433979.447582127
1,shoreline,252,776.0,-478.0,,-13581774.445644759,4433978.046221816
1,shoreline,253,775.0,-477.0,,-13581777.271619903,4433979.294847915
1,shoreline,254,773.0,-477.0,,-13581778.113106798,4433978.906829712
1,shoreline,255,772.0,-476.0,,-13581780.954753695,4433980.161349047
1,shoreline,256,769.0,-476.0,,-13581782.235719891,4433979.594955728
1,shoreline,257,768.0,-475.0,,-13581785.096678518,4433980.858139485
1,shoreline,258,762.0,-475.0,,-13581787.726504166,4433979.7850606255
1,shoreline,259,761.0,-474.0,,-13581790.619273962,4433981.066526741
1,shoreline,260,759.0,-474.0,,-13581791.521196993,4433980.730350831
1,shoreline,261,758.0,-473.0,,-13581794.433897004,4433982.022509009
1,shoreline,262,752.0,-473.0,,-13581797.230930645,4433981.087289394
1,shoreline,263,751.0,-472.0,,-13581800.184379974,4433982.406168439
1,shoreline,264,749.0,-472.0,,-13581801.151240546,4433982.120672062
1,shoreline,265,748.0,-471.0,,-13581804.128979512,4433983.454133522
1,shoreline,266,744.0,-471.0,,-13581806.125874722,4433982.927558694
1,shoreline,267,743.0,-470.0,,-13581809.141569799,4433984.285655091
1,shoreline,268,739.0,-470.0,,-13581811.221031565,4433983.811547098
1,shoreline,269,738.0,-469.0,,-13581814.278144605,4433985.19603964
1,shoreline,270,736.0,-469.0,,-13581815.353888538,4433984.979634958
1,shoreline,271,735.0,-468.0,,-13581818.441170258,4433986.382145236
1,shoreline,272,731.0,-468.0,,-13581820.667126147,4433985.986094963
1,shoreline,273,730.0,-467.0,,-13581823.80076742,4433987.416027394
1,shoreline,274,728.0,-467.0,,-13581824.951681256,4433987.233739926
1,shoreline,275,727.0,-466.0,,-13581828.118426466,4433988.681863082
1,shoreline,276,724.0,-466.0,,-13581829.896226704,4433988.4258038765
1,shoreline,277,723.0,-465.0,,-13581833.104924511,4433989.895698856
1,shoreline,278,721.0,-465.0,,-13581834.324311297,4433989.733605054
1,shoreline,279,720.0,-464.0,,-13581837.56799193,4433991.220415742
1,shoreline,280,715.0,-464.0,,-13581840.717607254,4433990.824109739
1,shoreline,281,714.0,-463.0,,-13581844.020959191,4433992.335295969
1,shoreline,282,711.0,-463.0,,-13581845.973999305,4433992.09262587
1,shoreline,283,710.0,-462.0,,-13581849.321355822,4433993.619170882
1,shoreline,284,707.0,-462.0,,-13581851.325226873,4433993.367015649
1,shoreline,285,706.0,-461.0,,-13581854.716651805,4433994.906322826
1,shoreline,286,701.0,-461.0,,-13581858.14999109,4433994.447503382
1,shoreline,287,700.0,-460.0,,-13581861.600651227,4433995.997792117
1,shoreline,288,699.0,-460.0,,-13581862.302444234,4433995.898657706
1,shoreline,289,698.0,-459.0,,-13581865.781447513,4433997.45557011
1,shoreline,290,691.0,-459.0,,-13581870.807782294,4433996.677424595
1,shoreline,291,690.0,-458.0,,-13581874.359247902,4433998.236648652
1,shoreline,292,689.0,-458.0,,-13581875.092534916,4433998.112123195
1,shoreline,293,688.0,-457.0,,-13581878.672049215,4433999.675117658
1,shoreline,294,684.0,-457.0,,-13581881.651261035,4433999.139778397
1,shoreline,295,683.0,-456.0,,-13581885.279907145,4434000.70201228
1,shoreline,296,679.0,-456.0,,-13581888.312570972,4434000.108288289
1,shoreline,297,678.0,-457.0,,-13581886.16784881,4433998.238524321
1,shoreline,298,677.0,-457.0,,-13581886.925715579,4433998.077060128
1,shoreline,299,676.0,-456.0,,-13581890.602248482,4433999.628850829
1,shoreline,300,673.0,-456.0,,-13581892.903950088,4433999.120913171
1,shoreline,301,672.0,-455.0,,-13581896.621385027,4434000.67116849
1,shoreline,302,668.0,-455.0,,-13581899.73391395,4433999.944587092
1,shoreline,303,667.0,-456.0,,-13581897.54020879,4433998.022812475
1,shoreline,304,666.0,-455.0,,-13581901.296932606,4433999.563544081
1,shoreline,305,657.0,-455.0,,-13581908.380119847,4433997.711377038
1,shoreline,306,656.0,-454.0,,-13581912.215238433,4433999.242022033
1,shoreline,307,650.0,-454.0,,-13581917.014266515,4433997.884171116
1,shoreline,308,649.0,-453.0,,-13581920.90805324,4433999.410610211
1,shoreline,309,641.0,-453.0,,-13581927.395851355,4433997.465619644
1,shoreline,310,640.0,-452.0,,-13581931.360381931,4433998.9878916405
1,shoreline,311,638.0,-452.0,,-13581933.000660887,4433998.479692386
1,shoreline,312,637.0,-451.0,,-13581936.999038612,4434000.0042563975
1,shoreline,313,631.0,-451.0,,-13581941.96901669,4433998.4322830355
1,shoreline,314,630.0,-450.0,,-13581946.025953658,4433999.957709369
1,shoreline,315,627.0,-450.0,,-13581948.535523193,4433999.147948632
1,shoreline,316,626.0,-449.0,,-13581952.63287227,4434000.676834864
1,shoreline,317,624.0,-449.0,,-13581954.320245542,4434000.128906318
1,shoreline,318,623.0,-448.0,,-13581958.452120382,4434001.662114749
1,shoreline,319,617.0,-448.0,,-13581963.56006147,4433999.984760448
1,shoreline,320,616.0,-447.0,,-13581967.75146733,4434001.523214187
1,shoreline,321,613.0,-447.0,,-13581970.3285232,4434000.6681297
1,shoreline,322,612.0,-446.0,,-13581974.561365452,4434002.212776736
1,shoreline,323,609.0,-446.0,,-13581977.159852045,4434001.348741211
1,shoreline,324,608.0,-445.0,,-13581981.434546392,4434002.900405876
1,shoreline,325,602.0,-445.0,,-13581986.67694213,4434001.149321036
1,shoreline,326,601.0,-444.0,,-13581991.012940668,4434002.71098123
1,shoreline,327,598.0,-444.0,,-13581993.656912867,4434001.826400429
1,shoreline,328,597.0,-443.0,,-13581998.035941295,4434003.397250282
1,shoreline,329,596.0,-443.0,,-13581998.924228666,4434003.101868402
1,shoreline,330,595.0,-444.0,,-13581996.30340557,4434000.935403716
1,shoreline,331,590.0,-444.0,,-13582000.719997188,4433999.438108796
1,shoreline,332,589.0,-443.0,,-13582005.150375845,4434001.017304835
1,shoreline,333,570.0,-443.0,,-13582022.138531553,4433995.272534988
1,shoreline,334,569.0,-442.0,,-13582026.718991088,4433996.888125815
1,shoreline,335,557.0,-442.0,,-13582037.63591039,4433993.292598129
1,shoreline,336,556.0,-443.0,,-13582034.791793382,4433991.055963695
1,shoreline,337,553.0,-443.0,,-13582037.527518356,4433990.165678212
1,shoreline,338,552.0,-444.0,,-13582034.674073784,4433987.930682112
1,shoreline,339,549.0,-444.0,,-13582037.40830433,4433987.046096146
1,shoreline,340,548.0,-443.0,,-13582042.113161748,4433988.698956259
1,shoreline,341,543.0,-443.0,,-13582046.738313189,4433987.259342886
1,shoreline,342,542.0,-444.0,,-13582043.845252113,4433985.021093553
1,shoreline,343,535.0,-444.0,,-13582050.384390775,4433983.067739721
1,shoreline,344,534.0,-445.0,,-13582047.479630226,4433980.838618095
1,shoreline,345,529.0,-445.0,,-13582052.222518042,4433979.505750531
1,shoreline,346,528.0,-444.0,,-13582057.060431106,4433981.210565829
1,shoreline,347,514.0,-444.0,,-13582071.013869645,4433977.908383641
1,shoreline,348,513.0,-445.0,,-13582068.100229237,4433975.719001218
1,shoreline,349,511.0,-445.0,,-13582070.184308836,4433975.31188035
1,shoreline,350,510.0,-444.0,,-13582075.20153798,4433977.098795411
1,shoreline,351,506.0,-444.0,,-13582079.5038406,4433976.36373481
1,shoreline,352,505.0,-443.0,,-13582084.607280796,4433978.190737331
1,shoreline,353,492.0,-443.0,,-13582099.774140136,4433976.5290773
1,shoreline,354,491.0,-442.0,,-13582105.127894333,4433978.479776858
1,shoreline,355,487.0,-442.0,,-13582110.243760467,4433978.241313268
1,shoreline,356,486.0,-441.0,,-13582115.726713393,4433980.255760484
1,shoreline,357,483.0,-441.0,,-13582119.760439599,4433980.192896268
1,shoreline,358,482.0,-440.0,,-13582125.36336551,4433982.266636184
1,shoreline,359,481.0,-441.0,,-13582122.513322352,4433980.19124047
1,shoreline,360,473.0,-441.0,,-13582134.000219924,4433980.494947333
1,shoreline,361,472.0,-440.0,,-13582139.853319364,4433982.699698843
1,shoreline,362,466.0,-440.0,,-13582149.013593627,4433983.29018044
1,shoreline,363,465.0,-439.0,,-13582155.075004777,4433985.603417103
1,shoreline,364,451.0,-439.0,,-13582176.873874154,4433987.56245302
1,shoreline,365,450.0,-438.0,,-13582183.211562444,4433990.03593424
1,shoreline,366,441.0,-438.0,,-13582196.190337515,4433991.109351964
1,shoreline,367,440.0,-437.0,,-13582202.565305322,4433993.624834664
1,shoreline,368,429.0,-437.0,,-13582215.774980415,4433994.027356666
1,shoreline,369,428.0,-436.0,,-13582221.994721357,4433996.503633999
1,shoreline,370,418.0,-436.0,,-13582230.516477162,4433995.551489481
1,shoreline,371,417.0,-437.0,,-13582225.954379942,4433992.857582971
1,shoreline,372,416.0,-436.0,,-13582231.811802186,4433995.200744259
1,shoreline,373,405.0,-436.0,,-13582236.476317119,4433992.291503972
1,shoreline,374,404.0,-435.0,,-13582241.89082768,4433994.464363729
1,shoreline,375,384.0,-435.0,,-13582239.719096523,4433984.861865119
1,shoreline,376,383.0,-434.0,,-13582244.254782872,4433986.682809473
1,shoreline,377,381.0,-434.0,,-13582243.367373455,4433985.446333978
1,shoreline,378,380.0,-435.0,,-13582238.01882753,4433982.418285887
1,shoreline,379,374.0,-435.0,,-13582234.858516475,4433978.495597995
1,shoreline,380,373.0,-434.0,,-13582239.002708687,4433980.156315456
1,shoreline,381,368.0,-434.0,,-13582235.725193959,4433976.614203771
1,shoreline,382,367.0,-435.0,,-13582230.423010606,4433973.597349725
