feature_id,label,vertex_index,x,y,group_id,X_warped,Y_warped
1,shoreline,63,811.0,-673.0,,-13581418.957105612,4433751.80972137
1,shoreline,64,805.0,-673.0,,-13581420.191667067,4433750.310322795
1,shoreline,65,804.0,-672.0,,-13581421.610846052,4433750.984440779
1,shoreline,66,803.0,-672.0,,-13581421.817107538,4433750.73557559
1,shoreline,67,802.0,-671.0,,-13581423.241667286,4433751.412355257
1,shoreline,68,801.0,-671.0,,-13581423.448113443,4433751.163618405
1,shoreline,69,798.0,-668.0,,-13581427.754393263,4433753.210123059
1,shoreline,70,798.0,-667.0,,-13581428.993719876,4433754.147157722
1,shoreline,71,797.0,-666.0,,-13581430.445427658,4433754.837781497
1,shoreline,72,797.0,-665.0,,-13581431.69536466,4433755.781013162
1,shoreline,73,798.0,-664.0,,-13581432.743144965,4433756.977821588
1,shoreline,74,798.0,-653.0,,-13581446.896611474,4433767.604827053
1,shoreline,75,795.0,-650.0,,-13581451.499668863,4433769.8083780855
1,shoreline,76,794.0,-650.0,,-13581451.710610675,4433769.55489089
1,shoreline,77,793.0,-649.0,,-13581453.257659039,4433770.295124132
1,shoreline,78,792.0,-649.0,,-13581453.469254669,4433770.041693152
1,shoreline,79,790.0,-647.0,,-13581456.583050556,4433771.530667022
1,shoreline,80,789.0,-647.0,,-13581456.795834048,4433771.277146357
1,shoreline,81,788.0,-646.0,,-13581458.36274138,4433772.025870411
1,shoreline,82,786.0,-646.0,,-13581458.78985845,4433771.518776466
1,shoreline,83,785.0,-645.0,,-13581460.364292497,4433772.27014446
1,shoreline,84,777.0,-645.0,,-13581462.082692318,4433770.2404345805
1,shoreline,85,776.0,-644.0,,-13581463.668394879,4433770.993207544
1,shoreline,86,767.0,-644.0,,-13581465.615028564,4433768.700436925
1,shoreline,87,766.0,-643.0,,-13581467.213349037,4433769.453622414
1,shoreline,88,747.0,-643.0,,-13581471.352213617,4433764.540782639
1,shoreline,89,746.0,-642.0,,-13581472.972281773,4433765.289429117
1,shoreline,90,743.0,-642.0,,-13581473.629605658,4433764.500233834
1,shoreline,91,742.0,-641.0,,-13581475.259903664,4433765.250418304
1,shoreline,92,740.0,-641.0,,-13581475.700144408,4433764.721071928
1,shoreline,93,739.0,-640.0,,-13581477.340017851,4433765.473253448
1,shoreline,94,736.0,-640.0,,-13581478.003647346,4433764.674156808
1,shoreline,95,735.0,-639.0,,-13581479.654329259,4433765.427845806
1,shoreline,96,733.0,-639.0,,-13581480.099092137,4433764.891585453
1,shoreline,97,732.0,-638.0,,-13581481.759828296,4433765.64726806
1,shoreline,98,730.0,-638.0,,-13581482.207029533,4433765.107877298
1,shoreline,99,729.0,-637.0,,-13581483.878038399,4433765.865557973
1,shoreline,100,726.0,-637.0,,-13581484.552867595,4433765.050788436
1,shoreline,101,725.0,-636.0,,-13581486.235553266,4433765.809959475
1,shoreline,102,722.0,-636.0,,-13581486.914853724,4433764.988438492
1,shoreline,103,721.0,-635.0,,-13581488.609554159,4433765.749092622
1,shoreline,104,721.0,-633.0,,-13581491.563785423,4433767.830960855
1,shoreline,105,720.0,-632.0,,-13581493.28138463,4433768.6018468235
1,shoreline,106,720.0,-630.0,,-13581496.274402292,4433770.704877873
1,shoreline,107,721.0,-629.0,,-13581497.545149574,4433772.036622095
1,shoreline,108,721.0,-627.0,,-13581500.57248546,4433774.160384501
1,shoreline,109,722.0,-626.0,,-13581501.857063407,4433775.501551927
1,shoreline,110,723.0,-626.0,,-13581501.618978513,4433775.775036001
1,shoreline,111,724.0,-625.0,,-13581502.906564998,4433777.11817961
1,shoreline,112,725.0,-625.0,,-13581502.667731173,4433777.390416826
1,shoreline,113,726.0,-624.0,,-13581503.958378267,4433778.735554791
1,shoreline,114,727.0,-624.0,,-13581503.718823478,4433779.006577487
1,shoreline,115,728.0,-623.0,,-13581505.012582859,4433780.353727913
1,shoreline,116,731.0,-623.0,,-13581504.292543963,4433781.161705801
1,shoreline,117,732.0,-622.0,,-13581505.587679954,4433782.5096391365
1,shoreline,118,735.0,-622.0,,-13581504.86712805,4433783.311303533
1,shoreline,119,736.0,-621.0,,-13581506.163813258,4433784.660148628
