u,X_warped,Y_warped,rep_choice
0.0,-553901.001228277,6541366.534883193,median_pointwise
0.002506265664160401,-553901.1623619952,6541366.189414985,median_pointwise
0.005012531328320802,-553901.3234957163,6541365.843946755,median_pointwise
0.007518796992481203,-553901.489417604,6541365.499876495,median_pointwise
0.010025062656641603,-553901.3826638783,6541365.076192953,median_pointwise
0.012531328320802004,-553901.0941609911,6541364.599443997,median_pointwise
0.015037593984962405,-553901.0625638157,6541364.197703973,median_pointwise
0.017543859649122806,-553901.2088974881,6541363.847914526,median_pointwise
0.020050125313283207,-553901.3552311546,6541363.498125114,median_pointwise
0.022556390977443608,-553901.501564815,6541363.148335737,median_pointwise
0.02506265664160401,-553901.6478984815,6541362.798546324,median_pointwise
0.02756892230576441,-553901.7678583259,6541362.441056489,median_pointwise
0.03007518796992481,-553901.8931335737,6541362.085118633,median_pointwise
0.03258145363408521,-553901.9189848101,6541361.700151905,median_pointwise
0.03508771929824561,-553901.9864418957,6541361.327332834,median_pointwise
0.03759398496240601,-553902.0509573711,6541360.953654861,median_pointwise
0.040100250626566414,-553902.1090329507,6541360.5780966645,median_pointwise
0.042606516290726815,-553902.1056485483,6541360.184593984,median_pointwise
0.045112781954887216,-553902.1022641659,6541359.791091271,median_pointwise
0.047619047619047616,-553902.1366257666,6541359.408609248,median_pointwise
0.05012531328320802,-553902.2023025572,6541359.035270382,median_pointwise
0.05263157894736842,-553902.2679793338,6541358.661931549,median_pointwise
0.05513784461152882,-553902.3467545427,6541358.292417039,median_pointwise
0.05764411027568922,-553902.4277707601,6541357.923556802,median_pointwise
0.06015037593984962,-553902.499970884,6541357.552122597,median_pointwise
0.06265664160401002,-553902.5379770673,6541357.170704721,median_pointwise
0.06516290726817042,-553902.5759832675,6541356.789286814,median_pointwise
0.06766917293233082,-553902.5974095161,6541356.403028098,median_pointwise
0.07017543859649122,-553902.6080603473,6541356.01362328,median_pointwise
0.07268170426065163,-553902.6172771297,6541355.623799739,median_pointwise
0.07518796992481203,-553902.5902599825,6541355.223396913,median_pointwise
0.07769423558897243,-553902.563242813,6541354.822994118,median_pointwise
0.08020050125313283,-553902.5184431992,6541354.417399405,median_pointwise
0.08270676691729323,-553902.4589601759,6541354.007517527,median_pointwise
0.08521303258145363,-553902.3805595965,6541353.592112238,median_pointwise
0.08771929824561403,-553902.1945043054,6541353.145274953,median_pointwise
0.09022556390977443,-553902.008365951,6541352.698413455,median_pointwise
0.09273182957393483,-553901.821306451,6541352.2512829695,median_pointwise
0.09523809523809523,-553901.63419079,6541351.80413605,median_pointwise
0.09774436090225563,-553901.4441267482,6541351.356128328,median_pointwise
0.10025062656641603,-553901.2540626674,6541350.908120631,median_pointwise
0.10275689223057644,-553901.0600420133,6541350.458957693,median_pointwise
0.10526315789473684,-553900.865869809,6541350.009750469,median_pointwise
0.10776942355889724,-553900.7681161733,6541349.58869469,median_pointwise
0.11027568922305764,-553900.8186575106,6541349.210936752,median_pointwise
0.11278195488721804,-553900.716039188,6541348.788460626,median_pointwise
0.11528822055137844,-553900.6128942029,6541348.365830692,median_pointwise
0.11779448621553884,-553900.3698299311,6541347.902348489,median_pointwise
0.12030075187969924,-553900.0558484645,6541347.418160494,median_pointwise
0.12280701754385964,-553899.7384363107,6541346.932970801,median_pointwise
0.12531328320802004,-553899.4136080925,6541346.445615874,median_pointwise
0.12781954887218044,-553899.0537638284,6541345.948037322,median_pointwise
0.13032581453634084,-553898.6706588211,6541345.443667271,median_pointwise
0.13283208020050125,-553898.380658557,6541344.96648105,median_pointwise
0.13533834586466165,-553898.2126953687,6541344.524926148,median_pointwise
0.13784461152882205,-553897.9498070686,6541344.055655891,median_pointwise
0.14035087719298245,-553897.8735546075,6541343.640877827,median_pointwise
0.14285714285714285,-553897.8242021847,6541343.233953749,median_pointwise
0.14536340852130325,-553897.8580360818,6541342.851317689,median_pointwise
