#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2024 01 30 07 56 999 99.0 99.0  2.09  9.09  5.57  40 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 08 26 999 99.0 99.0  2.02  9.09  5.55  40 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 08 56 999 99.0 99.0  2.08  8.33  5.70  28 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 09 26 999 99.0 99.0  2.03  9.09  5.64  33 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 09 56 999 99.0 99.0  1.87 11.11  5.51  55 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 10 26 999 99.0 99.0  1.92  9.88  5.76  38 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 10 56 999 99.0 99.0  1.86 10.53  5.72  40 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 11 26 999 99.0 99.0  1.86 10.53  5.69  30 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 11 56 999 99.0 99.0  1.96  9.88  5.97  47 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 12 26 999 99.0 99.0  1.95  9.88  5.88  37 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 12 56 999 99.0 99.0  1.89  9.88  5.80  40 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 13 26 999 99.0 99.0  1.80  9.88  5.97  38 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 13 56 999 99.0 99.0  1.76  9.88  5.89  44 9999.0 999.0   8.4 999.0 99.0 99.00
2024 01 30 14 26 999 99.0 99.0  1.71  9.88  6.02  41 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 30 14 56 999 99.0 99.0  1.88 10.53  6.40  45 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 30 15 26 999 99.0 99.0  1.72 10.53  6.09  45 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 30 15 56 999 99.0 99.0  1.70  9.88  6.14  45 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 30 16 26 999 99.0 99.0  1.78  9.88  6.35  37 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 30 16 56 999 99.0 99.0  1.70 10.53  6.38  37 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 30 17 26 999 99.0 99.0  1.82 11.11  6.62  52 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 17 56 999 99.0 99.0  1.73 11.76  6.42  40 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 18 26 999 99.0 99.0  1.58 10.53  6.39  51 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 18 56 999 99.0 99.0  1.66 12.50  6.41  42 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 19 26 999 99.0 99.0  1.68 11.11  6.67  47 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 19 56 999 99.0 99.0  1.75 11.11  6.79  57 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 20 26 999 99.0 99.0  1.67 11.76  6.98  40 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 20 56 999 99.0 99.0  1.74 11.76  7.44  48 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 21 26 999 99.0 99.0  1.59  9.88  6.95  34 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 21 56 999 99.0 99.0  1.75 11.11  7.13  41 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 22 26 999 99.0 99.0  1.80 11.76  7.37  45 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 30 22 56 999 99.0 99.0  1.63 11.76  7.05  33 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 30 23 26 999 99.0 99.0  1.76 10.53  7.69  49 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 30 23 56 999 99.0 99.0  1.56 11.11  6.80  51 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 00 26 999 99.0 99.0  1.66  9.88  6.96  51 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 31 00 56 999 99.0 99.0  1.79 11.76  7.47  47 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 01 26 999 99.0 99.0  1.71 11.11  7.10  47 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 01 56 999 99.0 99.0  1.79 11.11  7.37  51 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 02 26 999 99.0 99.0  1.73 11.11  7.36  55 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 02 56 999 99.0 99.0  1.73 11.11  7.14  41 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 03 26 999 99.0 99.0  1.71 11.11  7.22  62 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 03 56 999 99.0 99.0  1.80 11.76  7.43  48 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 04 26 999 99.0 99.0  1.80 11.11  7.65  51 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 04 56 999 99.0 99.0  1.78 11.11  7.79  54 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 05 26 999 99.0 99.0  1.95 11.11  8.36  42 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 05 56 999 99.0 99.0  1.77 11.11  7.91  41 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 06 26 999 99.0 99.0  1.86 11.11  8.47  68 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 06 56 999 99.0 99.0  1.95 10.53  8.60  64 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 07 26 999 99.0 99.0  1.93 11.76  8.36  54 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 07 56 999 99.0 99.0  2.02 13.33  8.57  57 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 08 26 999 99.0 99.0  2.12 11.76  8.87  51 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 08 56 999 99.0 99.0  2.16 12.50  8.68  55 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 09 26 999 99.0 99.0  1.99 13.33  8.26  52 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 09 56 999 99.0 99.0  2.02 11.11  8.18  65 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 10 26 999 99.0 99.0  1.91 12.50  8.45  61 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 10 56 999 99.0 99.0  2.08 11.11  8.30  54 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 11 26 999 99.0 99.0  2.17 13.33  8.33  47 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 11 56 999 99.0 99.0  2.17 12.50  7.72  58 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 12 26 999 99.0 99.0  2.10 11.76  7.67  78 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 12 56 999 99.0 99.0  2.12 13.33  7.72  51 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 13 26 999 99.0 99.0  2.09 12.50  7.26  47 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 13 56 999 99.0 99.0  2.19 11.76  7.49  59 9999.0 999.0   8.5 999.0 99.0 99.00
2024 01 31 14 26 999 99.0 99.0  2.10 12.50  7.37  57 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 14 56 999 99.0 99.0  2.17 12.50  7.56  73 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 15 26 999 99.0 99.0  2.02 13.33  7.30  55 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 15 56 999 99.0 99.0  2.16 12.50  7.44  71 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 16 26 999 99.0 99.0  2.03 13.33  7.00  48 9999.0 999.0   8.6 999.0 99.0 99.00
2024 01 31 16 56 999 99.0 99.0  2.16 12.50  7.12  58 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 31 17 26 999 99.0 99.0  2.31 13.33  7.00  64 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 31 17 56 999 99.0 99.0  2.30 11.76  6.82  69 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 31 18 26 999 99.0 99.0  2.20 12.50  6.88  71 9999.0 999.0   8.7 999.0 99.0 99.00
2024 01 31 18 56 999 99.0 99.0  2.16 13.33  6.20  47 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 19 26 999 99.0 99.0  2.28 12.50  6.26  65 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 19 56 999 99.0 99.0  2.28 12.50  6.34  76 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 20 26 999 99.0 99.0  2.42 11.11  6.61  71 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 20 56 999 99.0 99.0  2.55 11.76  6.16  75 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 21 26 999 99.0 99.0  2.60 11.76  6.18  66 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 21 56 999 99.0 99.0  2.67 12.50  6.13  62 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 22 26 999 99.0 99.0  2.86 13.33  6.11  75 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 22 56 999 99.0 99.0  2.78 12.50  6.07  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 23 26 999 99.0 99.0  2.87 12.50  6.45  55 9999.0 999.0   8.8 999.0 99.0 99.00
2024 01 31 23 56 999 99.0 99.0  3.10 13.33  6.43  68 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 00 26 999 99.0 99.0  3.11 11.76  6.77  49 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 00 56 999 99.0 99.0  3.17 12.50  6.60  65 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 01 26 999 99.0 99.0  3.20 12.50  6.69  42 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 01 56 999 99.0 99.0  3.18 12.50  6.69  58 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 02 26 999 99.0 99.0  3.13 12.50  6.69  49 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 02 56 999 99.0 99.0  3.05 13.33  6.54  51 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 03 26 999 99.0 99.0  3.03 13.33  7.02  59 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 03 56 999 99.0 99.0  3.04 11.76  6.76  48 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 04 26 999 99.0 99.0  3.22 12.50  7.19  58 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 04 56 999 99.0 99.0  3.13 12.50  7.00  69 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 05 26 999 99.0 99.0  3.16 13.33  6.97  40 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 05 56 999 99.0 99.0  2.84 13.33  6.65  62 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 06 26 999 99.0 99.0  2.94 13.33  6.75  49 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 06 56 999 99.0 99.0  3.03 12.50  7.03  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 07 26 999 99.0 99.0  2.85 13.33  6.67  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 07 56 999 99.0 99.0  2.74 11.11  6.51  55 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 08 26 999 99.0 99.0  2.71 11.76  6.54  59 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 08 56 999 99.0 99.0  2.86 11.76  6.92  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 09 26 999 99.0 99.0  2.71 11.11  6.63  55 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 09 56 999 99.0 99.0  2.77 12.50  6.89  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 10 26 999 99.0 99.0  2.78 11.11  6.88  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 10 56 999 99.0 99.0  2.69 13.33  6.73  58 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 11 26 999 99.0 99.0  2.85 12.50  7.09  42 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 11 56 999 99.0 99.0  2.64 13.33  6.87  37 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 12 26 999 99.0 99.0  2.57 13.33  7.27  34 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 01 12 56 999 99.0 99.0  2.44 12.50  7.07  58 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 01 13 26 999 99.0 99.0  2.51 12.50  7.10  41 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 01 13 56 999 99.0 99.0  2.44 12.50  6.97  52 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 01 14 26 999 99.0 99.0  2.36 11.76  6.93  47 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 01 14 56 999 99.0 99.0  2.31 13.33  7.11  45 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 15 26 999 99.0 99.0  2.17 13.33  6.80  40 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 15 56 999 99.0 99.0  2.24 12.50  6.93  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 16 26 999 99.0 99.0  2.22 12.50  7.05  72 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 16 56 999 99.0 99.0  1.99 10.53  6.77  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 17 26 999 99.0 99.0  1.95 12.50  6.89  45 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 17 56 999 99.0 99.0  1.85 11.11  6.76  47 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 18 26 999 99.0 99.0  1.96  9.88  7.03  64 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 18 56 999 99.0 99.0  1.98 12.50  7.04  59 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 19 26 999 99.0 99.0  1.88 12.50  7.24  73 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 19 56 999 99.0 99.0  1.82 13.33  7.10  54 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 20 26 999 99.0 99.0  1.80 12.50  7.64  49 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 20 56 999 99.0 99.0  1.85 12.50  7.47  45 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 21 26 999 99.0 99.0  1.82 12.50  7.66  47 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 01 21 56 999 99.0 99.0  1.78 12.50  7.65  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 22 26 999 99.0 99.0  1.70 12.50  7.51  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 22 56 999 99.0 99.0  1.62 12.50  7.40  62 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 23 26 999 99.0 99.0  1.59 12.50  7.54  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 01 23 56 999 99.0 99.0  1.64 12.50  7.90  57 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 00 26 999 99.0 99.0  1.65 12.50  8.09  48 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 00 56 999 99.0 99.0  1.50 12.50  7.50  34 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 01 26 999 99.0 99.0  1.55 13.33  7.74  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 01 56 999 99.0 99.0  1.56 12.50  7.92  58 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 02 26 999 99.0 99.0  1.66 11.11  8.15  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 02 56 999 99.0 99.0  1.65 11.76  8.12  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 03 26 999 99.0 99.0  1.64 12.50  8.08  62 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 03 56 999 99.0 99.0  1.46 12.50  7.45  54 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 04 26 999 99.0 99.0  1.57 11.11  7.63  62 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 04 56 999 99.0 99.0  1.41  9.09  6.98  78 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 05 26 999 99.0 99.0  1.50 11.11  7.45  64 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 05 56 999 99.0 99.0  1.55 11.11  7.40  51 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 06 26 999 99.0 99.0  1.57 11.76  7.70  58 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 06 56 999 99.0 99.0  1.56 10.53  7.77  82 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 07 26 999 99.0 99.0  1.53 10.53  7.62  79 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 07 56 999 99.0 99.0  1.51  9.88  7.60  94 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 08 26 999 99.0 99.0  1.41 11.76  7.52  44 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 02 08 56 999 99.0 99.0  1.42 11.11  7.57  61 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 09 26 999 99.0 99.0  1.54  9.88  7.80  79 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 09 56 999 99.0 99.0  1.42  9.09  7.35  90 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 10 26 999 99.0 99.0  1.30  9.88  6.97  89 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 10 56 999 99.0 99.0  1.45  9.88  7.43  85 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 11 26 999 99.0 99.0  1.37 11.76  7.16  55 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 11 56 999 99.0 99.0  1.25 11.11  6.64  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 12 26 999 99.0 99.0  1.32  9.88  7.23  75 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 12 56 999 99.0 99.0  1.18  9.88  6.93  75 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 13 26 999 99.0 99.0  1.26 11.11  7.38  65 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 13 56 999 99.0 99.0  1.22 10.53  7.24  69 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 14 26 999 99.0 99.0  1.18 11.11  7.41  65 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 14 56 999 99.0 99.0  1.17 11.11  7.49  57 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 15 26 999 99.0 99.0  1.11 11.76  7.23  58 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 15 56 999 99.0 99.0  1.17 10.53  7.50  65 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 16 26 999 99.0 99.0  1.09  9.88  6.99  87 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 16 56 999 99.0 99.0  1.08  9.88  7.20  71 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 17 26 999 99.0 99.0  1.07 10.53  7.69  68 9999.0 999.0   9.0 999.0 99.0 99.00
2024 02 02 17 56 999 99.0 99.0  1.03  9.88  7.86  92 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 18 26 999 99.0 99.0  1.04 10.53  7.84  80 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 18 56 999 99.0 99.0  0.98  9.88  8.08  80 9999.0 999.0   8.9 999.0 99.0 99.00
2024 02 02 19 26 999 99.0 99.0  0.97  9.88  8.01  97 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 19 56 999 99.0 99.0  0.97  9.88  7.74  96 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 20 26 999 99.0 99.0  1.08 11.11  7.58  62 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 20 56 999 99.0 99.0  1.06 10.53  7.08  87 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 21 26 999 99.0 99.0  1.02 11.76  6.41  42 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 21 56 999 99.0 99.0  1.16 10.53  6.46  61 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 22 26 999 99.0 99.0  1.13 10.53  5.76  75 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 22 56 999 99.0 99.0  1.07 11.11  5.80  49 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 23 26 999 99.0 99.0  1.18 11.76  5.16  48 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 02 23 56 999 99.0 99.0  1.12 10.53  4.92  57 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 00 26 999 99.0 99.0  1.29 11.76  4.74  52 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 00 56 999 99.0 99.0  1.36  9.88  4.78  85 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 01 26 999 99.0 99.0  1.55  4.76  4.68 353 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 01 56 999 99.0 99.0  1.87  5.56  4.91   3 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 02 26 999 99.0 99.0  1.94  5.26  4.89 359 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 02 56 999 99.0 99.0  2.00  5.26  4.92 353 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 03 26 999 99.0 99.0  2.08  5.26  4.98 355 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 03 56 999 99.0 99.0  1.95  5.26  4.91   2 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 04 26 999 99.0 99.0  1.93  5.56  4.92 359 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 04 56 999 99.0 99.0  2.10  5.56  4.98   0 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 05 26 999 99.0 99.0  2.19  5.88  5.14  14 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 05 56 999 99.0 99.0  2.30  6.25  5.36  24 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 06 26 999 99.0 99.0  2.23  7.14  5.46  34 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 06 56 999 99.0 99.0  2.35  6.67  5.50  28 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 07 26 999 99.0 99.0  2.23  6.67  5.30  24 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 07 56 999 99.0 99.0  2.30  6.25  5.26  26 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 08 26 999 99.0 99.0  2.13  6.25  5.30  21 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 08 56 999 99.0 99.0  2.17  7.14  5.12  30 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 09 26 999 99.0 99.0  2.32  7.14  5.39  28 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 09 56 999 99.0 99.0  2.21  7.14  5.39  30 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 10 26 999 99.0 99.0  2.20  5.88  5.35  26 9999.0 999.0   8.8 999.0 99.0 99.00
2024 02 03 10 56 999 99.0 99.0  2.20  6.67  5.29  23 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 11 26 999 99.0 99.0  2.25  7.14  5.46  23 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 11 56 999 99.0 99.0  2.32  7.14  5.47  33 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 12 26 999 99.0 99.0  2.24  7.69  5.45  28 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 12 56 999 99.0 99.0  2.22  7.14  5.38  26 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 13 26 999 99.0 99.0  2.28  7.14  5.43  27 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 13 56 999 99.0 99.0  2.27  7.69  5.54  27 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 14 26 999 99.0 99.0  2.12  6.67  5.39  31 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 14 56 999 99.0 99.0  2.18  5.88  5.37  14 9999.0 999.0   8.7 999.0 99.0 99.00
2024 02 03 15 26 999 99.0 99.0  2.21  7.69  5.47  27 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 15 56 999 99.0 99.0  2.24  7.69  5.67  33 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 16 26 999 99.0 99.0  2.21  7.69  5.66  24 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 16 56 999 99.0 99.0  2.13  7.69  5.75  33 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 17 26 999 99.0 99.0  2.16 10.53  5.73  52 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 17 56 999 99.0 99.0  2.08  9.88  5.87  47 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 18 26 999 99.0 99.0  2.13 10.53  5.97  47 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 18 56 999 99.0 99.0  2.29 10.53  6.05  57 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 19 26 999 99.0 99.0  2.08 10.53  6.05  48 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 19 56 999 99.0 99.0  2.09  7.69  5.82  41 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 20 26 999 99.0 99.0  2.03 10.53  5.91  42 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 20 56 999 99.0 99.0  2.04  9.09  5.79  49 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 21 26 999 99.0 99.0  2.09  9.88  5.82  49 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 21 56 999 99.0 99.0  1.92 10.53  5.75  54 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 22 26 999 99.0 99.0  1.80  8.33  5.66  51 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 22 56 999 99.0 99.0  1.82  8.33  5.77  44 9999.0 999.0   8.6 999.0 99.0 99.00
2024 02 03 23 26 999 99.0 99.0  1.89 10.53  5.89  49 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 03 23 56 999 99.0 99.0  1.87  9.88  6.05  48 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 00 26 999 99.0 99.0  1.89  9.88  5.99  48 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 00 56 999 99.0 99.0  1.83 10.53  5.87  42 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 01 26 999 99.0 99.0  1.80  9.88  5.91  47 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 01 56 999 99.0 99.0  1.77  9.09  5.96  51 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 02 26 999 99.0 99.0  1.74  9.88  5.88  41 9999.0 999.0   8.5 999.0 99.0 99.00
2024 02 04 02 56 999 99.0 99.0  1.70  9.88  5.83  48 9999.0 999.0   8.5 999.0 99.0 99.00
