x,median,q1,q3,whisker_low,whisker_high,iqr,std,count
573.0,-154.0,-157.0,-147.0,-161.0,-143.0,10.0,5.22285148400668,85
574.3987975951903,-151.61322645290636,-153.6087174348701,-148.60120240480967,-161.0,-144.0,5.007515030060432,4.411366919824869,87
575.7975951903808,-150.32164328657302,-158.59218436873752,-148.0,-161.0,-142.20240480961922,10.59218436873752,5.752488260089534,90
577.1963927855711,-150.65130260520993,-157.55861723446952,-146.95941883767495,-162.1963927855711,-142.8036072144289,10.599198396794577,5.911088575620017,94
578.5951903807616,-151.83366733466914,-158.0,-146.40480961923845,-163.0,-141.40480961923845,11.59519038076155,6.206122634010636,96
579.9939879759519,-157.99398797595188,-160.9083166332662,-146.00150300601203,-163.99398797595188,-141.00601202404812,14.906813627254166,7.677342260464928,98
581.3927855711423,-151.49899799599257,-155.32264529058045,-147.0,-163.39278557114233,-139.60721442885767,8.322645290580454,6.12440343379653,101
582.7915831663327,-149.1883767535071,-158.45691382765517,-145.0,-163.79158316633266,-139.20841683366734,13.456913827655171,7.156201853005153,102
584.1903807615231,-147.26052104208497,-158.3351703406803,-143.85721442885767,-164.1903807615231,-139.8096192384769,14.477955911822619,7.686572933688091,102
585.5891783567134,-151.03807615230448,-156.98046092184367,-143.63927855711418,-165.58917835671343,-139.41082164328657,13.341182364729491,7.293591459420478,102
586.9879759519038,-151.8677354709414,-161.37374749498952,-143.0,-165.98797595190376,-138.01202404809624,18.373747494989516,9.39037386711281,103
588.3867735470942,-150.57515030060154,-159.42217768871075,-142.6132264529058,-165.3867735470942,-138.0,16.808951235804955,8.41465369655423,103
589.7855711422845,-150.46292585170312,-161.0,-143.0,-165.78557114228454,-137.21442885771546,18.0,9.1612814731736,103
591.184368737475,-148.98129592518345,-161.12424849699383,-142.8046092184373,-166.0,-137.81563126252502,18.319639278556537,9.30022188797719,103
592.5831663326653,-150.9178356713428,-159.10220440881744,-142.0,-166.58316633266531,-136.41683366733469,17.102204408817443,9.474040223503472,103
593.9819639278558,-143.1713426853703,-162.92785571142304,-140.99098196392788,-166.98196392785576,-135.01803607214424,21.936873747495156,10.985202553305996,103
595.3807615230461,-148.89979959919833,-159.83466933867737,-140.80961923847696,-167.0,-134.6192384769539,19.025050100200417,10.052625588357829,103
596.7795591182364,-143.95190380761665,-158.81963927855588,-140.0,-168.0,-134.0,18.819639278555883,10.165032517474504,103
598.1783567134269,-142.1723446893791,-159.68436873747464,-139.82164328657313,-168.0,-133.82164328657313,19.862725450901507,10.3219053540388,103
599.5771543086172,-141.0,-154.4859719438869,-138.4228456913828,-167.5771543086172,-132.4228456913828,16.063126252504105,10.279029222055776,103
600.9759519038076,-140.0,-156.70440881763506,-138.0,-169.0,-132.0,18.704408817635056,11.36187202271999,103
602.374749498998,-146.99198396793508,-156.3827655310629,-138.31262525050101,-169.0,-131.62525050100203,18.070140280561873,11.149970541238588,103
603.7735470941884,-142.0200400801591,-159.38577154308723,-137.22645290581158,-170.77354709418842,-131.0,22.159318637275646,12.194373817231847,103
605.1723446893787,-143.30861723446867,-163.07114228456948,-137.0,-171.0,-131.82765531062125,26.071142284569476,12.980769828482169,103
