u,X_warped,Y_warped
0.0,-13581924.285258723,4434070.922189644
0.002506265664160401,-13581922.491034783,4434070.275377312
0.005012531328320802,-13581921.042890165,4434068.473631134
0.007518796992481203,-13581919.594745519,4434066.671884961
0.010025062656641603,-13581918.146600902,4434064.870138781
0.012531328320802004,-13581916.63500279,4434063.2801493425
0.015037593984962405,-13581914.81261698,4434062.727318551
0.017543859649122806,-13581912.990231162,4434062.174487755
0.020050125313283207,-13581911.167845367,4434061.6216569645
0.022556390977443608,-13581909.345459593,4434061.068826182
0.02506265664160401,-13581907.52307381,4434060.515995397
0.02756892230576441,-13581905.700687977,4434059.963164598
0.03007518796992481,-13581903.954456028,4434059.156193655
0.03258145363408521,-13581902.501983393,4434057.368890985
0.03508771929824561,-13581901.049510732,4434055.581588326
0.03759398496240601,-13581899.59703806,4434053.794285668
0.040100250626566414,-13581898.144565383,4434052.006983012
0.042606516290726815,-13581896.651124518,4434050.356399268
0.045112781954887216,-13581894.824258497,4434049.818519857
0.047619047619047616,-13581892.997392457,4434049.280640438
0.05012531328320802,-13581892.135506056,4434045.522436932
0.05263157894736842,-13581890.306329725,4434044.992267504
0.05513784461152882,-13581888.477153387,4434044.462098075
0.05764411027568922,-13581886.647977026,4434043.931928638
0.06015037593984962,-13581884.81880069,4434043.401759208
0.06265664160401002,-13581882.989624381,4434042.871589787
0.06516290726817042,-13581881.16044803,4434042.341420355
0.06766917293233082,-13581879.638310874,4434040.786601554
0.07017543859649122,-13581877.938889997,4434039.823412979
0.07268170426065163,-13581876.1086475,4434039.2968016
0.07518796992481203,-13581874.278404992,4434038.770190219
0.07769423558897243,-13581872.448162442,4434038.243578824
0.08020050125313283,-13581870.617919946,4434037.716967445
0.08270676691729323,-13581868.787677428,4434037.190356061
0.08521303258145363,-13581867.017782418,4434036.462353266
0.08771929824561403,-13581865.557329804,4434034.701681296
0.09022556390977443,-13581864.096877186,4434032.941009328
0.09273182957393483,-13581862.636424558,4434031.180337362
0.09523809523809523,-13581860.939616155,4434030.208430389
0.09774436090225563,-13581859.106113171,4434029.692699814
0.10025062656641603,-13581857.272610215,4434029.176969251
0.10275689223057644,-13581855.439107219,4434028.661238674
0.10526315789473684,-13581853.605604216,4434028.145508094
0.10776942355889724,-13581851.772101229,4434027.62977752
0.11027568922305764,-13581850.074899668,4434026.659182737
0.11278195488721804,-13581848.610760815,4434024.910812456
0.11528822055137844,-13581846.880336916,4434024.05108687
0.11779448621553884,-13581845.045279752,4434023.540542894
0.12030075187969924,-13581844.089894885,4434020.094361927
0.12280701754385964,-13581842.252580313,4434019.591351364
0.12531328320802004,-13581840.415265732,4434019.0883407965
0.12781954887218044,-13581838.577951146,4434018.585330228
0.13032581453634084,-13581836.740636593,4434018.0823196685
0.13283208020050125,-13581834.903322019,4434017.579309105
0.13533834586466165,-13581833.175854784,4434016.709716607
0.13784461152882205,-13581831.579021644,4434015.404172896
0.14035087719298245,-13581829.740791623,4434014.904217386
0.14285714285714285,-13581827.902561594,4434014.404261874
0.14536340852130325,-13581826.064331548,4434013.904306356
0.14786967418546365,-13581824.22610152,4434013.404350842
0.15037593984962405,-13581822.387871519,4434012.904395339
0.15288220551378445,-13581820.730403384,4434011.801202291
0.15538847117794485,-13581819.259426165,4434010.075652868
0.15789473684210525,-13581817.788448986,4434008.350103431
0.16040100250626566,-13581816.253861472,4434006.836833961
0.16290726817042606,-13581814.41236955,4434006.347763998
0.16541353383458646,-13581812.570877621,4434005.858694035
0.16791979949874686,-13581810.729385724,4434005.369624079
0.17042606516290726,-13581808.887893805,4434004.88055412
0.17293233082706766,-13581807.046401875,4434004.391484153
0.17543859649122806,-13581805.393492065,4434003.273079161
0.17794486215538846,-13581803.886357851,4434001.668192722
0.18045112781954886,-13581802.043439798,4434001.183882063
0.18295739348370926,-13581800.200521726,4434000.699571397
0.18546365914786966,-13581798.357603673,4434000.215260738
0.18796992481203006,-13581796.514685644,4433999.730950086
0.19047619047619047,-13581794.671767578,4433999.246639425
0.19298245614035087,-13581793.051748054,4433998.018473081
0.19548872180451127,-13581791.505131563,4433996.545346635
0.19799498746867167,-13581789.660770029,4433996.065853207
0.20050125313283207,-13581787.816408487,4433995.58635978
0.20300751879699247,-13581785.97204691,4433995.106866339
0.20551378446115287,-13581784.127685359,4433994.627372906
0.20802005012531327,-13581782.283323823,4433994.147879479
0.21052631578947367,-13581780.75962214,4433992.598281881
0.21303258145363407,-13581779.196433047,4433991.1804614
0.21553884711779447,-13581777.350365043,4433990.706662693
0.21804511278195488,-13581775.504297066,4433990.232863994
0.22055137844611528,-13581773.658229074,4433989.759065292
0.22305764411027568,-13581771.812161066,4433989.285266583
0.22556390977443608,-13581769.99668279,4433988.709384088
0.22807017543859648,-13581768.513836108,4433987.023445444
0.23057644110275688,-13581766.700496605,4433986.440425428
0.23308270676691728,-13581764.85319469,4433985.970744503
0.23558897243107768,-13581763.005892806,4433985.501063587
0.23809523809523808,-13581761.158590915,4433985.031382673
0.24060150375939848,-13581759.311288988,4433984.561701745
0.24310776942355888,-13581757.796888692,4433982.9810636155
0.24561403508771928,-13581755.95510538,4433982.492966158
0.24812030075187969,-13581754.106807197,4433982.026610034
0.2506265664160401,-13581752.258508997,4433981.560253902
0.2531328320802005,-13581750.410210814,4433981.093897776
0.2556390977443609,-13581748.613644999,4433980.454900792
0.2581453634085213,-13581747.049814792,4433979.03921982
0.2606516290726817,-13581745.200512059,4433978.576216017
0.2631578947368421,-13581743.351209339,4433978.113212219
0.2656641604010025,-13581741.501906637,4433977.650208428
0.2681704260651629,-13581739.652603926,4433977.187204635
0.2706766917293233,-13581737.987644933,4433976.109009978
0.2731829573934837,-13581736.20342843,4433975.42880086
0.2756892230576441,-13581734.353366846,4433974.968329594
0.2781954887218045,-13581732.50330525,4433974.507858323
0.2807017543859649,-13581730.653243646,4433974.047387049
0.2832080200501253,-13581728.894582205,4433973.281895692
0.2857142857142857,-13581727.117729576,4433972.577111951
0.2882205513784461,-13581725.267159427,4433972.118337816
0.2907268170426065,-13581723.416589262,4433971.659563674
0.2932330827067669,-13581721.566019122,4433971.20078954
0.2957393483709273,-13581719.843753854,4433970.31383715
0.2982456140350877,-13581718.109247245,4433969.467736472
0.3007518796992481,-13581716.257910272,4433969.011521319
0.3032581453634085,-13581714.406573316,4433968.55530617
0.3057644110275689,-13581712.55523638,4433968.099091031
0.3082706766917293,-13581710.832695177,4433967.213059439
0.3107769423558897,-13581709.01375743,4433966.648721793
0.3132832080200501,-13581707.161906607,4433966.194221565
0.3157894736842105,-13581705.31005577,4433965.739721333
0.3182957393483709,-13581703.458204927,4433965.285221097
0.3208020050125313,-13581701.846315773,4433964.02992215
0.3233082706766917,-13581699.993690088,4433963.578007794
0.3258145363408521,-13581698.141064387,4433963.126093434
0.3283208020050125,-13581696.288438672,4433962.674179068
0.3308270676691729,-13581694.435812978,4433962.22226471
0.3333333333333333,-13581692.900292505,4433960.712108726
0.3358395989974937,-13581691.046626031,4433960.263667626
