u,X_warped,Y_warped
0.0,-13581932.480938623,4434043.571616347
0.002506265664160401,-13581930.643167231,4434043.070130296
0.005012531328320802,-13581928.805395836,4434042.568644243
0.007518796992481203,-13581926.96762442,4434042.067158184
0.010025062656641603,-13581925.129853023,4434041.565672129
0.012531328320802004,-13581923.292081654,4434041.064186085
0.015037593984962405,-13581921.454310244,4434040.562700029
0.017543859649122806,-13581919.616538832,4434040.06121397
0.020050125313283207,-13581917.998477729,4434038.826512048
0.022556390977443608,-13581916.559766533,4434036.993284774
0.02506265664160401,-13581914.892497582,4434035.922799026
0.02756892230576441,-13581913.052880691,4434035.4274716405
0.03007518796992481,-13581911.213263828,4434034.932144263
0.03258145363408521,-13581909.373646982,4434034.436816892
0.03508771929824561,-13581907.534030119,4434033.941489517
0.03759398496240601,-13581905.694413248,4434033.446162138
0.040100250626566414,-13581903.854796374,4434032.950834759
0.042606516290726815,-13581902.102141986,4434032.165296804
0.045112781954887216,-13581900.658576984,4434030.348267555
0.047619047619047616,-13581899.215011964,4434028.531238311
0.05012531328320802,-13581897.67582195,4434027.033328303
0.05263157894736842,-13581895.833381195,4434026.547424828
0.05513784461152882,-13581893.990940433,4434026.061521351
0.05764411027568922,-13581892.148499655,4434025.575617868
0.06015037593984962,-13581890.306058893,4434025.08971439
0.06265664160401002,-13581888.463618156,4434024.60381092
0.06516290726817042,-13581886.621177383,4434024.117907442
0.06766917293233082,-13581884.839274688,4434023.429976642
0.07017543859649122,-13581883.391130067,4434021.628230464
0.07268170426065163,-13581881.582987068,4434021.027868758
0.07518796992481203,-13581879.739349464,4434020.545959409
0.07769423558897243,-13581877.895711826,4434020.064050047
0.08020050125313283,-13581876.05207423,4434019.582140697
0.08270676691729323,-13581874.208436616,4434019.100231345
0.08521303258145363,-13581872.364798987,4434018.618321984
0.08771929824561403,-13581870.54758483,4434018.048232468
0.09022556390977443,-13581869.095112175,4434016.260929804
0.09273182957393483,-13581867.61134626,4434014.578058802
0.09523809523809523,-13581865.765768291,4434014.102624735
0.09774436090225563,-13581863.920190338,4434013.627190674
0.10025062656641603,-13581862.074612409,4434013.151756621
0.10275689223057644,-13581860.229034444,4434012.676322558
0.10526315789473684,-13581858.383456476,4434012.200888491
0.10776942355889724,-13581856.537878523,4434011.72545443
0.11027568922305764,-13581854.876632687,4434010.634868399
0.11278195488721804,-13581853.420063391,4434008.861237033
0.11528822055137844,-13581851.676383968,4434008.045747718
0.11779448621553884,-13581849.829082072,4434007.576066798
0.12030075187969924,-13581847.981780186,4434007.106385882
0.12280701754385964,-13581846.134478288,4434006.636704963
0.12531328320802004,-13581844.287176382,4434006.167024041
0.12781954887218044,-13581842.439874472,4434005.697343117
0.13032581453634084,-13581840.729635151,4434004.770257852
0.13283208020050125,-13581839.032414364,4434003.79972715
0.13533834586466165,-13581837.184366008,4434003.332537251
0.13784461152882205,-13581835.336317673,4434002.865347359
0.14035087719298245,-13581833.488269335,4434002.398157468
0.14285714285714285,-13581831.640220994,4434001.930967575
0.14536340852130325,-13581829.792172635,4434001.463777676
0.14786967418546365,-13581828.112816693,4434000.4336285265
0.15037593984962405,-13581826.648677858,4433998.685258237
0.15288220551378445,-13581824.815616881,4433998.168052558
0.15538847117794485,-13581822.966061713,4433997.705891183
0.15789473684210525,-13581821.116506573,4433997.243729817
0.16040100250626566,-13581819.26695142,4433996.781568448
0.16290726817042606,-13581817.417396259,4433996.319407076
0.16541353383458646,-13581815.567841094,4433995.857245701
0.16791979949874686,-13581814.000173077,4433994.454372337
0.17042606516290726,-13581812.149857467,4433993.994748753
0.17293233082706766,-13581810.299541846,4433993.5351251615
0.17543859649122806,-13581808.449226243,4433993.075501578
0.17794486215538846,-13581806.598910639,4433992.615877993
0.18045112781954886,-13581804.748595031,4433992.156254409
0.18295739348370926,-13581803.078676974,4433991.094609148
0.18546365914786966,-13581801.419410327,4433989.997418131
0.18796992481203006,-13581799.568073392,4433989.5412029885
0.19047619047619047,-13581797.716736425,4433989.084987838
0.19298245614035087,-13581795.865399456,4433988.6287726825
0.19548872180451127,-13581794.014062498,4433988.172557532
0.19799498746867167,-13581792.162725555,4433987.716342387
0.20050125313283207,-13581790.651947197,4433986.123617173
0.20300751879699247,-13581788.919723732,4433985.269897115
0.20551378446115287,-13581787.06709803,4433984.817982754
0.20802005012531327,-13581785.214472344,4433984.366068398
0.21052631578947367,-13581783.361846643,4433983.914154037
0.21303258145363407,-13581781.509220935,4433983.462239674
0.21553884711779447,-13581779.757079588,4433982.674989504
0.21804511278195488,-13581778.27989422,4433980.970157992
0.22055137844611528,-13581776.682305036,4433979.667137308
0.22305764411027568,-13581774.827588966,4433979.22219887
0.22556390977443608,-13581772.972872915,4433978.777260441
0.22807017543859648,-13581771.11815686,4433978.332322012
0.23057644110275688,-13581769.263440803,4433977.88738358
0.23308270676691728,-13581767.438904114,4433977.341730681
0.23558897243107768,-13581765.917799301,4433975.783466875
0.23809523809523808,-13581764.06202474,4433975.342060893
0.24060150375939848,-13581762.206250153,4433974.900654898
0.24310776942355888,-13581760.350475587,4433974.459248911
0.24561403508771928,-13581758.494701033,4433974.017842929
0.24812030075187969,-13581756.65106261,4433973.535936287
0.2506265664160401,-13581755.168215904,4433971.849997646
0.2531328320802005,-13581753.46766664,4433970.890574724
0.2556390977443609,-13581751.61028735,4433970.4545240905
0.2581453634085213,-13581749.752908029,4433970.018473449
0.2606516290726817,-13581747.895528706,4433969.582422802
0.2631578947368421,-13581746.038149392,4433969.146372162
0.2656641604010025,-13581744.427439537,4433967.887137761
0.2681704260651629,-13581742.941945191,4433966.21003489
0.2706766917293233,-13581741.091890741,4433965.749539687
0.2731829573934837,-13581739.232613,4433965.319824478
0.2756892230576441,-13581737.373335268,4433964.890109273
0.2781954887218045,-13581735.514057528,4433964.460394065
0.2807017543859649,-13581733.733341776,4433963.768502232
0.2832080200501253,-13581731.973324412,4433963.007535862
0.2857142857142857,-13581730.113499003,4433962.579648375
0.2882205513784461,-13581728.253673578,4433962.151760886
0.2907268170426065,-13581726.393848142,4433961.723873391
0.2932330827067669,-13581724.573491331,4433961.164271511
0.2957393483709273,-13581723.083029823,4433959.503745011
0.2982456140350877,-13581721.254029235,4433958.972989076
0.3007518796992481,-13581719.392824186,4433958.549705608
0.3032581453634085,-13581717.531619154,4433958.126422144
0.3057644110275689,-13581715.670414139,4433957.703138688
0.3082706766917293,-13581713.966639305,4433956.7544800835
0.3107769423558897,-13581712.473845001,4433955.101738525
0.3132832080200501,-13581710.875203006,4433953.802231321
0.3157894736842105,-13581709.011476552,4433953.387362329
0.3182957393483709,-13581707.14775009,4433952.972493336
0.3208020050125313,-13581705.284023628,4433952.557624341
0.3233082706766917,-13581703.420297185,4433952.142755353
0.3258145363408521,-13581701.903339686,4433950.570651104
0.3283208020050125,-13581700.216896877,4433949.564152158
0.3308270676691729,-13581698.351461649,4433949.154985695
0.3333333333333333,-13581696.48602642,4433948.7458192315
0.3358395989974937,-13581694.620591186,4433948.336652766
0.3383458646616541,-13581692.86644419,4433947.556095826
0.3408521303258145,-13581691.324556395,4433946.067188804
0.3433583959899749,-13581689.45767981,4433945.662832476
0.3458646616541353,-13581687.590803199,4433945.258476139
0.3483709273182957,-13581685.723926583,4433944.854119799
0.3508771929824561,-13581683.86802783,4433944.4131282475
0.3533834586466165,-13581682.368769363,4433942.781958941
0.3558897243107769,-13581680.727968715,4433941.62314332
0.3583959899749373,-13581678.859047087,4433941.225611555
0.3609022556390977,-13581676.99012548,4433940.828079798
0.3634085213032581,-13581675.12120388,4433940.430548046
0.3659147869674185,-13581673.404677344,4433939.524444382
0.3684210526315789,-13581671.554916406,4433939.062969736
0.37092731829573933,-13581669.685404606,4433938.667407528
0.37343358395989973,-13581667.815892829,4433938.271845327
0.37593984962406013,-13581665.978145674,4433937.770278369
0.37844611528822053,-13581664.332089262,4433936.629002191
0.38095238095238093,-13581662.461687222,4433936.236410938
0.38345864661654133,-13581660.591285182,4433935.843819685
0.38596491228070173,-13581658.720883138,4433935.451228431
0.38847117794486213,-13581657.019199554,4433934.495590906
0.39097744360902253,-13581655.148200674,4433934.104991454
0.39348370927318294,-13581653.277201787,4433933.714392003
0.39598997493734334,-13581651.406202873,4433933.32379254
0.39849624060150374,-13581649.725031858,4433932.29970064
0.40100250626566414,-13581648.081829295,4433931.148900693
0.40350877192982454,-13581646.20932644,4433930.763320256
0.40601503759398494,-13581644.336823577,4433930.377739816
0.40852130325814534,-13581642.464320714,4433929.992159375
0.41102756892230574,-13581640.891284565,4433928.607200499
0.41353383458646614,-13581639.134095946,4433927.836794083
0.41604010025062654,-13581637.260071965,4433927.456289892
0.41854636591478694,-13581635.386048,4433927.07578571
0.42105263157894735,-13581633.595302097,4433926.417366472
0.42355889724310775,-13581631.968328184,4433925.212408339
0.42606516290726815,-13581630.093074765,4433924.836007018
0.42857142857142855,-13581628.217821358,4433924.459605701
0.43107769423558895,-13581626.342567967,4433924.083204392
0.43358395989974935,-13581624.795720866,4433922.610847518
0.43609022556390975,-13581622.919226691,4433922.238586839
0.43859649122807015,-13581621.042732527,4433921.866326166
0.44110275689223055,-13581619.166238377,4433921.494065496
0.44360902255639095,-13581617.576701235,4433920.1641736105
0.44611528822055135,-13581615.820198854,4433919.391477021
0.44862155388471175,-13581613.94213759,4433919.024446071
0.45112781954887216,-13581612.064076334,4433918.657415126
0.45363408521303256,-13581610.363111686,4433917.6993784215
0.45614035087719296,-13581608.550595965,4433917.113609255
0.45864661654135336,-13581606.671585694,4433916.749745296
0.46115288220551376,-13581604.792575441,4433916.385881344
0.46365914786967416,-13581603.174862422,4433915.1500178045
0.46616541353383456,-13581601.355617864,4433914.586704056
0.46867167919799496,-13581599.47533195,4433914.227097255
0.47117794486215536,-13581597.59504601,4433913.867490446
0.47368421052631576,-13581595.954637406,4433912.707366439
0.47619047619047616,-13581594.07338688,4433912.350978667
0.47869674185463656,-13581592.192136366,4433911.994590899
0.48120300751879697,-13581590.38875694,4433911.378332187
0.48370927318295737,-13581588.66731845,4433910.488620594
0.48621553884711777,-13581586.785096532,4433910.135474552
0.48872180451127817,-13581584.902874622,4433909.782328516
0.49122807017543857,-13581583.099277318,4433909.166796892
0.49373433583959897,-13581581.216730071,4433908.814736512
0.49624060150375937,-13581579.334182823,4433908.462676131
0.49874686716791977,-13581577.607482329,4433907.590524973
0.5012531328320802,-13581575.72428214,4433907.240643605
0.5037593984962405,-13581573.841081943,4433906.890762229
0.506265664160401,-13581572.14309424,4433905.9227909045
0.5087719298245614,-13581570.38333034,4433905.160978716
