u,X_warped,Y_warped
0.0,-13581930.22814628,4434051.0896213055
0.002506265664160401,-13581928.395521984,4434050.570958404
0.005012531328320802,-13581926.63074506,4434049.8258756315
0.007518796992481203,-13581925.192033818,4434047.992648375
0.010025062656641603,-13581923.753322601,4434046.159421112
0.012531328320802004,-13581922.021052841,4434045.30585574
0.015037593984962405,-13581920.186218986,4434044.794566493
0.017543859649122806,-13581918.351385128,4434044.28327724
0.020050125313283207,-13581916.516551286,4434043.771987993
0.022556390977443608,-13581914.681717463,4434043.2606987525
0.02506265664160401,-13581912.84688363,4434042.749409512
0.02756892230576441,-13581911.012049759,4434042.238120256
0.03007518796992481,-13581909.319966968,4434041.250443068
0.03258145363408521,-13581907.876401989,4434039.433413808
0.03508771929824561,-13581906.432836989,4434037.61638456
0.03759398496240601,-13581904.98927198,4434035.79935531
0.040100250626566414,-13581903.464155223,4434034.25448004
0.042606516290726815,-13581901.625464767,4434033.756061134
0.045112781954887216,-13581899.786774289,4434033.257642224
0.047619047619047616,-13581897.948083797,4434032.7592233075
0.05012531328320802,-13581896.109393332,4434032.2608044
0.05263157894736842,-13581894.270702861,4434031.762385491
0.05513784461152882,-13581892.432012387,4434031.263966581
0.05764411027568922,-13581890.63185316,4434030.63696136
0.06015037593984962,-13581889.183708541,4434028.835215183
0.06265664160401002,-13581887.735563954,4434027.033468993
0.06516290726817042,-13581885.93963584,4434026.392343751
0.06766917293233082,-13581884.098850565,4434025.9009155305
0.07017543859649122,-13581882.354374006,4434025.088086507
0.07268170426065163,-13581880.513353683,4434024.597442811
0.07518796992481203,-13581878.672333352,4434024.106799115
0.07769423558897243,-13581876.831312984,4434023.6161554055
0.08020050125313283,-13581874.99029266,4434023.12551171
0.08270676691729323,-13581873.45253016,4434021.622837785
0.08521303258145363,-13581872.00005748,4434019.835535131
0.08771929824561403,-13581870.42438173,4434018.459385109
0.09022556390977443,-13581868.580984458,4434017.976673705
0.09273182957393483,-13581866.737587184,4434017.4939623
0.09523809523809523,-13581864.89418989,4434017.011250888
0.09774436090225563,-13581863.050792616,4434016.528539482
0.10025062656641603,-13581861.207395365,4434016.045828084
0.10275689223057644,-13581859.363998078,4434015.563116676
0.10526315789473684,-13581857.789771281,4434014.1821311265
0.10776942355889724,-13581856.333201975,4434012.408499766
0.11027568922305764,-13581854.692300584,4434011.250020373
0.11278195488721804,-13581852.84672264,4434010.774586315
0.11528822055137844,-13581851.00114466,4434010.299152245
0.11779448621553884,-13581849.15556671,4434009.823718182
0.12030075187969924,-13581847.30998877,4434009.348284124
0.12280701754385964,-13581845.464410817,4434008.872850063
0.12531328320802004,-13581843.650540397,4434008.291601789
0.12781954887218044,-13581842.190087758,4434006.530929824
0.13032581453634084,-13581840.72963515,4434004.770257854
0.13283208020050125,-13581838.93650285,4434004.119802474
0.13533834586466165,-13581837.08870382,4434003.651780524
0.13784461152882205,-13581835.240904812,4434003.183758584
0.14035087719298245,-13581833.3931058,4434002.7157366425
0.14285714285714285,-13581831.545306783,4434002.247714699
0.14536340852130325,-13581829.697507752,4434001.77969275
0.14786967418546365,-13581828.112816693,4434000.433628528
0.15037593984962405,-13581826.648677856,4433998.685258241
0.15288220551378445,-13581824.815616881,4433998.168052558
0.15538847117794485,-13581822.966061713,4433997.705891183
0.15789473684210525,-13581821.116506573,4433997.243729817
0.16040100250626566,-13581819.26695142,4433996.781568448
0.16290726817042606,-13581817.417396259,4433996.319407076
0.16541353383458646,-13581815.567841094,4433995.857245701
0.16791979949874686,-13581814.096500378,4433994.132909458
0.17042606516290726,-13581812.527432088,4433992.734709021
0.17293233082706766,-13581810.676095117,4433992.278493868
0.17543859649122806,-13581808.824758166,4433991.822278724
0.17794486215538846,-13581806.973421212,4433991.366063578
0.18045112781954886,-13581805.122084256,4433990.909848432
0.18295739348370926,-13581803.270747283,4433990.45363328
0.18546365914786966,-13581801.607699778,4433989.369059717
0.18796992481203006,-13581800.129548078,4433987.6674530655
0.19047619047619047,-13581798.276662994,4433987.216404281
0.19298245614035087,-13581796.423777908,4433986.765355491
0.19548872180451127,-13581794.570892833,4433986.314306707
0.19799498746867167,-13581792.718007775,4433985.863257928
0.20050125313283207,-13581790.865122708,4433985.4122091485
0.20300751879699247,-13581789.177792681,4433984.4086709805
0.20551378446115287,-13581787.703638194,4433982.693724784
0.20802005012531327,-13581786.14320428,4433981.266709807
0.21052631578947367,-13581784.28796009,4433980.823533853
0.21303258145363407,-13581782.432715895,4433980.380357896
0.21553884711779447,-13581780.577471696,4433979.9371819375
0.21804511278195488,-13581778.72222752,4433979.4940059865
0.22055137844611528,-13581776.866983328,4433979.050830033
0.22305764411027568,-13581775.325523434,4433977.560494982
0.22556390977443608,-13581773.61897603,4433976.621089038
0.22807017543859648,-13581771.76240166,4433976.182352164
0.23057644110275688,-13581769.90582729,4433975.743615288
0.23308270676691728,-13581768.049252901,4433975.304878406
0.23558897243107768,-13581766.192678543,4433974.8661415335
0.23809523809523808,-13581764.478744583,4433973.951385958
