X_warped,Y_warped,Z_m
189011.0,76032.0,5.1129999999999995
189013.0,76032.0,5.1129999999999995
189015.0,76032.0,5.1129999999999995
189017.0,76032.0,5.1129999999999995
189019.0,76032.0,5.1129999999999995
189021.0,76032.0,5.1129999999999995
189023.0,76032.0,5.1129999999999995
189025.0,76032.0,5.1129999999999995
189027.0,76032.0,5.1129999999999995
189029.0,76032.0,5.1129999999999995
189031.0,76032.0,5.1129999999999995
189033.0,76032.0,5.1129999999999995
189035.0,76032.0,5.1129999999999995
189037.0,76032.0,5.1129999999999995
189039.0,76032.0,5.1129999999999995
189041.0,76032.0,5.1129999999999995
189043.0,76032.0,5.1129999999999995
189045.0,76032.0,5.1129999999999995
189047.0,76032.0,5.1129999999999995
189049.0,76032.0,5.1129999999999995
189051.0,76032.0,5.1129999999999995
189053.0,76032.0,5.1129999999999995
189055.0,76032.0,5.1129999999999995
189057.0,76032.0,5.1129999999999995
189059.0,76032.0,5.1129999999999995
189061.0,76032.0,5.1129999999999995
189063.0,76032.0,5.1129999999999995
189065.0,76032.0,5.1129999999999995
189067.0,76032.0,5.1129999999999995
189069.0,76032.0,5.1129999999999995
189071.0,76032.0,5.1129999999999995
189073.0,76032.0,5.1129999999999995
189075.0,76032.0,5.1129999999999995
189077.0,76032.0,5.1129999999999995
189079.0,76032.0,5.1129999999999995
189081.0,76032.0,5.1129999999999995
189083.0,76032.0,5.1129999999999995
189085.0,76032.0,5.1129999999999995
189087.0,76032.0,5.1129999999999995
189089.0,76032.0,5.1129999999999995
189091.0,76032.0,5.1129999999999995
189093.0,76032.0,5.1129999999999995
189095.0,76032.0,5.1129999999999995
189097.0,76032.0,5.1129999999999995
189099.0,76032.0,5.1129999999999995
189101.0,76032.0,5.1129999999999995
189103.0,76032.0,5.1129999999999995
189105.0,76032.0,5.1129999999999995
189107.0,76032.0,5.1129999999999995
189109.0,76032.0,5.1129999999999995
189111.0,76032.0,5.1129999999999995
189113.0,76032.0,5.1129999999999995
189115.0,76032.0,5.1129999999999995
189117.0,76032.0,5.1129999999999995
189119.0,76032.0,5.1129999999999995
189121.0,76032.0,5.1129999999999995
189123.0,76032.0,5.1129999999999995
189125.0,76032.0,5.1129999999999995
188925.0,76034.0,2.6879462362518463
188927.0,76034.0,2.6879544160401903
188929.0,76034.0,2.687967382144313
188931.0,76034.0,2.68798050019497
188933.0,76034.0,2.68799042736844
188935.0,76034.0,2.6879962519855263
188937.0,76034.0,2.6879988857254262
188939.0,76034.0,2.6879997720802002
188941.0,76034.0,2.687999974675577
188943.0,76034.0,2.6879999999999993
188945.0,76034.0,2.6879999999999993
188947.0,76034.0,2.6879999999999993
188949.0,76034.0,2.6879999999999993
188951.0,76034.0,2.6879999999999993
188953.0,76034.0,2.6879999999999993
188955.0,76034.0,2.6879999999999993
188957.0,76034.0,2.6879999999999993
188959.0,76034.0,2.6879999999999993
188961.0,76034.0,2.6880025350362913
188963.0,76034.0,2.6881166680035853
188965.0,76034.0,2.6891355835906743
188967.0,76034.0,2.694306719622151
188969.0,76034.0,2.7126118702544906
188971.0,76034.0,2.7620585391409165
188973.0,76034.0,2.868987823945986
188975.0,76034.0,3.059515778958711
188977.0,76034.0,3.3442881207018447
188979.0,76034.0,3.705276972506221
188981.0,76034.0,4.095712170168159
188983.0,76034.0,4.45670107255014
188985.0,76034.0,4.741473945358114
