x,median,q1,q3,whisker_low,whisker_high,iqr,std,count
529.0,-153.0,-162.72500000000002,-146.0,-170.0,-142.0,16.725000000000023,8.6919570613459,230
530.4889779559119,-153.5791583166341,-161.55177020708078,-146.51102204408812,-170.0,-142.0,15.040748162992656,8.032187371330666,232
531.9779559118236,-153.92957343257947,-162.51077154308615,-146.0,-170.0,-141.02204408817636,16.51077154308615,8.800272707331803,235
533.4669338677355,-153.46693386773552,-160.8817635270538,-146.53306613226448,-170.0,-142.0,14.348697394789326,8.166261923525077,238
534.9559118236473,-150.60320641282556,-161.95591182364728,-145.0,-170.0,-141.04408817635272,16.955911823647284,9.44549687769651,241
536.4448897795592,-153.27354709418796,-161.11251073575735,-145.55511022044084,-171.0,-140.55511022044084,15.557400515316516,8.742428550666919,245
537.9338677354709,-160.0,-168.0,-146.0495991983968,-171.0,-141.0,21.950400801603195,10.33750638752812,248
539.4228456913828,-159.20290581162308,-168.0,-152.5200400801602,-172.0,-140.5771543086172,15.479959919839814,9.123165560603859,261
540.9118236472946,-159.0,-167.5310621242479,-146.0,-172.91182364729457,-140.08817635270543,21.53106212424791,10.384400847543963,265
542.4008016032064,-153.99799599198388,-161.40080160320645,-145.66843687374742,-174.0,-140.0,15.732364729459022,9.49692127389041,270
543.8897795591182,-149.0,-162.9448897795591,-144.1102204408818,-173.0,-140.0,18.834669338677315,10.509712694820946,271
545.3787575150301,-153.2645290581168,-163.53406813627257,-144.97845691382773,-174.0,-140.3787575150301,18.55561122244484,10.089031517813432,276
546.8677354709419,-159.61923847695334,-167.14028056112204,-146.2565130260524,-174.0,-139.13226452905815,20.883767535069637,10.72179552226169,277
548.3567134268537,-158.18737474949853,-166.35671342685373,-149.24088176352717,-174.0,-140.64328657314627,17.11583166332656,10.20845009184081,280
549.8456913827655,-159.1543086172345,-166.69706078824302,-146.1543086172345,-174.8456913827655,-140.0,20.542752171008516,11.07573236319052,280
551.3346693386774,-159.25551102204378,-166.0,-150.5745490981963,-174.0,-140.0,15.425450901803714,9.69324209314982,280
552.8236472945891,-159.41282565130223,-168.23647294589136,-145.93787575150418,-177.0,-139.17635270541086,22.298597194387185,11.715696424110495,281
554.312625250501,-161.66933867735446,-169.59218436873732,-150.2525050100203,-178.0,-139.68737474949899,19.339679358717035,10.787775100987643,282
555.8016032064128,-164.34168336673224,-170.0,-147.60871743487095,-178.0,-139.19839679358722,22.391282565129046,11.858850273072603,282
557.2905811623247,-164.22244488977947,-171.0,-151.32264529058116,-177.0,-138.29058116232466,19.677354709418836,11.657348329048926,283
558.7795591182364,-162.4889779559105,-171.0,-146.3609719438882,-176.0,-139.0,24.639028056111812,12.448856991042565,283
560.2685370741483,-163.24048096192382,-170.33567134268537,-145.61573146292585,-176.2685370741483,-139.2685370741483,24.719939879759522,12.239082808131794,284
561.7575150300602,-160.59018036072212,-170.08141282565308,-144.83366733466903,-176.75751503006018,-139.0,25.247745490984045,12.387100989991454,284
563.2464929859719,-149.63426853707404,-166.1122244488979,-142.56513026052104,-176.24649298597194,-139.0,23.54709418837686,12.283141859303807,284
564.7354709418838,-148.93587174348545,-164.82715430861828,-141.26452905811618,-177.0,-139.0,23.562625250502094,12.752985858258127,284
566.2244488977956,-147.33066132264508,-166.4248496993991,-141.0,-177.22444889779558,-138.0,25.42484969939909,13.160819990585871,284
567.7134268537075,-149.31997327989257,-163.60771543086264,-140.28657314629254,-177.71342685370746,-137.28657314629254,23.3211422845701,12.119671149837128,284
569.2024048096192,-146.09619238476898,-167.0295591182366,-140.0,-178.20240480961922,-137.0,27.02955911823659,13.818866416183425,284
570.6913827655311,-149.49298597194252,-164.90831663326802,-139.3086172344689,-179.0,-136.3086172344689,25.599699398799117,13.814063003327838,284
