X_warped,Y_warped,Z_m,u,timestamp,clip_name
-13581919.59293677,4434086.581378033,0.023342600000000005,0.0,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581917.853766466,4434085.750841043,0.023342600000000005,0.002506265664160401,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581916.120664353,4434084.900053289,0.023342600000000005,0.005012531328320802,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581914.377433231,4434084.083067895,0.023342600000000005,0.007518796992481203,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581912.639204103,4434083.249389987,0.023342600000000005,0.010025062656641603,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581910.869918471,4434082.519353808,0.023342600000000005,0.012531328320802004,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581909.103512457,4434081.779707576,0.023342600000000005,0.015037593984962405,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581907.338678136,4434081.034816251,0.023342600000000005,0.017543859649122806,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581905.604560068,4434080.187418934,0.023342600000000005,0.020050125313283207,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581903.840673866,4434079.439363756,0.023342600000000005,0.022556390977443608,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581902.099194558,4434078.616532383,0.023342600000000005,0.02506265664160401,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581900.355822958,4434077.800015741,0.023342600000000005,0.02756892230576441,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581898.592495762,4434077.050094954,0.023342600000000005,0.03007518796992481,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581896.82147404,4434076.32585238,0.023342600000000005,0.03258145363408521,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581895.043939618,4434075.623343857,0.023342600000000005,0.03508771929824561,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581893.28243804,4434074.867330588,0.023342600000000005,0.03759398496240601,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581891.505997209,4434074.161172481,0.023342600000000005,0.040100250626566414,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581889.766221585,4434073.332655633,0.023342600000000005,0.042606516290726815,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581888.022993658,4434072.51565967,0.023342600000000005,0.045112781954887216,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581886.270110833,4434071.730883899,0.023342600000000005,0.047619047619047616,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581884.487182302,4434071.046376618,0.023342600000000005,0.05012531328320802,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581882.704205789,4434070.362029445,0.023342600000000005,0.05263157894736842,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581880.929734193,4434069.649299677,0.023342600000000005,0.05513784461152882,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581879.164254302,4434068.90656275,0.023342600000000005,0.05764411027568922,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581877.407838786,4434068.133576348,0.023342600000000005,0.06015037593984962,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581875.646935623,4434067.375566236,0.023342600000000005,0.06265664160401002,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581873.88626358,4434066.6167846285,0.023342600000000005,0.06516290726817042,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581872.13170782,4434065.837591752,0.023342600000000005,0.06766917293233082,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581870.35058251,4434065.1470667245,0.023342600000000005,0.07017543859649122,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581868.56642181,4434064.466671472,0.023342600000000005,0.07268170426065163,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581866.783394167,4434063.78249494,0.023342600000000005,0.07518796992481203,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581864.996422429,4434063.1114804335,0.023342600000000005,0.07769423558897243,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581863.222888038,4434062.395623122,0.023342600000000005,0.08020050125313283,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581861.448396552,4434061.682959726,0.023342600000000005,0.08270676691729323,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581859.645077,4434061.066501098,0.023342600000000005,0.08521303258145363,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581857.857344346,4434060.398026103,0.023342600000000005,0.08771929824561403,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581856.088020928,4434059.6681159,0.023342600000000005,0.09022556390977443,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581854.318266837,4434058.939642915,0.023342600000000005,0.09273182957393483,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581852.574376144,4434058.124858642,0.023342600000000005,0.09523809523809523,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581850.792071562,4434057.43826907,0.023342600000000005,0.09774436090225563,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581849.004378345,4434056.769662566,0.023342600000000005,0.10025062656641603,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581847.208839534,4434056.127238122,0.023342600000000005,0.10275689223057644,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581845.449484617,4434055.36406098,0.023342600000000005,0.10526315789473684,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581843.71431517,4434054.52017231,0.023342600000000005,0.10776942355889724,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581841.957754804,4434053.747669396,0.023342600000000005,0.11027568922305764,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581840.241499957,4434052.840659098,0.023342600000000005,0.11278195488721804,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581838.521107305,4434051.947457266,0.023342600000000005,0.11528822055137844,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581836.752582792,4434051.214880922,0.023342600000000005,0.11779448621553884,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581835.008562654,4434050.400528823,0.023342600000000005,0.12030075187969924,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581833.27642545,4434049.546520989,0.023342600000000005,0.12280701754385964,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581831.551850488,4434048.667276436,0.023342600000000005,0.12531328320802004,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581829.792844404,4434047.902935194,0.023342600000000005,0.12781954887218044,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581828.057452038,4434047.059790553,0.023342600000000005,0.13032581453634084,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581826.33174668,4434046.184318397,0.023342600000000005,0.13283208020050125,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581824.577271976,4434045.404855029,0.023342600000000005,0.13533834586466165,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581822.7947925,4434044.718849164,0.023342600000000005,0.13784461152882205,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581821.02407272,4434043.99359889,0.023342600000000005,0.14035087719298245,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581819.277323516,4434043.18835413,0.023342600000000005,0.14285714285714285,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581817.516920695,4434042.428674033,0.023342600000000005,0.14536340852130325,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581815.868499788,4434041.295288681,0.023342600000000005,0.14786967418546365,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581814.218627095,4434040.166748339,0.023342600000000005,0.15037593984962405,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581812.57276545,4434039.024822174,0.023342600000000005,0.15288220551378445,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581810.893370591,4434037.994802818,0.023342600000000005,0.15538847117794485,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581809.227837753,4434036.918523371,0.023342600000000005,0.15789473684210525,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581807.541266115,4434035.912454391,0.023342600000000005,0.16040100250626566,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581806.007261423,4434034.3972399,0.023342600000000005,0.16290726817042606,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581804.408144291,4434033.099318215,0.023342600000000005,0.16541353383458646,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581802.824591665,4434031.749454916,0.023342600000000005,0.16791979949874686,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581801.156641746,4434030.681241653,0.023342600000000005,0.17042606516290726,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581799.587850353,4434029.282117075,0.023342600000000005,0.17293233082706766,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581797.862711512,4434028.404754379,0.023342600000000005,0.17543859649122806,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581796.25514603,4434027.135026577,0.023342600000000005,0.17794486215538846,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581794.463578738,4434026.479348468,0.023342600000000005,0.18045112781954886,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581792.799357437,4434025.398692004,0.023342600000000005,0.18295739348370926,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581791.134454085,4434024.320311755,0.023342600000000005,0.18546365914786966,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581789.425165167,4434023.390054878,0.023342600000000005,0.18796992481203006,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581787.73209064,4434022.405687249,0.023342600000000005,0.19047619047619047,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581786.106333992,4434021.196666781,0.023342600000000005,0.19298245614035087,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581784.51547131,4434019.871198462,0.023342600000000005,0.19548872180451127,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581782.921780542,4434018.555168092,0.023342600000000005,0.19799498746867167,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581781.308840442,4434017.303376441,0.023342600000000005,0.20050125313283207,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581779.708365088,4434016.009987341,0.023342600000000005,0.20300751879699247,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581778.035621095,4434014.957772838,0.023342600000000005,0.20551378446115287,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581776.577774191,4434013.188405143,0.023342600000000005,0.20802005012531327,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581775.18220321,4434011.21121054,0.023342600000000005,0.21052631578947367,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581773.636513662,4434009.734990678,0.023342600000000005,0.21303258145363407,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581772.037428752,4434008.436961472,0.023342600000000005,0.21553884711779447,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581770.548783276,4434006.770374593,0.023342600000000005,0.21804511278195488,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581769.063452655,4434005.09272531,0.023342600000000005,0.22055137844611528,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581767.529965196,4434003.575784676,0.023342600000000005,0.22305764411027568,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581765.983636113,4434002.101699139,0.023342600000000005,0.22556390977443608,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581764.420103123,4434000.685026353,0.023342600000000005,0.22807017543859648,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581762.87544392,4433999.20536807,0.023342600000000005,0.23057644110275688,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581761.261378571,4433997.9573314665,0.023342600000000005,0.23308270676691728,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581759.704833943,4433996.517337214,0.023342600000000005,0.23558897243107768,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581758.098801348,4433995.242493877,0.023342600000000005,0.23809523809523808,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581756.421208344,4433994.206461353,0.023342600000000005,0.24060150375939848,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581754.665331168,4433993.431678407,0.023342600000000005,0.24310776942355888,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581752.9578639,4433992.495342266,0.023342600000000005,0.24561403508771928,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
-13581751.224979777,4433991.643827041,0.023342600000000005,0.24812030075187969,2024-01-11 22:34:23+00:00,walton_lighthouse-2024-01-11-223423Z
