feature_id,label,vertex_index,x,y,group_id
1,shoreline,0,634.0,-119.0,
1,shoreline,1,633.0,-120.0,
1,shoreline,2,629.0,-120.0,
1,shoreline,3,628.0,-121.0,
1,shoreline,4,626.0,-121.0,
1,shoreline,5,625.0,-122.0,
1,shoreline,6,623.0,-122.0,
1,shoreline,7,622.0,-123.0,
1,shoreline,8,617.0,-123.0,
1,shoreline,9,615.0,-125.0,
1,shoreline,10,614.0,-125.0,
1,shoreline,11,613.0,-126.0,
1,shoreline,12,612.0,-126.0,
1,shoreline,13,611.0,-127.0,
1,shoreline,14,610.0,-127.0,
1,shoreline,15,609.0,-128.0,
1,shoreline,16,608.0,-128.0,
1,shoreline,17,607.0,-129.0,
1,shoreline,18,606.0,-129.0,
1,shoreline,19,603.0,-132.0,
1,shoreline,20,603.0,-133.0,
1,shoreline,21,597.0,-139.0,
1,shoreline,22,596.0,-139.0,
1,shoreline,23,594.0,-141.0,
1,shoreline,24,591.0,-141.0,
1,shoreline,25,590.0,-142.0,
1,shoreline,26,586.0,-142.0,
1,shoreline,27,585.0,-143.0,
1,shoreline,28,583.0,-143.0,
1,shoreline,29,582.0,-144.0,
1,shoreline,30,572.0,-144.0,
1,shoreline,31,571.0,-145.0,
1,shoreline,32,566.0,-145.0,
1,shoreline,33,565.0,-146.0,
1,shoreline,34,558.0,-146.0,
1,shoreline,35,557.0,-145.0,
1,shoreline,36,556.0,-146.0,
1,shoreline,37,553.0,-146.0,
1,shoreline,38,552.0,-147.0,
1,shoreline,39,549.0,-147.0,
1,shoreline,40,548.0,-148.0,
1,shoreline,41,546.0,-148.0,
1,shoreline,42,543.0,-151.0,
1,shoreline,43,543.0,-152.0,
1,shoreline,44,544.0,-153.0,
1,shoreline,45,544.0,-155.0,
1,shoreline,46,545.0,-156.0,
1,shoreline,47,546.0,-156.0,
1,shoreline,48,549.0,-159.0,
1,shoreline,49,550.0,-159.0,
1,shoreline,50,551.0,-160.0,
1,shoreline,51,554.0,-160.0,
1,shoreline,52,555.0,-161.0,
1,shoreline,53,557.0,-161.0,
1,shoreline,54,558.0,-162.0,
1,shoreline,55,564.0,-162.0,
1,shoreline,56,565.0,-163.0,
1,shoreline,57,570.0,-163.0,
1,shoreline,58,571.0,-164.0,
1,shoreline,59,574.0,-164.0,
1,shoreline,60,575.0,-165.0,
1,shoreline,61,578.0,-165.0,
1,shoreline,62,579.0,-166.0,
1,shoreline,63,584.0,-166.0,
1,shoreline,64,585.0,-167.0,
1,shoreline,65,591.0,-167.0,
1,shoreline,66,592.0,-168.0,
1,shoreline,67,597.0,-168.0,
1,shoreline,68,598.0,-169.0,
1,shoreline,69,601.0,-169.0,
1,shoreline,70,602.0,-170.0,
1,shoreline,71,605.0,-170.0,
1,shoreline,72,606.0,-171.0,
1,shoreline,73,610.0,-171.0,
1,shoreline,74,611.0,-172.0,
1,shoreline,75,615.0,-172.0,
1,shoreline,76,616.0,-173.0,
1,shoreline,77,621.0,-173.0,
1,shoreline,78,622.0,-174.0,
1,shoreline,79,627.0,-174.0,
1,shoreline,80,628.0,-175.0,
1,shoreline,81,632.0,-175.0,
1,shoreline,82,633.0,-176.0,
1,shoreline,83,637.0,-176.0,
1,shoreline,84,638.0,-177.0,
1,shoreline,85,643.0,-177.0,
1,shoreline,86,644.0,-178.0,
