u,median_d,band50_lo,band50_hi,hit_frac
0.0,91.03335832408607,82.10070177952977,105.53858272424368,0.9992841803865425
0.002506265664160401,91.04907577338956,82.13682822020438,105.52115918984649,0.9992841803865425
0.005012531328320802,91.06479322296308,82.17295466105136,104.4189544031791,0.9992841803865425
0.007518796992481203,91.08051067201998,82.20908110121451,103.10870938995927,0.9992841803865425
0.010025062656641603,91.09622812070356,82.24520754117427,101.79846436100829,0.9992841803865425
0.012531328320802004,90.9897577656255,80.92265741062343,100.70927874261977,0.9992841803865425
0.015037593984962405,89.66355827458669,79.57954830823122,100.70281517992085,0.9992841803865425
0.017543859649122806,88.33735878869192,78.23643921039489,100.69635161583236,0.9992841803865425
0.020050125313283207,87.31764936819593,76.89333009868854,100.68988805219243,0.9992841803865425
0.022556390977443608,87.34230702114786,75.6429215080607,100.68342448794384,0.9992841803865425
0.02506265664160401,87.36696467544022,75.69487066414966,100.67696092514898,0.9992841803865425
0.02756892230576441,87.39162232826126,75.74681981829009,100.67049736163703,0.9992841803865425
0.03007518796992481,87.41627998094832,75.79876897262069,100.39872901977452,0.9992841803865425
0.03258145363408521,87.44093763445831,75.85071812801928,99.1035620107697,0.9992841803865425
0.03508771929824561,87.46559528803411,75.90266728323506,97.80839501951118,0.9992841803865425
0.03759398496240601,87.38576902420684,75.95461643795488,96.51322803471052,0.9992841803865425
0.040100250626566414,86.0755240031918,76.00656559257797,95.57610593030373,0.9992841803865425
0.042606516290726815,84.7652789607696,75.075363753236,95.58164683714953,0.9992841803865425
0.045112781954887216,83.45503393260199,73.74916425309686,95.58718774536138,0.9992841803865425
0.047619047619047616,82.78710416327999,72.42296476440073,95.5927286520769,0.9992841803865425
0.05012531328320802,82.82323060369758,71.77611608093211,95.59826955943645,0.9992841803865425
0.05263157894736842,82.85935704404224,70.45297474901467,95.60381046678305,0.9992841803865425
0.05513784461152882,82.89548348455799,70.51887538568916,95.60935137445506,0.9992841803865425
0.05764411027568922,82.93160992438668,70.58477602150506,94.905527507492,0.9992841803865425
0.06015037593984962,82.9677363640152,70.65067665729615,93.62463240682443,0.9992841803865425
0.06265664160401002,83.0038628048021,70.71657729460034,92.3437372822243,0.9992841803865425
0.06516290726817042,82.2663911146408,70.78247793152774,91.74494637958574,0.9992841803865425
0.06766917293233082,80.97122413390129,70.84837856674508,91.75992798195493,0.9992841803865425
0.07017543859649122,79.67605713937793,70.35258363748903,91.77490958504188,0.9992841803865425
0.07268170426065163,78.38089013304732,69.04233859845525,91.78989118774928,0.9992841803865425
0.07518796992481203,78.37039502824665,67.73209356259554,91.80487279182766,0.9992841803865425
0.07769423558897243,78.41832992658351,66.42184855052076,91.81985439464407,0.9992841803865425
0.08020050125313283,78.46626482554238,65.11160350957174,91.79703847754192,0.9992841803865425
0.08270676691729323,78.5141997255039,63.801358479533775,90.52967209199838,0.9992841803865425
0.08521303258145363,78.56213462353726,62.66725423768576,89.47254444508941,0.9992841803865425
0.08771929824561403,78.61006952289084,62.754563854265996,89.49345213029599,0.9992841803865425
0.09022556390977443,78.25389118616263,62.841873470713324,89.51435981545691,0.9992841803865425
0.09273182957393483,76.9729960879716,62.92918308715404,89.53526750086056,0.9992841803865425
0.09523809523809523,76.17912721761155,63.016492702654624,89.55617518569896,0.9992841803865425
0.09774436090225563,76.23350409740763,63.10380231821453,89.57708287021335,0.9992841803865425
0.10025062656641603,76.28788097860533,63.19111193547617,89.5979905556505,0.9992841803865425
0.10275689223057644,76.34225785956609,62.83888623030601,88.4985813701852,0.9992841803865425
0.10526315789473684,76.39663473885159,61.543719248680745,87.24405710875827,0.9992841803865425
0.10776942355889724,76.45101161923328,61.35961141078819,85.98953283303518,0.9992841803865425
0.11027568922305764,76.50538849954104,58.982844940528835,85.20985538747104,0.9992841803865425
0.11278195488721804,75.32127544431518,59.0817311638368,85.24212189097767,0.9992841803865425
0.11528822055137844,74.05390907666741,59.18061738468542,85.27438839285277,0.9992841803865425
0.11779448621553884,73.46564220490889,59.279503606055975,85.30665489470402,0.9992841803865425
0.12030075187969924,73.5282172471055,59.37838982877604,85.33892139745885,0.9992841803865425
0.12280701754385964,73.59079228902677,59.47727605102604,85.37118790019784,0.9992841803865425
0.12531328320802004,73.65336733043084,59.57616227273476,85.0242600261244,0.9992841803865425
0.12781954887218044,73.71594237172182,59.040464694437006,84.24282487916844,0.9992841803865425
0.13032581453634084,73.7785174133271,58.37551002788173,84.27817633105715,1.0
0.13283208020050125,73.44429006335426,58.47802209646098,84.31352778403455,1.0
0.13533834586466165,72.18976579920525,58.58053416279318,84.34887923519022,1.0
0.13784461152882205,70.93524151652333,58.683046230936824,84.38423068750018,1.0
0.14035087719298245,69.68071723620888,58.78555829893481,84.4195821397374,1.0
0.14285714285714285,68.42619296198913,58.888070366883355,83.84821759818485,1.0
0.14536340852130325,67.17166869642509,58.845512437499245,82.61751673011112,1.0
0.14786967418546365,66.83375995504821,57.57814605164409,81.38681584626772,1.0
0.15037593984962405,66.91583097396732,56.42184165862396,80.15611494279196,1.0
0.15288220551378445,66.99790199228275,56.53169789901504,80.15700717122942,1.0
0.15538847117794485,67.07997300883372,56.641554137583384,80.2041439676529,1.0
0.15789473684210525,67.16204402735049,56.751410378319974,80.25128076558515,1.0
0.16040100250626566,67.24411504545918,56.86126661853036,80.29841756335912,1.0
0.16290726817042606,66.38949315666297,56.971122858193176,80.34555436063977,1.0
0.16541353383458646,65.46116198285209,57.08097909770162,80.03705211871346,1.0
0.16791979949874686,65.54847160093544,55.88095020780094,78.81742026712074,1.0
0.17042606516290726,65.63578121981215,54.88690130652163,78.40935314428187,1.0
0.17293233082706766,65.72309083648673,55.003286909464286,76.37815660033644,1.0
0.17543859649122806,65.81040045490619,55.11967251430922,76.11783792366278,1.0
0.17794486215538846,65.89771007318619,55.236058118999104,76.17711400577501,1.0
0.18045112781954886,65.38770437636575,55.35244372360492,76.23639008795848,1.0
0.18295739348370926,64.1570035030197,55.468829327184615,76.29566616929209,1.0
0.18546365914786966,62.92630262039427,55.20863304661467,76.35494225059134,1.0
0.18796992481203006,62.04831782802467,53.98826078645254,76.08579964035648,1.0
0.19047619047619047,62.14720404998875,54.109370468945045,74.87672684505822,1.0
0.19298245614035087,62.246090270142474,54.230480149588445,73.66765405549364,1.0
0.19548872180451127,62.34497649167938,54.35158983168599,72.4585812521537,1.0
0.19799498746867167,62.44386271334845,54.47269951394682,71.25057130890028,1.0
0.20050125313283207,62.5427489362207,54.593809197408675,71.3249045889765,1.0
0.20300751879699247,61.74257451838672,54.31139644708444,71.39923786673661,1.0
