X_warped,Y_warped,Z_m,u,timestamp,clip_name
-553622.9005093037,6541285.337591732,-103.78805760000049,0.0,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553623.1022835834,6541285.003989441,-103.78805760000049,0.002506265664160401,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553623.3434431702,6541284.681886429,-103.78805760000049,0.005012531328320802,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553623.6261696225,6541284.371919587,-103.78805760000049,0.007518796992481203,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553623.8919611735,6541284.05700839,-103.78805760000049,0.010025062656641603,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553624.1449565465,6541283.738361224,-103.78805760000049,0.012531328320802004,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553624.3917470811,6541283.417902283,-103.78805760000049,0.015037593984962405,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553624.5877542853,6541283.082615953,-103.78805760000049,0.017543859649122806,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553624.7837614843,6541282.747329763,-103.78805760000049,0.020050125313283207,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553625.1764408906,6541282.469466256,-103.78805760000049,0.022556390977443608,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553625.3790733069,6541282.136114434,-103.78805760000049,0.02506265664160401,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553625.6820019046,6541281.83204603,-103.78805760000049,0.02756892230576441,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553625.8220939072,6541281.480434234,-103.78805760000049,0.03007518796992481,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553625.9497133777,6541281.125180963,-103.78805760000049,0.03258145363408521,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.044186616,6541280.76024982,-103.78805760000049,0.03508771929824561,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.1386598959,6541280.395318548,-103.78805760000049,0.03759398496240601,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.2363046503,6541280.031313395,-103.78805760000049,0.040100250626566414,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.3535026198,6541279.67301735,-103.78805760000049,0.042606516290726815,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.477349643,6541279.316662494,-103.78805760000049,0.045112781954887216,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
-553626.6027521417,6541278.960761651,-103.78805760000049,0.047619047619047616,2026-02-17 14:34:00+00:00,surfline_trevone_20260217_1434
