x,median,q1,q3,whisker_low,whisker_high,iqr,std,count
216.0,-430.0,-576.5,-350.0,-916.25,-304.6666666666667,226.5,155.62627370783267,266
216.7935871743487,-430.309619238477,-590.1733466933866,-348.486637560836,-900.4128256513027,-303.60855043420173,241.68670913255062,159.2953375849004,266
217.5871743486974,-427.15675796036476,-590.544088176351,-348.09018036072143,-928.5871743486974,-302.5504342017368,242.45390781562958,158.5302299943966,266
218.3807615230461,-431.5521042084169,-582.75,-347.2064128256513,-930.3807615230461,-302.0,235.54358717434872,153.14737920879523,266
219.17434869739478,-422.37975951903843,-566.7064128256513,-347.061122244489,-896.1743486973949,-300.82565130260525,219.64529058116233,154.35123911028384,266
219.9679358717435,-412.8977955911822,-576.2555110220438,-346.2014028056112,-921.3366733466928,-300.0320641282565,230.0541082164326,159.30877499511135,266
220.76152304609218,-411.2384769539078,-566.3096192384769,-346.05961923847696,-896.6846192384768,-299.2384769539078,220.24999999999994,154.43042122572817,266
221.5551102204409,-424.2777271715147,-583.9173346693386,-345.4448897795591,-910.4448897795592,-298.4448897795591,238.47244488977952,154.65940465216818,266
222.34869739478958,-426.16505738750226,-579.2269539078156,-345.0,-899.4649298597194,-298.0,234.22695390781564,158.46802595144246,268
223.14228456913827,-427.07615230460647,-582.865731462926,-345.0,-900.5230460921844,-297.85771543086173,237.86573146292596,158.69121612139594,269
223.93587174348698,-416.064128256513,-577.1923847695391,-345.0,-911.6492985971963,-297.064128256513,232.1923847695391,159.2548777642515,269
224.72945891783567,-427.0,-563.6618236472946,-344.0,-893.1545591182364,-294.54108216432866,219.66182364729457,151.74488338766653,269
225.52304609218436,-427.47695390781564,-565.4769539078156,-343.0,-895.5230460921844,-294.21543086172346,222.47695390781564,155.28664630711413,269
226.31663326653307,-421.3166332665331,-580.683366733467,-344.0,-896.5831663326653,-293.02505010020036,236.68336673346698,154.196109847465,269
227.11022044088176,-407.8897795591182,-555.286573146293,-343.8897795591182,-872.3817635270552,-291.8622244488978,211.39679358717478,151.62010147343887,269
227.90380761523045,-412.0,-553.0,-342.66833667334674,-868.4974949899799,-290.8702404809619,210.33166332665326,151.74055891596234,269
228.69739478957916,-421.0,-571.4809619238486,-341.28532064128257,-916.7744238476976,-289.87825651302603,230.195641282566,156.40421668154914,270
229.49098196392785,-423.5090180360721,-566.2940881763527,-340.7590180360721,-904.5966933867736,-288.8862725450902,225.5350701402806,156.62901271239676,270
230.28456913827657,-411.46492985972066,-555.6422845691383,-340.35771543086173,-878.5691382765531,-287.89428857715427,215.28456913827654,151.488377796982,271
231.07815631262525,-399.8436873747495,-541.5,-339.4023046092184,-844.6465430861724,-287.39078156312627,202.0976953907816,147.9170349214728,271
231.87174348697394,-405.0,-549.4759519038079,-338.38476953907815,-866.1127254509024,-291.35871743486973,211.09118236472972,152.83073773248216,271
232.66533066132266,-406.3346693386774,-555.3126252505012,-337.4183366733467,-882.154058116233,-287.3306613226453,217.89428857715455,153.8794684653158,271
233.45891783567134,-411.54108216432866,-564.4178356713427,-337.71317635270543,-904.4748246492986,-288.9178356713427,226.70465931863725,148.7565256971774,271
234.25250501002003,-411.37374749498997,-549.2159318637274,-336.74749498997994,-867.9185871743487,-289.49498997995994,212.46843687374746,150.54513058926605,272
235.04609218436875,-408.47695390781564,-558.4789579158314,-336.4539078156313,-891.5165330661316,-287.9078156312625,222.02505010020013,160.3714168785378,272
235.83967935871743,-410.5,-548.5028807615231,-335.9524048096192,-867.3285946893789,-286.32064128256513,212.55047595190388,154.20216120572888,272
236.63326653306615,-404.5,-547.3051102204397,-335.14941421304144,-865.5386542315371,-285.36673346693385,212.15569600739826,148.47751523373006,272
237.42685370741484,-405.5731462925852,-545.9664328657315,-334.5731462925852,-863.0563627254509,-285.0,211.39328657314627,145.24653237684655,273
238.22044088176352,-409.33867735470943,-544.9744488977956,-333.7795591182365,-861.7667835671342,-285.0,211.1948897795591,153.5838254269301,273
239.01402805611224,-396.98597194388776,-528.705410821643,-333.0,-822.2635270541075,-285.0,195.705410821643,145.47729204381372,273
239.80761523046093,-401.7082164328657,-542.5771543086172,-333.0,-856.9428857715429,-285.0,209.5771543086172,151.4687715576224,273
240.6012024048096,-404.7975951903808,-538.2565130260518,-332.0,-847.6412825651296,-285.0,206.25651302605183,147.06193464662536,273
241.39478957915833,-405.85470941883756,-547.434368737475,-332.25,-870.2109218436874,-284.6052104208417,215.18436873747498,145.36685849937666,274
242.18837675350701,-400.0,-542.8022044088177,-331.85871743486973,-859.2174348697397,-284.0,210.94348697394798,153.54927718671198,274
242.9819639278557,-398.80661322645307,-543.7545090180361,-331.26352705410824,-862.4909819639278,-284.0,212.49098196392782,153.91236191765856,274
243.77555110220442,-400.22945891783456,-542.8957915831664,-331.0561122244489,-860.6553106212427,-284.0,211.83967935871755,152.609760830176,274
244.5691382765531,-398.6462925851704,-547.9308617234469,-331.0,-873.3271543086173,-283.4308617234469,216.93086172344692,148.6474781710938,274
245.3627254509018,-402.0,-541.2960921843685,-330.6372745490982,-857.2843186372739,-281.6372745490982,210.65881763527028,148.6794013356264,274
246.1563126252505,-393.8436873747495,-538.2284569138271,-330.0,-850.5711422845678,-278.5310621242485,208.22845691382713,151.23876434488054,275
246.9498997995992,-391.2264529058127,-513.518036072144,-330.0,-788.79509018036,-276.1503006012024,183.518036072144,151.6529990338015,275
247.74348697394788,-392.2565130260521,-539.3977955911823,-330.0,-853.4944889779558,-277.2565130260521,209.39779559118233,140.61387491850607,275
248.5370741482966,-394.78122912491654,-542.8371743486982,-329.4629258517034,-862.8985470941905,-275.6573146292585,213.37424849699482,147.06498867502887,276
249.33066132264528,-396.5,-544.2124248496991,-329.0,-867.0310621242478,-273.6733466933868,215.21242484969912,150.12343805608708,276
250.12424849699397,-395.87575150300603,-538.3757515030061,-328.87575150300603,-852.6257515030062,-272.12424849699397,209.50000000000006,157.76877944816616,279
250.9178356713427,-385.6553106212424,-533.0410821643286,-328.0821643286573,-840.4794589178355,-272.9178356713427,204.9589178356713,158.95485679324455,279
251.71142284569137,-394.28857715430865,-537.1362725450888,-328.0,-850.840681362722,-272.42284569138275,209.1362725450888,154.43259030420808,281
252.5050100200401,-388.0,-533.0100200400802,-326.97995991983964,-842.0551102204411,-273.96993987975947,206.0300601202406,145.31711155743866,281
253.29859719438878,-392.9924849699399,-529.933366733467,-326.32815631262525,-835.3411823647295,-274.20841683366734,203.60521042084173,151.3322338801099,282
254.0921843687375,-387.5,-526.6808617234469,-325.38476953907815,-828.6250000000001,-270.0,201.29609218436877,155.6682683098323,282
254.88577154308618,-387.50200400801623,-526.6983967935869,-325.0285571142284,-829.2031563126245,-270.0,201.66983967935846,154.23479080077547,282
255.67935871743487,-386.82064128256513,-520.3491983967936,-324.4904809619238,-814.1372745490982,-269.32064128256513,195.85871743486973,149.60554138078598,282
256.4729458917836,-390.6148964595858,-530.2905811623245,-324.2635270541082,-839.3311623246491,-268.5270541082164,206.02705410821636,150.5148459337248,283
257.2665330661323,-389.16683366733463,-507.82264529058375,-323.0,-785.0566132264594,-268.0,184.82264529058375,143.9279851222141,283
258.06012024048096,-377.0,-502.40180360721433,-322.9699398797595,-771.5495991983965,-268.0,179.4318637274548,149.30010691772347,283
258.85370741482967,-385.0,-509.20741482965934,-322.5731462925852,-789.1588176352706,-268.0,186.63426853707415,141.21660341058814,283
259.6472945891784,-374.0,-527.7344689378756,-322.5,-835.586172344689,-268.0,205.2344689378756,152.90882861661143,283
260.44088176352705,-383.55911823647295,-529.7875751502995,-322.0,-841.4689378757488,-268.0,207.78757515029952,149.49890735399566,283
261.23446893787576,-372.875876753507,-517.7610220440877,-321.94138276553105,-811.4904809619226,-268.0,195.81963927855662,147.98685925979493,284
262.0280561122245,-371.0326903807615,-498.9719438877755,-321.9719438877755,-764.4719438877755,-267.9719438877755,177.0,146.26357862172372,284
262.82164328657313,-370.18950400801606,-508.09869739478955,-321.17835671342687,-788.4792084168337,-267.17835671342687,186.9203406813627,150.31400873754797,284
263.61523046092185,-370.695390781563,-520.8476953907807,-320.84619238476955,-820.8499498997974,-263.38476953907815,200.00150300601115,147.91881090974564,284
264.40881763527057,-371.09118236472943,-510.42835671342823,-320.34118236472943,-795.5591182364765,-262.59118236472943,190.0871743486988,143.4758818732263,284
265.2024048096192,-366.8987975951904,-503.22545090180574,-319.59819639278555,-778.6663326653361,-261.7975951903808,183.6272545090202,148.87885546849267,284
265.99599198396794,-367.1943887775549,-502.9023046092183,-319.00300601202406,-778.7512525050096,-261.00400801603206,183.89929859719422,152.32864767138355,284
266.78957915831666,-367.21042084168334,-507.21042084168334,-318.21042084168334,-790.7104208416833,-260.21042084168334,189.0,141.12319131619827,285
267.5831663326653,-368.20841683366734,-495.30611222444827,-317.4168336673347,-762.1400300601186,-260.0,177.88927855711358,143.99372911778843,286
268.37675350701403,-367.12324649298597,-497.14178356713427,-316.62324649298597,-767.9195891783568,-259.62324649298597,180.5185370741483,146.14583439815763,286
269.17034068136275,-366.0,-501.8176352705392,-316.0,-780.5440881763479,-256.82965931863725,185.8176352705392,148.02611491961844,287
269.9639278557114,-365.0,-488.43286573146315,-316.0,-747.0821643286579,-256.0360721442886,172.43286573146315,143.16716387576008,287
270.7575150300601,-365.2424849699399,-489.8577154308616,-315.1212424849699,-751.9624248496991,-256.0,174.7364729458917,140.5367298088107,287
271.55110220440883,-362.44889779559117,-484.17334669338675,-314.7244488977956,-738.3466933867735,-256.0,169.44889779559117,144.25290506682452,287
272.3446893787575,-362.32765531062125,-492.56565879010776,-315.0,-758.9141469752694,-256.0,177.56565879010776,148.22301011957097,288
273.1382765531062,-362.0106880427522,-494.1382765531062,-314.8617234468938,-763.0531062124248,-256.0,179.27655310621242,149.96434139384877,289
273.9318637274549,-357.0,-481.2044088176352,-314.0681362725451,-731.9088176352705,-256.0,167.13627254509015,150.4057424412654,289
274.7254509018036,-364.0,-485.2745490981964,-314.0,-742.1863727454911,-255.27454909819642,171.27454909819642,143.592376326906,289
275.5190380761523,-360.0,-479.78373413493654,-314.0,-728.4593353373414,-255.0,165.78373413493654,137.1682683629152,290
276.312625250501,-357.687374749499,-478.74983299933194,-313.8436873747495,-726.1090514362056,-254.68737474949899,164.90614562458245,133.77617497701033,291
277.1062124248497,-354.8937875751503,-481.8937875751503,-313.0,-735.2344689378758,-254.0,168.89378757515033,145.77686763184275,291
277.8997995991984,-357.1002004008016,-482.0981963927855,-313.05010020040083,-735.6703406813625,-254.0,169.04809619238466,151.8413383137656,291
278.6933867735471,-356.3066132264529,-495.21342685370865,-313.0,-768.5335671342716,-254.0,182.21342685370865,143.27139868067096,291
279.48697394789576,-355.5,-481.439128256513,-312.3847695390782,-735.0206663326652,-254.0,169.0543587174348,139.96020841657494,292
280.2805611222445,-352.85971943887773,-478.28957915831666,-312.75,-726.5989478957916,-254.0,165.53957915831666,141.42608870983122,292
281.0741482965932,-352.4629258517034,-470.3114979959921,-312.9814629258517,-706.3065506012027,-254.0,157.3300350701404,148.6686212837769,292
281.86773547094185,-352.0661322645291,-471.14691883767506,-312.9338677354709,-708.4664954909813,-254.0,158.21305110220413,150.75065272981072,292
282.66132264529057,-352.0,-473.3787575150302,-312.0,-715.4468937875755,-253.33867735470943,161.3787575150302,145.94006629305755,293
283.4549098196393,-352.27254509018036,-465.0435871743484,-312.124832999332,-694.4217184368729,-252.54509018036072,152.91875417501637,145.09809122611736,294
284.24849699398794,-351.0,-452.2545090180362,-312.0,-662.6362725450904,-251.75150300601206,140.25450901803617,139.55704665601777,295
285.04208416833666,-350.95791583166334,-462.56312625250496,-311.9158316633267,-688.5340681362724,-249.95791583166334,150.64729458917827,141.13870679252003,295
285.8356713426854,-351.0,-470.45891783567134,-311.1643286573146,-709.4008016032064,-249.16432865731463,159.29458917835672,150.4987320076041,295
286.6292585170341,-350.0,-470.1893787575168,-310.685370741483,-709.4453907815675,-249.0,159.50400801603382,145.98032342251895,295
287.42284569138275,-353.78857715430865,-457.4078156312613,-310.4328657314629,-677.870240480959,-248.57715430861725,146.9749498997984,141.36359196928848,296
288.21643286573146,-349.0,-488.038362439164,-309.0,-756.5959060979101,-247.0,179.03836243916402,148.26835757374135,297
289.0100200400802,-343.6913827655323,-457.0,-308.0,-680.5,-247.0,149.0,151.91643865773167,297
289.8036072144289,-348.0,-465.0,-308.1963927855711,-700.2054108216433,-247.0,156.8036072144289,147.3095842931911,297
290.59719438877755,-347.40280561122245,-472.6112224448898,-308.40280561122245,-718.9238476953908,-247.0,164.20841683366734,155.52064543058506,297
291.39078156312627,-345.60921843687373,-472.02304609218436,-308.0,-718.0576152304609,-247.0,164.02304609218436,153.59434091888824,297
292.184368737475,-346.815631262525,-461.94989979960394,-307.815631262525,-693.1513026052223,-242.0,154.13426853707892,153.85049082925545,298
292.97795591182364,-342.0661322645291,-466.7610220440882,-307.02204408817636,-706.3694889779559,-242.0,159.73897795591182,160.84560058941835,298
